osmid,street_count,highway,ref,geometry,casino_osmid,casino_dist,casino_nearestnode
821403065,4,,,POINT (-77.01009089999999 -12.0849638),4693974507,0.0053180027924019345,392153904
1273634234,4,,,POINT (-77.1351834 -12.0224966),4368266233,0.05584707791281742,846599935
822648251,3,,,POINT (-77.0065101 -12.0055728),437360411,0.0009975980565797462,822493974
4375748038,3,,,POINT (-77.0814797 -11.9893469),4317633503,0.008634928665607567,4439657972
1273503176,4,,,POINT (-76.9626762 -12.135218),437376427,0.0203617752784954,3238752139
606182861,4,,,POINT (-77.0683476 -12.0982962),435499357,0.004683749208948005,605041174
1273535955,4,,,POINT (-77.11791119999999 -12.0635648),435879639,0.02106888699265384,4337745396
606182868,4,traffic_signals,,POINT (-77.0693821 -12.0979408),435499357,0.0041803206587134,605041174
3740736981,3,,,POINT (-76.8906228 -12.2321608),481692453,0.049439471286914616,4234707459
606182869,4,,,POINT (-77.07038590000001 -12.0975922),435499357,0.003924780602282256,605041174
262577623,5,,,POINT (-77.0390814 -12.048819),435522157,0.006793758472378161,915282634
1577491932,3,,,POINT (-76.9287131 -12.0277791),438031676,0.024565792109619018,1273875162
2469993949,3,,,POINT (-77.0702885 -12.0113235),438038238,0.0053412258997836155,3501069195
1273535972,3,,,POINT (-76.993853 -12.0727709),3293687684,0.006075924137941388,4357962766
1804901861,3,,,POINT (-77.00374739999999 -12.0191307),437360405,0.012164929108770357,823974191
1258298854,4,traffic_signals,,POINT (-77.05217279999999 -11.9257247),436480411,0.009745915489548956,3951151331
1047207398,3,,,POINT (-77.0072629 -12.0745839),4412523312,0.012519723052849784,416635664
1577491943,4,,,POINT (-76.9234938 -12.0281884),438031676,0.029384104261606682,1273875162
1577491942,4,,,POINT (-76.9609279 -12.0569501),563470043,0.003270501238013687,5711838605
1577491946,4,,,POINT (-76.9519578 -12.0409281),438031676,0.004426265126725997,1273875162
1258298861,4,,,POINT (-77.04121259999999 -11.9172972),436480411,0.015934023952708768,3951151331
1753062894,4,,,POINT (-76.9570085 -12.1800196),437647280,0.020654088445663046,1273804105
263396851,4,,,POINT (-77.0450666 -12.0752112),436314052,0.00130440581472071,263395068
263396852,4,,,POINT (-77.0450549 -12.0737975),436314052,0.0016240869860149555,263395068
1577491971,4,,,POINT (-76.9359979 -12.0291818),438031676,0.01730540089972516,1273875162
1273798148,4,,,POINT (-76.9596598 -12.1964401),481692453,0.028599631130340513,4234707459
1804901895,3,,,POINT (-77.00445360000001 -12.0196627),437360405,0.012597441796662426,823974191
273948169,3,,,POINT (-77.0717231 -11.9426243),435197684,0.004712215333841069,1381254441
1577491978,3,,,POINT (-76.9345477 -12.0288938),438031676,0.018744423096036092,1273875162
846536201,4,,,POINT (-77.07330229999999 -12.0269917),4368266233,0.006594433781611988,846599935
1273961996,3,,,POINT (-76.885626 -12.0350066),438031676,0.0660658011935089,1273875162
1941642764,3,,,POINT (-76.99448820000001 -12.0147403),437360405,0.013595794367815023,823974191
1577491982,3,,,POINT (-76.934065 -12.0287999),438031676,0.019223945600169164,1273875162
1273470478,3,,,POINT (-76.97591559999999 -12.1851694),437647280,0.03051417555298677,1273804105
1047207438,3,,,POINT (-77.0087194 -12.0754944),4412523312,0.01260500851328566,416635664
1577491985,3,,,POINT (-76.96856459999999 -12.0467472),560845933,0.007188960970659931,4356601163
273948171,3,,,POINT (-77.077747 -11.9434146),435197682,0.007242881354845856,273948179
273948179,3,,,POINT (-77.0742255 -11.9379205),435197682,0.001307315922053318,273948179
1941642771,3,,,POINT (-76.9921568 -12.0148761),437360405,0.015649501616029262,823974191
5065088533,3,,,POINT (-77.0903934 -11.9354509),435197682,0.017658819079341727,273948179
1577491990,3,,,POINT (-76.94627010000001 -12.0319443),438031676,0.007075537844249831,1273875162
4351598103,3,,,POINT (-76.993798 -12.1753296),437511292,0.02995065667305508,8742782795
1577491991,4,,,POINT (-76.97123139999999 -12.0405346),437866700,0.005443488841954192,5421589589
1273962014,4,,,POINT (-77.0184805 -12.0577608),438861899,0.005627175618370929,4354479069
411672095,4,,,POINT (-76.9581853 -12.0759932),7557707387,0.008921273801992,9768125558
1273122593,3,,,POINT (-77.06333100000001 -11.9570907),436786084,0.009764836683980713,1273122874
6175268383,3,,,POINT (-77.027699 -11.8851502),4336173733,0.017260745025923414,5762815525
1273896483,4,,,POINT (-77.024334 -12.0624599),4139069972,0.0057847166585737525,416637968
7524458020,4,,,POINT (-77.01118870000001 -12.0731038),4412523312,0.009467428779240485,416635664
1577492005,3,,,POINT (-76.96317980000001 -12.0579713),563470043,0.004253701525988811,5711838605
273948195,4,,,POINT (-77.06440019999999 -11.9417846),4337198303,0.003584410155097155,1272935239
273948199,4,,,POINT (-77.06190290000001 -11.9417855),4337198303,0.0011673672001624078,1272935239
1941642792,3,,,POINT (-76.99274459999999 -12.0152704),437360405,0.015346875738318591,823974191
262577709,6,traffic_signals,,POINT (-77.0380852 -12.1171146),183111783,0.00274499122530982,138852136
262577710,4,,,POINT (-77.0389686 -12.117121),183111783,0.003329707982853159,138852136
262577711,4,,,POINT (-77.0400606 -12.1171126),183111783,0.004208068023716912,138852136
4554169901,3,,,POINT (-77.0874297 -11.974437),4366593002,0.008897835989160873,2732363830
