name,geometry,geometry_layer,geometry_proj4
Servicio 303 (vuelta),"LINESTRING Z (-77.02982609614391 -12.11327359388274 0, -77.03078498704579 -12.1077521670851 0, -77.03116579812698 -12.10559558690057 0, -77.03154633315751 -12.10319332610774 0, -77.0316778590056 -12.10236237279469 0, -77.0319727888202 -12.10060319375098 0, -77.03230737790292 -12.09867347778548 0, -77.03243481249595 -12.09777175193379 0, -77.03257139247988 -12.09682222051658 0, -77.0327462953488 -12.09565396574526 0, -77.03281602197761 -12.09514082350073 0, -77.03285974868733 -12.0948916044682 0, -77.03316859007424 -12.0930142473204 0, -77.03320253324037 -12.09276930627765 0, -77.03326172578069 -12.09240058977117 0, -77.03330887780047 -12.09203929706174 0, -77.03342551383761 -12.09130558509912 0, -77.0334420292443 -12.09111365191575 0, -77.03345528969626 -12.09097702325303 0, -77.03349137468877 -12.09068464628747 0, -77.03349509188766 -12.09064190762448 0, -77.03349736271412 -12.09060636399648 0, -77.03350498738193 -12.09058490625828 0, -77.03350926723583 -12.09056700763948 0, -77.03350941522501 -12.09054222455129 0, -77.03351104931735 -12.09052224511765 0, -77.03351263109602 -12.09049654707636 0, -77.03352157301981 -12.09047353181745 0, -77.03352297298032 -12.09045186276259 0, -77.03352344023767 -12.0904446304614 0, -77.03353772122023 -12.09027293433121 0, -77.03358468976757 -12.08988525663717 0, -77.03368699799871 -12.08918851963001 0, -77.03386659994797 -12.08806246395455 0, -77.03399257852186 -12.08730542472244 0, -77.03423044742824 -12.08562853086434 0, -77.03474450187738 -12.08187436893902 0, -77.03601461576579 -12.07344724923609 0, -77.03620502353174 -12.07244169840071 0, -77.03700683396011 -12.06702159441652 0, -77.03739420917914 -12.06455968938416 0, -77.03744406444019 -12.06421181717403 0, -77.03749934243505 -12.06377762147293 0, -77.0375411592027 -12.06319881468507 0, -77.03833862616828 -12.05377839120229 0, -77.03832779283539 -12.05351380875683 0, -77.03839807508321 -12.05309679287613 0, -77.03844091267935 -12.05271177325932 0, -77.03861542815241 -12.05152703979556 0, -77.03873695131736 -12.05083783378011 0, -77.03888192122899 -12.04968435935654 0, -77.03892328708829 -12.04928490804037 0, -77.03895522354424 -12.04901576255835 0, -77.03895100134828 -12.04881684982473 0, -77.03891143597677 -12.0486284579445 0, -77.03880240028278 -12.04839975926402 0, -77.03865257801854 -12.04815857721624 0, -77.03752403339392 -12.04648074007279 0, -77.03727765485993 -12.04613494882694 0, -77.03687890336791 -12.04561426353476 0, -77.03648884330636 -12.04506102947795 0, -77.03593105485417 -12.04424446878788 0, -77.03576579785297 -12.04399231626335 0, -77.03477227085072 -12.04249172803936 0, -77.03389184675737 -12.04120908323235 0, -77.03293893423782 -12.03985960107242 0, -77.03112096008674 -12.03715345023347 0, -77.03085375613684 -12.03673401278915 0, -77.02886210263293 -12.03359928298259 0, -77.02822924353221 -12.0326795598057 0, -77.02806498020466 -12.03248555748706 0, -77.02777600953615 -12.03213722888716 0, -77.02769274836952 -12.03203489441902 0, -77.02757958461726 -12.03193228298183 0, -77.02629369295353 -12.03083243872696 0, -77.02598737312444 -12.03060145936382 0, -77.0253650365195 -12.03010265667086 0, -77.02497870497926 -12.02979457298485 0, -77.02484406842075 -12.02963546085776 0, -77.02454291114165 -12.02944590717278 0, -77.0242598922227 -12.02931076087405 0, -77.0240584780136 -12.02929767866943 0, -77.02382731967111 -12.02931367858717 0, -77.02350665849521 -12.02938102662786 0, -77.02259241707425 -12.02992561734286 0, -77.02211533501524 -12.03023521985121 0, -77.02176096341067 -12.03042075187663 0, -77.02140150440232 -12.03038135186094 0, -77.0208549506053 -12.03016840609813 0, -77.02061366693631 -12.03006760064949 0, -77.02011761899 -12.02986976644571 0, -77.01995879479657 -12.0298342545827 0, -77.01972714623841 -12.02971441281394 0, -77.01935710515423 -12.02948642140779 0, -77.01867874302431 -12.02908626033907 0, -77.01853994400386 -12.02899150446288 0, -77.01832160323596 -12.0291168040143 0, -77.01794434825007 -12.0292861989121 0, -77.01763039500672 -12.0293896525373 0, -77.01625739158088 -12.0292423859495 0, -77.01551454841241 -12.02917328223479 0, -77.01502710539815 -12.02905493831952 0, -77.01511992879509 -12.02835054263915 0, -77.01524964354535 -12.0274722714281 0, -77.01534981534199 -12.02675422989526 0, -77.01542254860762 -12.02663510760761 0, -77.01552960048042 -12.02584181592202 0, -77.0163990591557 -12.0259226627191 0, -77.01699142121176 -12.02596382785388 0, -77.0174693489318 -12.02602916524402 0, -77.01909866406579 -12.02625667239154 0, -77.01954705709929 -12.02630091168771 0)",Rutas (#9),+proj=longlat +datum=WGS84 +no_defs
24 de Junio,POINT Z (-77.03016635583541 -12.01640527045046 0),Ida (#11),+proj=longlat +datum=WGS84 +no_defs
Calle 02,POINT Z (-77.03138318063606 -12.02314302094282 0),Ida (#11),+proj=longlat +datum=WGS84 +no_defs
Carlos Valderrama,POINT Z (-77.02957223776478 -12.02103809085627 0),Ida (#11),+proj=longlat +datum=WGS84 +no_defs
Cerezos,POINT Z (-77.03267525262714 -12.01160353104283 0),Ida (#11),+proj=longlat +datum=WGS84 +no_defs
Claveles,POINT Z (-77.03135905781409 -12.01380147937113 0),Ida (#11),+proj=longlat +datum=WGS84 +no_defs
Cuba,POINT Z (-77.03614361564654 -12.07379622003175 0),Ida (#11),+proj=longlat +datum=WGS84 +no_defs
Eduardo Dibós,POINT Z (-77.0286098187935 -12.02004949000259 0),Ida (#11),+proj=longlat +datum=WGS84 +no_defs
España,POINT Z (-77.03825857714389 -12.05684875943647 0),Ida (#11),+proj=longlat +datum=WGS84 +no_defs
Mónaco,POINT Z (-77.03612469623243 -12.00761719751022 0),Ida (#11),+proj=longlat +datum=WGS84 +no_defs
Huancavelica,POINT Z (-77.03679583460134 -12.04514537710927 0),Ida (#11),+proj=longlat +datum=WGS84 +no_defs
La Colonia,POINT Z (-77.03251307874312 -12.0278841459207 0),Ida (#11),+proj=longlat +datum=WGS84 +no_defs
Leoncio Prado,POINT Z (-77.02846834867505 -12.03263750681914 0),Ida (#11),+proj=longlat +datum=WGS84 +no_defs
Madrid,POINT Z (-77.03078275294619 -12.02943337596577 0),Ida (#11),+proj=longlat +datum=WGS84 +no_defs
Manuel Candamo,POINT Z (-77.03497541424771 -12.08167741577565 0),Ida (#11),+proj=longlat +datum=WGS84 +no_defs
Manuel Segura,POINT Z (-77.03524930568331 -12.07994302925834 0),Ida (#11),+proj=longlat +datum=WGS84 +no_defs
Natalio Sánchez,POINT Z (-77.03676288667226 -12.07002957891594 0),Ida (#11),+proj=longlat +datum=WGS84 +no_defs
Nicolás de Piérola,POINT Z (-77.03888466120188 -12.04827822427605 0),Ida (#11),+proj=longlat +datum=WGS84 +no_defs
Pasaje 17,POINT Z (-77.03457143618468 -12.00929364593884 0),Ida (#11),+proj=longlat +datum=WGS84 +no_defs
Javier Prado,POINT Z (-77.03457751878814 -12.09213915381271 0),Ida (#11),+proj=longlat +datum=WGS84 +no_defs
Huancayo,POINT Z (-77.03785994508893 -12.06179227761958 0),Ida (#11),+proj=longlat +datum=WGS84 +no_defs
Tomás Guido,POINT Z (-77.03432956685788 -12.08622100733735 0),Ida (#11),+proj=longlat +datum=WGS84 +no_defs
Villarán,POINT Z (-77.03855106520264 -12.0530413721622 0),Ida (#11),+proj=longlat +datum=WGS84 +no_defs
Viru,POINT Z (-77.03259863905582 -12.0390116794668 0),Ida (#11),+proj=longlat +datum=WGS84 +no_defs
24 de Junio,POINT Z (-77.02975554061322 -12.01658465509606 0),Vuelta (#11),+proj=longlat +datum=WGS84 +no_defs
Pasaje 17,POINT Z (-77.03423675523686 -12.00952963563789 0),Vuelta (#11),+proj=longlat +datum=WGS84 +no_defs
Arancibia,POINT Z (-77.03274382673972 -12.02739773935835 0),Vuelta (#11),+proj=longlat +datum=WGS84 +no_defs
Bolivia,POINT Z (-77.03800184240961 -12.05702743257174 0),Vuelta (#11),+proj=longlat +datum=WGS84 +no_defs
Calle 03,POINT Z (-77.03171617544636 -12.0237968171695 0),Vuelta (#11),+proj=longlat +datum=WGS84 +no_defs
Calle 10,POINT Z (-77.02837601134955 -12.0188611159955 0),Vuelta (#11),+proj=longlat +datum=WGS84 +no_defs
Cerezos,POINT Z (-77.03251355311505 -12.0116779737114 0),Vuelta (#11),+proj=longlat +datum=WGS84 +no_defs
Claveles,POINT Z (-77.03124206446719 -12.01391870823521 0),Vuelta (#11),+proj=longlat +datum=WGS84 +no_defs
Domingo Casanova,POINT Z (-77.03363280372301 -12.0895274646512 0),Vuelta (#11),+proj=longlat +datum=WGS84 +no_defs
El Sol,POINT Z (-77.02965991621038 -12.02139122572419 0),Vuelta (#11),+proj=longlat +datum=WGS84 +no_defs
Emilio Fernández,POINT Z (-77.03588698331001 -12.07422889722598 0),Vuelta (#11),+proj=longlat +datum=WGS84 +no_defs
España,POINT Z (-77.0378231961398 -12.05921201084572 0),Vuelta (#11),+proj=longlat +datum=WGS84 +no_defs
Ica,POINT Z (-77.03663921831418 -12.0453167707414 0),Vuelta (#11),+proj=longlat +datum=WGS84 +no_defs
Las Calezas,POINT Z (-77.03063184144204 -12.02925516933484 0),Vuelta (#11),+proj=longlat +datum=WGS84 +no_defs
Leoncio Prado,POINT Z (-77.0279630296924 -12.03250762963084 0),Vuelta (#11),+proj=longlat +datum=WGS84 +no_defs
Manuel Candamo,POINT Z (-77.03457403073935 -12.083085074295 0),Vuelta (#11),+proj=longlat +datum=WGS84 +no_defs
Manuel Segura,POINT Z (-77.03492546022268 -12.08042271360986 0),Vuelta (#11),+proj=longlat +datum=WGS84 +no_defs
Moquegua,POINT Z (-77.03840413055379 -12.04790911485673 0),Vuelta (#11),+proj=longlat +datum=WGS84 +no_defs
Mónaco,POINT Z (-77.03565269953818 -12.00780468369792 0),Vuelta (#11),+proj=longlat +datum=WGS84 +no_defs
Olavide,POINT Z (-77.03297606590711 -12.09420793494565 0),Vuelta (#11),+proj=longlat +datum=WGS84 +no_defs
Pizarro,POINT Z (-77.03185932966181 -12.03847191109126 0),Vuelta (#11),+proj=longlat +datum=WGS84 +no_defs
Saco Oliveros,POINT Z (-77.03665923355743 -12.06901926771222 0),Vuelta (#11),+proj=longlat +datum=WGS84 +no_defs
Tomás Guido,POINT Z (-77.03396313756228 -12.08722906522303 0),Vuelta (#11),+proj=longlat +datum=WGS84 +no_defs
Uruguay,POINT Z (-77.03818437080976 -12.05461492967642 0),Vuelta (#11),+proj=longlat +datum=WGS84 +no_defs
Servicio 306 (ida),"LINESTRING Z (-77.03599107110153 -12.00750796072378 0, -77.03598631977823 -12.00753531465407 0, -77.03596239170145 -12.00758607805136 0, -77.03592634773962 -12.00763514439282 0, -77.03590073968917 -12.00765259620483 0, -77.03588019857555 -12.0076834287822 0, -77.03583332528076 -12.0077363146659 0, -77.03577006545885 -12.00780906033733 0, -77.03562309447602 -12.00799616478442 0, -77.03502481594582 -12.00871423972303 0, -77.03436205874004 -12.00951445111853 0, -77.03416707724585 -12.00976248309517 0, -77.03377137710009 -12.01024258008262 0, -77.03245910536509 -12.01180016836419 0, -77.03207631900636 -12.01230989914452 0, -77.03190410658874 -12.01263650417613 0, -77.03131374303999 -12.01382908985051 0, -77.03007364473898 -12.01650385324889 0, -77.03044778797253 -12.01664660873733 0, -77.03102979595492 -12.01718091477479 0, -77.03092815206624 -12.0172291374164 0, -77.0307145415654 -12.0172859839908 0, -77.03015913607459 -12.0174858599074 0, -77.02983988613528 -12.01759590329901 0, -77.02961865259951 -12.01767413597898 0, -77.029514118135 -12.01775412614342 0, -77.02941711771106 -12.01784260432668 0, -77.02932660990703 -12.01792630602965 0, -77.02896383566129 -12.01836003016795 0, -77.02881994676538 -12.01852986535018 0, -77.02867543891639 -12.01872084097488 0, -77.02860946615795 -12.01893095033543 0, -77.02861357644635 -12.01908251563242 0, -77.02860246704959 -12.01916572441925 0, -77.02860107887564 -12.01917612165791 0, -77.02856918037155 -12.01929366691819 0, -77.02856479139302 -12.01930633273285 0, -77.02851547282779 -12.01953471553685 0, -77.02843580219124 -12.0196502601579 0, -77.02838955857798 -12.01969878859648 0, -77.02840329933122 -12.01977628526054 0, -77.02849538405924 -12.01990711719289 0, -77.0296947685715 -12.02118446780117 0, -77.03053421295034 -12.02203068370612 0, -77.03078589440457 -12.02229466871111 0, -77.03087133421306 -12.02240697400204 0, -77.03117692567011 -12.02294357334947 0, -77.03270062402881 -12.02458543721386 0, -77.0341515108048 -12.02617036008608 0, -77.03415250984118 -12.0262545644314 0, -77.03414468111205 -12.02635454299091 0, -77.03414452225276 -12.02640915036363 0, -77.03363301337116 -12.02684250313707 0, -77.03350839913016 -12.02694891235007 0, -77.03285881824375 -12.02753091716409 0, -77.03205959345144 -12.02826061924725 0, -77.03153593424177 -12.02870459414028 0, -77.03029464508666 -12.02982879442899 0, -77.02858312843561 -12.03134992712821 0, -77.02786807024859 -12.03196025228076 0, -77.02795895241117 -12.03207317913186 0, -77.02831617379135 -12.03253809670569 0, -77.02846843225328 -12.03272404231854 0, -77.02996983800921 -12.03504807088698 0, -77.0310691225214 -12.03676019808532 0, -77.03175579038297 -12.03783923922333 0, -77.03234109714417 -12.03872457930904 0, -77.03301399664159 -12.03974045671664 0, -77.03318145393371 -12.04000059721401 0, -77.0348194491028 -12.04239540527827 0, -77.03503351487937 -12.04267976054097 0, -77.03557787900957 -12.04348139113966 0, -77.03598544532167 -12.04409343822982 0, -77.03651484474354 -12.04485930769487 0, -77.03752740411441 -12.04622276033944 0, -77.03905941288757 -12.0485010059247 0, -77.03912613799761 -12.04859216966182 0, -77.03912417220425 -12.04872475369887 0, -77.03908414402875 -12.0490712622094 0, -77.03873728401098 -12.05147156975391 0, -77.03852566563475 -12.05329822717594 0, -77.03760029319045 -12.06416524483246 0, -77.03754643165946 -12.06469934948777 0, -77.03718390808397 -12.06703308346405 0, -77.03705458750204 -12.06781313671899 0, -77.03648900396273 -12.07150268554428 0, -77.03604969932671 -12.07422446539881 0, -77.03600807053131 -12.07459034498246 0, -77.03480347557765 -12.08257035932918 0, -77.0343512346203 -12.0859216793466 0, -77.03397513437446 -12.08863189480021 0, -77.0337625663779 -12.08979852566085 0, -77.03482835936076 -12.08994685792662 0, -77.03471572602061 -12.09077739404547 0, -77.03448265386118 -12.09235710602759 0, -77.03442071528258 -12.09287622992349 0, -77.03492032161319 -12.09401482704177 0, -77.03319872424925 -12.09449709334787 0, -77.03303944576228 -12.09443270525999 0, -77.03297109937709 -12.09434473786768 0, -77.03295333394054 -12.09430334749331 0, -77.03303999405603 -12.09381381751297 0)",Rutas (#10),+proj=longlat +datum=WGS84 +no_defs
Servicio 306 (vuelta),"LINESTRING Z (-77.03303833876693 -12.09381999045105 0, -77.03326339744365 -12.09238821334532 0, -77.03331878707367 -12.09203703975849 0, -77.03347342519874 -12.09089379383171 0, -77.03349615949151 -12.09062273908119 0, -77.03355124832754 -12.0901502944338 0, -77.03370699308127 -12.08904087054098 0, -77.03386932428324 -12.08809918595404 0, -77.03403831144284 -12.08697962952927 0, -77.0342229489808 -12.0857033671632 0, -77.03437124784446 -12.08463964814881 0, -77.03450005139491 -12.08357576657336 0, -77.03450816353265 -12.08346007089258 0, -77.03465529911841 -12.08244212100614 0, -77.03481526971352 -12.08138746841351 0, -77.03535854349165 -12.07771444738267 0, -77.0356263170743 -12.07603218318997 0, -77.03589694802623 -12.07415087573387 0, -77.0360259922637 -12.07345147773524 0, -77.0362022049602 -12.07239171579554 0, -77.03662021747218 -12.06960791979199 0, -77.03683069181459 -12.06831158723811 0, -77.03700671620489 -12.06700127717831 0, -77.03737917037776 -12.06462917446941 0, -77.0374467112444 -12.06422449633664 0, -77.03754097328645 -12.06323027647705 0, -77.03758170585243 -12.0626961470016 0, -77.03798938456508 -12.05787820091822 0, -77.0381527984847 -12.05590565641207 0, -77.03829584905847 -12.05414668244663 0, -77.0385250592594 -12.05206785251179 0, -77.03869347190769 -12.05100079566294 0, -77.03890594325138 -12.0495576723235 0, -77.03893727013843 -12.04927778633129 0, -77.03894575245825 -12.04905750476352 0, -77.03895598833354 -12.04882317463264 0, -77.03896996930351 -12.04878081294306 0, -77.03892607357253 -12.04866037478724 0, -77.03886601083644 -12.04850477842233 0, -77.03741774586543 -12.04634095434585 0, -77.03641504241513 -12.0449539859153 0, -77.03482193154885 -12.04260473020969 0, -77.03365253361521 -12.04083302239802 0, -77.03307075645246 -12.04004156242288 0, -77.03272311241358 -12.03957348386835 0, -77.03086810788585 -12.03674728214497 0, -77.02856757742725 -12.03317455871949 0, -77.0283575813781 -12.03285720146275 0, -77.02826488192689 -12.03273727386776 0, -77.0281366390227 -12.03256637202502 0, -77.02774879607185 -12.03212531798991 0, -77.02761081241735 -12.03198285853958 0, -77.02979390657178 -12.03006135223419 0, -77.03136288844856 -12.02868330416302 0, -77.03402637004133 -12.02627586672633 0, -77.03317055544075 -12.02530928199364 0, -77.03174873870685 -12.02373177583252 0, -77.03113848689448 -12.02307618052598 0, -77.03093545361118 -12.0227063916762 0, -77.03071236791996 -12.02239868007589 0, -77.02852063727912 -12.02014600958257 0, -77.02830715751561 -12.0198832698812 0, -77.02830880409572 -12.01967350259641 0, -77.0283525552334 -12.01955695761407 0, -77.02845957096785 -12.01940818742169 0, -77.02849196561186 -12.01925917273857 0, -77.02845522589608 -12.01911403355392 0, -77.02841136764768 -12.01878637734701 0, -77.02840962895517 -12.01860004728007 0, -77.02847693283489 -12.01847483221369 0, -77.02856013384887 -12.01831909036587 0, -77.02960891734021 -12.01685145540645 0, -77.02989210503431 -12.01644933828339 0, -77.03004677932007 -12.01647609433644 0, -77.03130205657095 -12.01381442987128 0, -77.03146582207995 -12.01346099182942 0, -77.03165040833244 -12.01308548470512 0, -77.03204798222676 -12.01230993854041 0, -77.03233926543882 -12.01191449201915 0, -77.03243539500293 -12.01179635368403 0, -77.03314861818703 -12.01089353243892 0, -77.03341335470823 -12.01058540168971 0, -77.03380510348997 -12.01014031516155 0, -77.03562090194481 -12.00796054284764 0, -77.03591079539203 -12.0076106085064 0, -77.03597432149419 -12.00752728578271 0, -77.03598909720834 -12.00750860611701 0)",Rutas (#10),+proj=longlat +datum=WGS84 +no_defs
Armendariz,POINT Z (-77.02996430947422 -12.13106102552072 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
Plaza Butters,POINT Z (-77.01653022739211 -12.14289944226439 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
Manuel Chipoco,POINT Z (-77.022648200823 -12.13759654991752 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
Nicolás de Piérola,POINT Z (-77.02230454701849 -12.14088712108735 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
Balta,POINT Z (-77.01883631322082 -12.14179019165903 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
San Ignacio de Loyola,POINT Z (-77.02793418182988 -12.13315654570534 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
La Paz,POINT Z (-77.02544875267554 -12.13513965317823 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
Larco,POINT Z (-77.02980575697089 -12.12683148562863 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
28 de Julio,POINT Z (-77.03298866334025 -12.12522842837559 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
Berlín,POINT Z (-77.03110312591673 -12.12197740727723 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
Grau,POINT Z (-77.0350563274519 -12.11918083439203 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
Enrique Palacios,POINT Z (-77.03708227892911 -12.11668645782556 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
Angamos,POINT Z (-77.03701567179657 -12.11355308046942 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
Óvalo Gutierrez,POINT Z (-77.03742942770387 -12.1098466003961 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
Dasso,POINT Z (-77.0394811758072 -12.10674086762825 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
Pezet,POINT Z (-77.03866001972747 -12.10311224433379 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
Choquehuanca,POINT Z (-77.03697913336593 -12.09853949642887 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
Manuel Bañón,POINT Z (-77.03487670010495 -12.09385599557867 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
Javier Prado,POINT Z (-77.03458137096786 -12.09208043149783 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
José Leal,POINT Z (-77.03565661045525 -12.08462230014408 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
León Velarde,POINT Z (-77.03603456306355 -12.08201236859059 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
Joaquín Bernal,POINT Z (-77.03534962097567 -12.08681893408202 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
Manuel del Pino,POINT Z (-77.03656610859474 -12.07843594790831 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
Cuba,POINT Z (-77.03717473231782 -12.07435180237104 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
Pablo Bermudez,POINT Z (-77.03754271070181 -12.0719945057873 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
Saco Oliveros,POINT Z (-77.03811368540222 -12.06823036647185 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
Tarma,POINT Z (-77.03791924321742 -12.06102399683759 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
España,POINT Z (-77.03821175089348 -12.05760272508254 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
Bolivia,POINT Z (-77.03839516790359 -12.05534559911629 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
Ilo,POINT Z (-77.03870718069469 -12.05178342394964 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
Moquegua,POINT Z (-77.03800667923082 -12.04693787243212 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
Ica,POINT Z (-77.03604902883076 -12.04405118759415 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
Viru,POINT Z (-77.0329809775491 -12.03953700292536 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
Chira,POINT Z (-77.03085802653021 -12.0363156128766 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
Guardia Republicana,POINT Z (-77.02975487729303 -12.03458662186428 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
Leoncio Prado,POINT Z (-77.02847744673809 -12.03261978291424 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
Madrid,POINT Z (-77.03078657385042 -12.02943213836547 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
La Colonia,POINT Z (-77.03251707298514 -12.02787845538711 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
Amancaes,POINT Z (-77.03403897561029 -12.02597397741051 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
Libertad,POINT Z (-77.0329947653092 -12.11920073579528 0),Ida (#12),+proj=longlat +datum=WGS84 +no_defs
La Colonia,POINT Z (-77.0327461488147 -12.02739271793772 0),Vuelta (#12),+proj=longlat +datum=WGS84 +no_defs
Narciso de la Colina,POINT Z (-77.02813556650804 -12.11848861286139 0),Vuelta (#12),+proj=longlat +datum=WGS84 +no_defs
Amancaes,POINT Z (-77.03319964517478 -12.02541498289095 0),Vuelta (#12),+proj=longlat +datum=WGS84 +no_defs
Arancibia,POINT Z (-77.03381455513576 -12.02641737347713 0),Vuelta (#12),+proj=longlat +datum=WGS84 +no_defs
Las Calesas,POINT Z (-77.03060529756172 -12.02930845447666 0),Vuelta (#12),+proj=longlat +datum=WGS84 +no_defs
Alcázar,POINT Z (-77.02801530992357 -12.03249803872466 0),Vuelta (#12),+proj=longlat +datum=WGS84 +no_defs
Guardia Republicana,POINT Z (-77.02982741235742 -12.03524382861795 0),Vuelta (#12),+proj=longlat +datum=WGS84 +no_defs
Chira,POINT Z (-77.03132373989482 -12.03756592484478 0),Vuelta (#12),+proj=longlat +datum=WGS84 +no_defs
Pizarro,POINT Z (-77.03233290732459 -12.03909238534643 0),Vuelta (#12),+proj=longlat +datum=WGS84 +no_defs
Callao,POINT Z (-77.0356124432835 -12.0438253700645 0),Vuelta (#12),+proj=longlat +datum=WGS84 +no_defs
Emancipación,POINT Z (-77.03765389608698 -12.04678091901816 0),Vuelta (#12),+proj=longlat +datum=WGS84 +no_defs
Quilca,POINT Z (-77.03865881847612 -12.05124962146285 0),Vuelta (#12),+proj=longlat +datum=WGS84 +no_defs
Bolivia,POINT Z (-77.03809061736625 -12.05634985905419 0),Vuelta (#12),+proj=longlat +datum=WGS84 +no_defs
España,POINT Z (-77.03787610024878 -12.05918074656324 0),Vuelta (#12),+proj=longlat +datum=WGS84 +no_defs
Saco Oliveros,POINT Z (-77.03564087805508 -12.06840593533092 0),Vuelta (#12),+proj=longlat +datum=WGS84 +no_defs
28 de Julio,POINT Z (-77.03622680253832 -12.06465581509307 0),Vuelta (#12),+proj=longlat +datum=WGS84 +no_defs
Ramón Dagnino,POINT Z (-77.0351972298225 -12.07167029985243 0),Vuelta (#12),+proj=longlat +datum=WGS84 +no_defs
Alejandro Tirado,POINT Z (-77.03472558109002 -12.07458591780471 0),Vuelta (#12),+proj=longlat +datum=WGS84 +no_defs
Teodoro Cárdenas,POINT Z (-77.03424423322691 -12.07788478110765 0),Vuelta (#12),+proj=longlat +datum=WGS84 +no_defs
Manuel Segura,POINT Z (-77.03394545719941 -12.07985040888253 0),Vuelta (#12),+proj=longlat +datum=WGS84 +no_defs
Manuel Candamo,POINT Z (-77.03356828658578 -12.08254869423638 0),Vuelta (#12),+proj=longlat +datum=WGS84 +no_defs
Risso,POINT Z (-77.03311777999151 -12.08571546581993 0),Vuelta (#12),+proj=longlat +datum=WGS84 +no_defs
José de la Torre Ugarte,POINT Z (-77.03262467130412 -12.08919176072473 0),Vuelta (#12),+proj=longlat +datum=WGS84 +no_defs
Javier Prado,POINT Z (-77.0321020113818 -12.09286857406391 0),Vuelta (#12),+proj=longlat +datum=WGS84 +no_defs
Juan de Arona,POINT Z (-77.03147646983156 -12.09712128273749 0),Vuelta (#12),+proj=longlat +datum=WGS84 +no_defs
La Habana,POINT Z (-77.031061392444 -12.09975220868706 0),Vuelta (#12),+proj=longlat +datum=WGS84 +no_defs
Aramburú,POINT Z (-77.03040458172121 -12.10361507971396 0),Vuelta (#12),+proj=longlat +datum=WGS84 +no_defs
Río de Janeiro,POINT Z (-77.03005729218451 -12.1055762293445 0),Vuelta (#12),+proj=longlat +datum=WGS84 +no_defs
Salaverry,POINT Z (-77.02936051959367 -12.10965111490182 0),Vuelta (#12),+proj=longlat +datum=WGS84 +no_defs
Lizardo Montero,POINT Z (-77.02901663447221 -12.11169643168584 0),Vuelta (#12),+proj=longlat +datum=WGS84 +no_defs
General Vidal,POINT Z (-77.02851011573392 -12.114722516482 0),Vuelta (#12),+proj=longlat +datum=WGS84 +no_defs
Ricardo Palma,POINT Z (-77.02892690906376 -12.12012779929326 0),Vuelta (#12),+proj=longlat +datum=WGS84 +no_defs
Schell,POINT Z (-77.02913768407265 -12.12316526025704 0),Vuelta (#12),+proj=longlat +datum=WGS84 +no_defs
Benavides,POINT Z (-77.02936076671566 -12.12505303164656 0),Vuelta (#12),+proj=longlat +datum=WGS84 +no_defs
28 de Julio,POINT Z (-77.02950044201467 -12.12731137045718 0),Vuelta (#12),+proj=longlat +datum=WGS84 +no_defs
Juan Fanning,POINT Z (-77.0297361725361 -12.13002424933982 0),Vuelta (#12),+proj=longlat +datum=WGS84 +no_defs
Manuel Chipoco,POINT Z (-77.02248150682499 -12.137394378341 0),Vuelta (#12),+proj=longlat +datum=WGS84 +no_defs
