osmid,street_count,highway,ref,geometry,marketplace_osmid,marketplace_dist
1756940136,3,,,POINT (-77.16409090000001 -11.831994),7393015986,0.016881093119226025
3272460136,4,,,POINT (-77.0462527 -11.814673),7925661964,0.04253541155930979
1756940138,4,,,POINT (-77.1461043 -11.8320815),881669304,0.018331207981342572
1756940139,3,,,POINT (-77.16771060000001 -11.8320833),7393015986,0.017672331633375678
4356786026,4,,,POINT (-76.9781375 -12.1971077),372290016,0.0034267905837672866
1756940142,4,,,POINT (-77.14574570000001 -11.8321693),881669304,0.01823842296841638
4356786028,4,,,POINT (-76.9788503 -12.1963402),372289913,0.0031511493924754547
1756252009,4,,,POINT (-77.12635299999999 -11.8321532),882212752,0.008118356507210933
391038834,3,motorway_junction,5B,POINT (-76.9794752 -12.1020337),439630205,0.010110123011536397
4356786035,4,traffic_signals,,POINT (-76.9818136 -12.1934769),442914950,0.0032387893884004318
4581869427,3,,,POINT (-77.06598940000001 -12.0377278),824273902,0.0037415704490224065
4356786037,4,,,POINT (-76.9789833 -12.1996478),372290016,0.0007752664864423828
1756940148,3,,,POINT (-77.1629313 -11.8322804),7393015986,0.017100577501943798
1756940146,4,,,POINT (-77.1453506 -11.832266),881669304,0.018144311454782947
1756940152,4,,,POINT (-77.1449933 -11.8323587),881669304,0.01807141410045032
1814939509,3,,,POINT (-77.0111045 -11.8657952),818619920,0.01143721790615933
1756940154,3,,,POINT (-77.1625473 -11.8323725),7393015986,0.01718820155019099
4441491316,3,,,POINT (-76.9352348 -12.1467143),446934484,0.000552824512537628
4441491318,3,,,POINT (-76.93495110000001 -12.1474868),446934484,0.0004529219148337922
818628477,4,,,POINT (-77.0554199 -12.0234201),307664870,0.002433714235856448
818628476,4,,,POINT (-77.05668900000001 -12.0252063),307664870,0.0004653429347182459
818628475,4,,,POINT (-77.05781469999999 -12.0259165),307664870,0.0013790546795822002
6302648192,3,,,POINT (-76.86700329999999 -12.2387053),445592469,0.009205535509627237
1756940160,3,,,POINT (-77.16211149999999 -11.8324771),7393015986,0.017298108107247065
1756252028,4,,,POINT (-77.1284476 -11.8326222),882212752,0.00941658082786145
1756940163,3,,,POINT (-77.1673926 -11.8324921),7393015986,0.01797519589879073
395036548,3,,,POINT (-77.10174379999999 -12.0453284),446404460,0.01594219856530537
1756940165,4,,,POINT (-77.14422829999999 -11.8325155),881669304,0.01790150752396053
310953862,4,,,POINT (-77.05372629999999 -12.0490178),623949369,0.0038762018868548674
1756940167,4,,,POINT (-77.1617857 -11.8325554),7393015986,0.017387469157413904
4441491336,3,,,POINT (-76.9343324 -12.1477265),446934484,0.0008165068700219884
1756940169,3,,,POINT (-77.16021240000001 -11.8325773),7393015986,0.017548053190026863
1756940170,3,,,POINT (-77.1642313 -11.8325887),7393015986,0.01748638427605817
1756940172,4,,,POINT (-77.1438502 -11.8326405),881669304,0.017873706298403215
4441491340,3,,,POINT (-76.9336715 -12.1479692),446934484,0.0014518444579700105
310953870,4,,,POINT (-77.05932079999999 -12.048618),623949369,0.006660030839744649
1756940175,4,,,POINT (-77.16143340000001 -11.8326396),7393015986,0.017490341953489596
4441491343,3,,,POINT (-76.9330523 -12.1479612),446934484,0.001969123863034269
1756252049,3,,,POINT (-77.12548630000001 -11.8331784),399069247,0.008670605355875544
