u,v,key,osmid,oneway,lanes,highway,maxspeed,length,geometry,name,bridge,ref,tunnel,junction,access
417250843,417251575,0,35601035,False,,residential,,130.699,"LINESTRING (-76.9963418 -12.1061087, -76.9975397 -12.1062073)",Jacinto Guerrero,,,,,
417250843,417250842,0,394729795,False,,residential,40,64.134,"LINESTRING (-76.9963418 -12.1061087, -76.9964542 -12.1055425)",Jirón Joaquin Valverde,,,,,
417250843,417251134,0,35601035,False,,residential,,166.516,"LINESTRING (-76.9963418 -12.1061087, -76.99601629999999 -12.1060895, -76.9955939 -12.1060678, -76.9952505 -12.1061045, -76.9948268 -12.1062093)",Jacinto Guerrero,,,,,
417250845,417250832,0,35600950,False,,residential,,150.559,"LINESTRING (-76.99820920000001 -12.0994651, -76.99748750000001 -12.0993696, -76.9968325 -12.0993264)",Calle Nicolo Paganini,,,,,
417250845,417250847,0,430247501,False,,residential,30,67.437,"LINESTRING (-76.99820920000001 -12.0994651, -76.9981135 -12.0997098, -76.9980221 -12.1000425)",Enrique Granados,,,,,
417250845,417250853,0,430247501,False,,residential,30,61.111999999999995,"LINESTRING (-76.99820920000001 -12.0994651, -76.9983673 -12.0992424, -76.9985471 -12.0990264)",Enrique Granados,,,,,
417250847,417250848,0,35893273,False,,residential,30,68.347,"LINESTRING (-76.9980221 -12.1000425, -76.9986414 -12.100148)",Avenida San Borja Sur,,,,,
417250847,417250833,0,35893273,False,,residential,30,132.928,"LINESTRING (-76.9980221 -12.1000425, -76.9975488 -12.0999676, -76.99680909999999 -12.0998976)",Avenida San Borja Sur,,,,,
417250847,417250845,0,430247501,False,,residential,30,67.437,"LINESTRING (-76.9980221 -12.1000425, -76.9981135 -12.0997098, -76.99820920000001 -12.0994651)",Enrique Granados,,,,,
417250848,417250847,0,35893273,False,,residential,30,68.347,"LINESTRING (-76.9986414 -12.100148, -76.9980221 -12.1000425)",Avenida San Borja Sur,,,,,
417250848,391037994,0,437497438,False,2,tertiary,,51.85900000000001,"LINESTRING (-76.9986414 -12.100148, -76.9986296 -12.1002063, -76.9985875 -12.1004267, -76.99857489999999 -12.1004928, -76.9985525 -12.1006062)",Jirón Fray Luís de León,,,,,
417250848,419481900,0,437497438,False,2,tertiary,,110.15799999999999,"LINESTRING (-76.9986414 -12.100148, -76.99870629999999 -12.0998965, -76.9987776 -12.0997086, -76.9988566 -12.0995755, -76.99897919999999 -12.0994182, -76.99911830000001 -12.0993015)",Jirón Fray Luís de León,,,,,
417250853,417249917,0,430247501,False,,residential,30,29.974,"LINESTRING (-76.9985471 -12.0990264, -76.9987308 -12.0988254)",Enrique Granados,,,,,
417250853,417249916,0,35600953,False,,residential,,20.151,"LINESTRING (-76.9985471 -12.0990264, -76.9985112 -12.0989325, -76.9984638 -12.0988661)",Jirón Ludwing Van Beethoven,,,,,
417250853,417250845,0,430247501,False,,residential,30,61.111999999999995,"LINESTRING (-76.9985471 -12.0990264, -76.9983673 -12.0992424, -76.99820920000001 -12.0994651)",Enrique Granados,,,,,
417251118,417250731,0,35600981,False,,residential,,85.874,"LINESTRING (-76.9920158 -12.1023699, -76.99260049999999 -12.1018507)",Jirón Leon Baumann,,,,,
417251118,417251119,0,35600981,False,,residential,,65.326,"LINESTRING (-76.9920158 -12.1023699, -76.9916896 -12.102644, -76.9915601 -12.1027528)",Jirón Leon Baumann,,,,,
417251118,417251124,0,782759679,False,2,residential,,215.87600000000003,"LINESTRING (-76.9920158 -12.1023699, -76.9923859 -12.1031882, -76.9924568 -12.103349, -76.9926542 -12.1037966, -76.9927668 -12.1039225, -76.9929546 -12.1040379)",Jirón Romero Hidalgo,,,,,
417251119,417251120,0,35600981,False,,residential,,64.05499999999999,"LINESTRING (-76.9915601 -12.1027528, -76.9911671 -12.1030392, -76.99108699999999 -12.1030961)",Jirón Leon Baumann,,,,,
417251119,417251118,0,35600981,False,,residential,,65.326,"LINESTRING (-76.9915601 -12.1027528, -76.9916896 -12.102644, -76.9920158 -12.1023699)",Jirón Leon Baumann,,,,,
417251119,417251141,0,35600984,False,,residential,,233.688,"LINESTRING (-76.9915601 -12.1027528, -76.99194610000001 -12.1035605, -76.9919553 -12.1035825, -76.99205329999999 -12.1038185, -76.9922346 -12.1042057, -76.9923591 -12.1043893, -76.9925952 -12.1045572)",Calle Hassinger,,,,,
417251120,392149147,0,35600981,False,,residential,,64.336,"LINESTRING (-76.99108699999999 -12.1030961, -76.99083229999999 -12.1032686, -76.9905996 -12.1034242)",Jirón Leon Baumann,,,,,
417251120,417251119,0,35600981,False,,residential,,64.05499999999999,"LINESTRING (-76.99108699999999 -12.1030961, -76.9911671 -12.1030392, -76.9915601 -12.1027528)",Jirón Leon Baumann,,,,,
417251120,417251145,0,35600985,False,,residential,,260.088,"LINESTRING (-76.99108699999999 -12.1030961, -76.9915182 -12.1040442, -76.99158370000001 -12.1041972, -76.99161460000001 -12.104263, -76.9917875 -12.1046259, -76.9918984 -12.1048003, -76.99198939999999 -12.1049123, -76.9920913 -12.1050102, -76.99223569999999 -12.1051131)",Schrader,,,,,
417251124,417251141,0,35600987,False,,residential,,69.722,"LINESTRING (-76.9929546 -12.1040379, -76.9925952 -12.1045572)",Jirón Bosovich,,,,,
417251124,392152310,0,782759679,False,2,residential,,65.536,"LINESTRING (-76.9929546 -12.1040379, -76.9934789 -12.1043287)",Jirón Romero Hidalgo,,,,,
417251124,417250734,0,35600987,False,,residential,,230.49400000000003,"LINESTRING (-76.9929546 -12.1040379, -76.9932603 -12.1035029, -76.9933942 -12.1032742, -76.9934374 -12.103175, -76.99351780000001 -12.1029207, -76.9935929 -12.102585, -76.99368990000001 -12.1021156)",Jirón Bosovich,,,,,
417251124,417251118,0,782759679,False,2,residential,,215.876,"LINESTRING (-76.9929546 -12.1040379, -76.9927668 -12.1039225, -76.9926542 -12.1037966, -76.9924568 -12.103349, -76.9923859 -12.1031882, -76.9920158 -12.1023699)",Jirón Romero Hidalgo,,,,,
417251126,417251171,0,426842417,False,2,residential,,63.352,"LINESTRING (-76.9941036 -12.1047579, -76.9937573 -12.1052161)",Calle Pablo Usandizaga,,,,,
417251126,417251128,0,426840140,False,2,residential,,54.147999999999996,"LINESTRING (-76.9941036 -12.1047579, -76.99426769999999 -12.1049624, -76.9943815 -12.1051603)",Jirón Romero Hidalgo,,,,,
417251126,392152697,0,426840140,False,2,residential,,67.202,"LINESTRING (-76.9941036 -12.1047579, -76.9940058 -12.1046716, -76.9938476 -12.1045704, -76.9936019 -12.1044067)",Jirón Romero Hidalgo,,,,,
417251126,417251154,0,426842417,False,2,residential,,177.324,"LINESTRING (-76.9941036 -12.1047579, -76.9945961 -12.1039592, -76.99487499999999 -12.1033559)",Calle Pablo Usandizaga,,,,,
417251128,417251133,0,426840140,False,2,residential,,63.325,"LINESTRING (-76.9943815 -12.1051603, -76.9945532 -12.1055852, -76.9946068 -12.1056849)",Jirón Romero Hidalgo,,,,,
417251128,417251126,0,426840140,False,2,residential,,54.147999999999996,"LINESTRING (-76.9943815 -12.1051603, -76.99426769999999 -12.1049624, -76.9941036 -12.1047579)",Jirón Romero Hidalgo,,,,,
417251133,417251134,0,426840140,False,2,residential,,63.026,"LINESTRING (-76.9946068 -12.1056849, -76.9948268 -12.1062093)",Jirón Romero Hidalgo,,,,,
417251133,417250842,0,35600999,False,,residential,,204.179,"LINESTRING (-76.9946068 -12.1056849, -76.9949019 -12.1055799, -76.99523979999999 -12.1055118, -76.9955989 -12.1054761, -76.995639 -12.1054791, -76.9964542 -12.1055425)",Jirón Maestro Barbieri,,,,,
417251133,417251128,0,426840140,False,2,residential,,63.325,"LINESTRING (-76.9946068 -12.1056849, -76.9945532 -12.1055852, -76.9943815 -12.1051603)",Jirón Romero Hidalgo,,,,,
417251134,417251135,0,426840140,False,2,residential,,65.634,"LINESTRING (-76.9948268 -12.1062093, -76.99505739999999 -12.1067548)",Jirón Romero Hidalgo,,,,,
417251134,417251133,0,426840140,False,2,residential,,63.026,"LINESTRING (-76.9948268 -12.1062093, -76.9946068 -12.1056849)",Jirón Romero Hidalgo,,,,,
417251134,417250843,0,35601035,False,,residential,,166.516,"LINESTRING (-76.9948268 -12.1062093, -76.9952505 -12.1061045, -76.9955939 -12.1060678, -76.99601629999999 -12.1060895, -76.9963418 -12.1061087)",Jacinto Guerrero,,,,,
417251135,417251134,0,426840140,False,2,residential,,65.634,"LINESTRING (-76.99505739999999 -12.1067548, -76.9948268 -12.1062093)",Jirón Romero Hidalgo,,,,,
417251135,417251136,0,426840140,False,2,residential,,16.468,"LINESTRING (-76.99505739999999 -12.1067548, -76.9950711 -12.1067866, -76.99510770000001 -12.106871, -76.9951164 -12.1068912)",Jirón Romero Hidalgo,,,,,
417251135,6302766844,0,488514163,True,2,tertiary,40,179.096,"LINESTRING (-76.99505739999999 -12.1067548, -76.9953364 -12.1066604, -76.995508 -12.1066237, -76.9958353 -12.1066395, -76.9959705 -12.1066517, -76.9966804 -12.1067158)",Avenida Joaquín de la Madrid,,,,,
417251136,417251193,0,111936566,True,2,tertiary,40,66.992,"LINESTRING (-76.9951164 -12.1068912, -76.99454830000001 -12.1071245)",Avenida Joaquín de la Madrid,,,,,
417251136,417251137,0,426840140,False,2,residential,,279.027,"LINESTRING (-76.9951164 -12.1068912, -76.9956031 -12.1080038, -76.9956159 -12.108033, -76.9961227 -12.1091996)",Jirón Romero Hidalgo,,,,,
417251136,417251135,0,426840140,False,2,residential,,16.468,"LINESTRING (-76.9951164 -12.1068912, -76.99510770000001 -12.106871, -76.9950711 -12.1067866, -76.99505739999999 -12.1067548)",Jirón Romero Hidalgo,,,,,
417251137,417251136,0,426840140,False,2,residential,,279.027,"LINESTRING (-76.9961227 -12.1091996, -76.9956159 -12.108033, -76.9956031 -12.1080038, -76.9951164 -12.1068912)",Jirón Romero Hidalgo,,,,,
417251137,3628219078,0,438891268,False,2,tertiary,40,126.668,"LINESTRING (-76.9961227 -12.1091996, -76.99557110000001 -12.1098142, -76.99535419999999 -12.1100558)",Avenida Geminis,,,,,
417251137,1273459387,0,438891268,False,2,tertiary,40,35.388,"LINESTRING (-76.9961227 -12.1091996, -76.9961742 -12.1091423, -76.9963374 -12.1089604)",Avenida Geminis,,,,,
417251141,417251124,0,35600987,False,,residential,,69.722,"LINESTRING (-76.9925952 -12.1045572, -76.9929546 -12.1040379)",Jirón Bosovich,,,,,
417251141,417251119,0,35600984,False,,residential,,233.688,"LINESTRING (-76.9925952 -12.1045572, -76.9923591 -12.1043893, -76.9922346 -12.1042057, -76.99205329999999 -12.1038185, -76.9919553 -12.1035825, -76.99194610000001 -12.1035605, -76.9915601 -12.1027528)",Calle Hassinger,,,,,
417251141,417251145,0,35600987,False,,residential,,73.134,"LINESTRING (-76.9925952 -12.1045572, -76.9922838 -12.1050387, -76.99223569999999 -12.1051131)",Jirón Bosovich,,,,,
417251145,417251120,0,35600985,False,,residential,,260.088,"LINESTRING (-76.99223569999999 -12.1051131, -76.9920913 -12.1050102, -76.99198939999999 -12.1049123, -76.9918984 -12.1048003, -76.9917875 -12.1046259, -76.99161460000001 -12.104263, -76.99158370000001 -12.1041972, -76.9915182 -12.1040442, -76.99108699999999 -12.1030961)",Schrader,,,,,
417251145,417251141,0,35600987,False,,residential,,73.134,"LINESTRING (-76.99223569999999 -12.1051131, -76.9922838 -12.1050387, -76.9925952 -12.1045572)",Jirón Bosovich,,,,,
417251145,392149145,0,35600987,False,,residential,,93.998,"LINESTRING (-76.99223569999999 -12.1051131, -76.992107 -12.1053544, -76.9919586 -12.105533, -76.9918948 -12.1056008, -76.9918241 -12.1056479, -76.991676 -12.1057317)",Jirón Bosovich,,,,,
417251152,417250734,0,35600987,False,,residential,,163.1,"LINESTRING (-76.9938339 -12.1006577, -76.99383400000001 -12.101003, -76.99368990000001 -12.1021156)",Jirón Bosovich,,,,,
417251152,391036721,0,394729794,True,2,secondary,40,202.849,"LINESTRING (-76.9938339 -12.1006577, -76.99345150000001 -12.1007578, -76.9930135 -12.1009174, -76.9926821 -12.1010898, -76.99216970000001 -12.1014432)",Avenida San Borja Sur,,,,,
417251154,417251169,0,426842417,False,2,residential,,63.257,"LINESTRING (-76.99487499999999 -12.1033559, -76.99505739999999 -12.1028157)",Calle Pablo Usandizaga,,,,,
417251154,417251156,0,35600989,False,2,residential,40,66.334,"LINESTRING (-76.99487499999999 -12.1033559, -76.99517539999999 -12.1034032, -76.9954812 -12.1034084)",Jirón Isaac Albeniz,,,,,
417251154,392152696,0,35600989,False,2,residential,40,71.184,"LINESTRING (-76.99487499999999 -12.1033559, -76.9945961 -12.1033036, -76.9942478 -12.1031794)",Jirón Isaac Albeniz,,,,,
417251154,417251126,0,426842417,False,2,residential,,177.324,"LINESTRING (-76.99487499999999 -12.1033559, -76.9945961 -12.1039592, -76.9941036 -12.1047579)",Calle Pablo Usandizaga,,,,,
417251156,417250838,0,35600989,False,2,residential,40,134.851,"LINESTRING (-76.9954812 -12.1034084, -76.9955896 -12.1034071, -76.9962171 -12.1034074, -76.99672150000001 -12.1034053)",Jirón Isaac Albeniz,,,,,
417251156,417251154,0,35600989,False,2,residential,40,66.334,"LINESTRING (-76.9954812 -12.1034084, -76.99517539999999 -12.1034032, -76.99487499999999 -12.1033559)",Jirón Isaac Albeniz,,,,,
417251156,417251664,0,35601040,False,,residential,,81.494,"LINESTRING (-76.9954812 -12.1034084, -76.99542219999999 -12.1036393, -76.9952171 -12.1040309, -76.9951915 -12.1040798)",Maestro Chueca,,,,,
417251157,417251158,0,35600989,False,2,residential,40,67.808,"LINESTRING (-76.9974112 -12.1034006, -76.99803470000001 -12.1033863)",Jirón Isaac Albeniz,,,,,
417251157,417250838,0,35600989,False,2,residential,40,74.988,"LINESTRING (-76.9974112 -12.1034006, -76.99672150000001 -12.1034053)",Jirón Isaac Albeniz,,,,,
417251157,417251203,0,35601126,False,,residential,,181.945,"LINESTRING (-76.9974112 -12.1034006, -76.9971288 -12.1050134)",Argenta,,,,,
417251158,417251159,0,35600989,False,2,residential,40,65.329,"LINESTRING (-76.99803470000001 -12.1033863, -76.99863550000001 -12.103377)",Jirón Isaac Albeniz,,,,,
417251158,417251157,0,35600989,False,2,residential,40,67.808,"LINESTRING (-76.99803470000001 -12.1033863, -76.9974112 -12.1034006)",Jirón Isaac Albeniz,,,,,
417251158,417251204,0,890500775,False,2,tertiary,,188.976,"LINESTRING (-76.99803470000001 -12.1033863, -76.9977074 -12.1050554)",Jirón Fray Luís de León,,,,,
417251158,417251728,0,890500775,False,2,tertiary,,65.819,"LINESTRING (-76.99803470000001 -12.1033863, -76.99812900000001 -12.1028016)",Jirón Fray Luís de León,,,,,
417251159,417251158,0,35600989,False,2,residential,40,65.329,"LINESTRING (-76.99863550000001 -12.103377, -76.99803470000001 -12.1033863)",Jirón Isaac Albeniz,,,,,
417251159,417252111,0,35601095,False,,residential,,62.576,"LINESTRING (-76.99863550000001 -12.103377, -76.99875350000001 -12.1028262)",Jirón Camille Saint Saenz,,,,,
417251159,417251161,0,35600989,False,2,residential,40,144.646,"LINESTRING (-76.99863550000001 -12.103377, -76.9986858 -12.103377, -76.9994294 -12.103377, -76.99996590000001 -12.103377)",Jirón Isaac Albeniz,,,,,
417251159,417252110,0,35601095,False,,residential,,126.37100000000001,"LINESTRING (-76.99863550000001 -12.103377, -76.9985405 -12.1039614, -76.99845310000001 -12.1044994)",Jirón Camille Saint Saenz,,,,,
417251161,417251162,0,35600989,False,2,residential,40,70.903,"LINESTRING (-76.99996590000001 -12.103377, -77.0006101 -12.1032778)",Jirón Isaac Albeniz,,,,,
417251161,417251159,0,35600989,False,2,residential,40,144.646,"LINESTRING (-76.99996590000001 -12.103377, -76.9994294 -12.103377, -76.9986858 -12.103377, -76.99863550000001 -12.103377)",Jirón Isaac Albeniz,,,,,
417251161,417252190,0,35601112,False,,residential,,139.561,"LINESTRING (-76.99996590000001 -12.103377, -76.9999569 -12.1034399, -76.9998844 -12.1039494, -76.9997932 -12.1045893, -76.9997888 -12.1046201)",Calle Pablo Casals,,,,,
417251162,417251161,0,35600989,False,2,residential,40,70.903,"LINESTRING (-77.0006101 -12.1032778, -76.99996590000001 -12.103377)",Jirón Isaac Albeniz,,,,,
417251162,417252196,0,35601117,False,,residential,,50.638,"LINESTRING (-77.0006101 -12.1032778, -77.0006607 -12.1028251)",Jirón Johan Strauss,,,,,
417251162,417251165,0,35600989,False,2,residential,40,75.11,"LINESTRING (-77.0006101 -12.1032778, -77.0011047 -12.1032233, -77.00121969999999 -12.1032107, -77.0012966 -12.1032022)",Jirón Isaac Albeniz,,,,,
417251162,417251207,0,35601117,False,,residential,,217.517,"LINESTRING (-77.0006101 -12.1032778, -77.00047069999999 -12.104193, -77.00032880000001 -12.1052145)",Jirón Johan Strauss,,,,,
417251165,412528284,0,35600989,False,2,residential,40,17.442,"LINESTRING (-77.0012966 -12.1032022, -77.00145689999999 -12.1031961)",Jirón Isaac Albeniz,,,,,
417251165,417251162,0,35600989,False,2,residential,40,75.11,"LINESTRING (-77.0012966 -12.1032022, -77.00121969999999 -12.1032107, -77.0011047 -12.1032233, -77.0006101 -12.1032778)",Jirón Isaac Albeniz,,,,,
417251165,417251778,0,314787097,True,2,primary,55,134.294,"LINESTRING (-77.0012966 -12.1032022, -77.0013093 -12.103118, -77.0014523 -12.1021315, -77.0014632 -12.1020564, -77.001469 -12.1020063)",Avenida Aviación,,,,,
417251166,392152692,0,35601044,False,,residential,,71.101,"LINESTRING (-76.9952827 -12.1011163, -76.9946296 -12.101149)",Jirón Moises Mendelssohn,,,,,
417251166,417251167,0,426842417,False,2,residential,,65.18,"LINESTRING (-76.9952827 -12.1011163, -76.99521300000001 -12.1016985)",Calle Pablo Usandizaga,,,,,
417251166,417250834,0,35601044,False,,residential,,160.615,"LINESTRING (-76.9952827 -12.1011163, -76.9956258 -12.1011114, -76.9960177 -12.1011058, -76.9967595 -12.1011293)",Jirón Moises Mendelssohn,,,,,
417251167,417250835,0,35601043,False,,residential,,166.797,"LINESTRING (-76.99521300000001 -12.1016985, -76.9967467 -12.1017341)",Calle Otto Muller,,,,,
417251167,417251168,0,426842417,False,2,residential,,60.544,"LINESTRING (-76.99521300000001 -12.1016985, -76.9951433 -12.1022387)",Calle Pablo Usandizaga,,,,,
417251167,417251166,0,426842417,False,2,residential,,65.18,"LINESTRING (-76.99521300000001 -12.1016985, -76.9952827 -12.1011163)",Calle Pablo Usandizaga,,,,,
417251168,417250836,0,35601042,False,,residential,,173.35,"LINESTRING (-76.9951433 -12.1022387, -76.9967377 -12.102234)",Jirón Gozzoli Norte,,,,,
417251168,417251169,0,426842417,False,2,residential,,64.836,"LINESTRING (-76.9951433 -12.1022387, -76.99505739999999 -12.1028157)",Calle Pablo Usandizaga,,,,,
417251168,417251167,0,426842417,False,2,residential,,60.544,"LINESTRING (-76.9951433 -12.1022387, -76.99521300000001 -12.1016985)",Calle Pablo Usandizaga,,,,,
417251169,417250837,0,35601041,False,,residential,,181.102,"LINESTRING (-76.99505739999999 -12.1028157, -76.9967231 -12.1028104)",Calle Joaquín Turina,,,,,
417251169,417251154,0,426842417,False,2,residential,,63.257,"LINESTRING (-76.99505739999999 -12.1028157, -76.99487499999999 -12.1033559)",Calle Pablo Usandizaga,,,,,
417251169,417251168,0,426842417,False,2,residential,,64.836,"LINESTRING (-76.99505739999999 -12.1028157, -76.9951433 -12.1022387)",Calle Pablo Usandizaga,,,,,
417251171,417251190,0,35600992,False,,residential,,33.417,"LINESTRING (-76.9937573 -12.1052161, -76.9938671 -12.1054968)",Pietro Mascagni,,,,,
417251171,417251172,0,426842417,False,2,residential,,34.078,"LINESTRING (-76.9937573 -12.1052161, -76.9935842 -12.1054716)",Calle Pablo Usandizaga,,,,,
417251171,417251126,0,426842417,False,2,residential,,63.352,"LINESTRING (-76.9937573 -12.1052161, -76.9941036 -12.1047579)",Calle Pablo Usandizaga,,,,,
417251172,417251190,0,64222854,False,,residential,,30.885,"LINESTRING (-76.9935842 -12.1054716, -76.9938671 -12.1054968)",,,,,,
417251172,3630204830,0,426842417,False,2,residential,,86.93,"LINESTRING (-76.9935842 -12.1054716, -76.9931615 -12.1061352)",Calle Pablo Usandizaga,,,,,
417251172,417251171,0,426842417,False,2,residential,,34.078,"LINESTRING (-76.9935842 -12.1054716, -76.9937573 -12.1052161)",Calle Pablo Usandizaga,,,,,
417251177,417251179,0,426842417,False,2,residential,,61.82300000000001,"LINESTRING (-76.9928585 -12.1070834, -76.9929465 -12.1073134, -76.9930584 -12.1076039)",Calle Pablo Usandizaga,,,,,
417251177,3630204830,0,426842417,False,2,residential,,114.194,"LINESTRING (-76.9928585 -12.1070834, -76.9928366 -12.1069122, -76.9928687 -12.1066709, -76.9929277 -12.1064978, -76.99314769999999 -12.1061569, -76.9931615 -12.1061352)",Calle Pablo Usandizaga,,,,,
417251177,417251189,0,548204594,False,,residential,,169.494,"LINESTRING (-76.9928585 -12.1070834, -76.9930026 -12.1070236, -76.9936644 -12.1067447, -76.9942923 -12.106485)",Amadeo Vives,,,,,
417251179,417251192,0,488514163,True,2,tertiary,40,172.104,"LINESTRING (-76.9930584 -12.1076039, -76.9945049 -12.1069752)",Avenida Joaquín de la Madrid,,,,,
417251179,417251180,0,426842417,False,2,residential,,16.527,"LINESTRING (-76.9930584 -12.1076039, -76.99306919999999 -12.1076324, -76.9931033 -12.107722, -76.9931114 -12.1077432)",Calle Pablo Usandizaga,,,,,
417251179,417251177,0,426842417,False,2,residential,,61.82300000000001,"LINESTRING (-76.9930584 -12.1076039, -76.9929465 -12.1073134, -76.9928585 -12.1070834)",Calle Pablo Usandizaga,,,,,
417251180,417251183,0,426842417,False,2,residential,,60.118,"LINESTRING (-76.9931114 -12.1077432, -76.9933384 -12.1082362)",Calle Pablo Usandizaga,,,,,
417251180,1273501112,0,111936566,True,2,tertiary,40,55.218,"LINESTRING (-76.9931114 -12.1077432, -76.9927091 -12.1079035, -76.9926674 -12.1079186, -76.9926402 -12.1079284)",Avenida Joaquín de la Madrid,,,,,
417251180,417251179,0,426842417,False,2,residential,,16.527,"LINESTRING (-76.9931114 -12.1077432, -76.9931033 -12.107722, -76.99306919999999 -12.1076324, -76.9930584 -12.1076039)",Calle Pablo Usandizaga,,,,,
417251183,417251194,0,35601210,False,,residential,,150.692,"LINESTRING (-76.9933384 -12.1082362, -76.99460139999999 -12.107678)",Moreno Torroba,,,,,
417251183,417251184,0,426842417,False,2,residential,,56.17,"LINESTRING (-76.9933384 -12.1082362, -76.9935412 -12.1087008)",Calle Pablo Usandizaga,,,,,
417251183,417251180,0,426842417,False,2,residential,,60.118,"LINESTRING (-76.9933384 -12.1082362, -76.9931114 -12.1077432)",Calle Pablo Usandizaga,,,,,
417251184,417252704,0,35601211,False,,residential,,150.361,"LINESTRING (-76.9935412 -12.1087008, -76.994809 -12.1081605)",Calle Toselli,,,,,
417251184,417251185,0,426842417,False,2,residential,,57.967,"LINESTRING (-76.9935412 -12.1087008, -76.9937504 -12.1091803)",Calle Pablo Usandizaga,,,,,
417251184,417251183,0,426842417,False,2,residential,,56.17,"LINESTRING (-76.9935412 -12.1087008, -76.9933384 -12.1082362)",Calle Pablo Usandizaga,,,,,
417251185,417252705,0,35601212,False,,residential,,55.046,"LINESTRING (-76.9937504 -12.1091803, -76.9942152 -12.108984)",Jirón Alejandro Scarlatti,,,,,
417251185,417251186,0,426842417,False,2,residential,,149.3,"LINESTRING (-76.9937504 -12.1091803, -76.9942803 -12.110419)",Calle Pablo Usandizaga,,,,,
417251185,417251184,0,426842417,False,2,residential,,57.967,"LINESTRING (-76.9937504 -12.1091803, -76.9935412 -12.1087008)",Calle Pablo Usandizaga,,,,,
417251185,392152706,0,35601212,False,,residential,,60.331,"LINESTRING (-76.9937504 -12.1091803, -76.9933053 -12.1093732, -76.9932431 -12.1094002)",Jirón Alejandro Scarlatti,,,,,
417251186,417251198,0,426683149,False,,residential,,66.624,"LINESTRING (-76.9942803 -12.110419, -76.99466049999999 -12.1099491)",Pietro Mascagni,,,,,
417251186,417251185,0,426842417,False,2,residential,,149.3,"LINESTRING (-76.9942803 -12.110419, -76.9937504 -12.1091803)",Calle Pablo Usandizaga,,,,,
417251186,417251188,0,426842417,False,2,residential,,65.474,"LINESTRING (-76.9942803 -12.110419, -76.9943682 -12.110673, -76.9943933 -12.1107176, -76.9945737 -12.1109217)",Calle Pablo Usandizaga,,,,,
417251188,417252577,0,438891269,True,2,tertiary,40,11.47,"LINESTRING (-76.9945737 -12.1109217, -76.9946439 -12.1108447)",Avenida Geminis,,,,,
417251188,417251186,0,426842417,False,2,residential,,65.47399999999999,"LINESTRING (-76.9945737 -12.1109217, -76.9943933 -12.1107176, -76.9943682 -12.110673, -76.9942803 -12.110419)",Calle Pablo Usandizaga,,,,,
417251189,417251192,0,35600992,False,,residential,,59.206,"LINESTRING (-76.9942923 -12.106485, -76.9945049 -12.1069752)",Pietro Mascagni,,,,,
417251189,417251190,0,35600992,False,,residential,,119.261,"LINESTRING (-76.9942923 -12.106485, -76.9941336 -12.1060849, -76.9940106 -12.1058288, -76.99400249999999 -12.105813, -76.9938671 -12.1054968)",Pietro Mascagni,,,,,
417251189,417251177,0,548204594,False,,residential,,169.494,"LINESTRING (-76.9942923 -12.106485, -76.9936644 -12.1067447, -76.9930026 -12.1070236, -76.9928585 -12.1070834)",Amadeo Vives,,,,,
417251190,417251171,0,35600992,False,,residential,,33.417,"LINESTRING (-76.9938671 -12.1054968, -76.9937573 -12.1052161)",Pietro Mascagni,,,,,
417251190,417251172,0,64222854,False,,residential,,30.885,"LINESTRING (-76.9938671 -12.1054968, -76.9935842 -12.1054716)",,,,,,
417251190,417251189,0,35600992,False,,residential,,119.26100000000001,"LINESTRING (-76.9938671 -12.1054968, -76.99400249999999 -12.105813, -76.9940106 -12.1058288, -76.9941336 -12.1060849, -76.9942923 -12.106485)",Pietro Mascagni,,,,,
417251192,417251189,0,35600992,False,,residential,,59.206,"LINESTRING (-76.9945049 -12.1069752, -76.9942923 -12.106485)",Pietro Mascagni,,,,,
417251192,417251135,0,488514163,True,2,tertiary,40,64.876,"LINESTRING (-76.9945049 -12.1069752, -76.99505739999999 -12.1067548)",Avenida Joaquín de la Madrid,,,,,
417251192,417251193,0,35600992,False,,residential,,17.282,"LINESTRING (-76.9945049 -12.1069752, -76.99451809999999 -12.1070092, -76.99454420000001 -12.1071049, -76.99454830000001 -12.1071245)",Pietro Mascagni,,,,,
417251193,417251194,0,35600992,False,,residential,,61.817,"LINESTRING (-76.99454830000001 -12.1071245, -76.99460139999999 -12.107678)",Pietro Mascagni,,,,,
417251193,417251180,0,111936566,True,2,tertiary,40,170.699,"LINESTRING (-76.99454830000001 -12.1071245, -76.9931114 -12.1077432)",Avenida Joaquín de la Madrid,,,,,
417251193,417251192,0,35600992,False,,residential,,17.282,"LINESTRING (-76.99454830000001 -12.1071245, -76.99454420000001 -12.1071049, -76.99451809999999 -12.1070092, -76.9945049 -12.1069752)",Pietro Mascagni,,,,,
417251194,417252704,0,35600992,False,,residential,,58.206,"LINESTRING (-76.99460139999999 -12.107678, -76.994809 -12.1081605)",Pietro Mascagni,,,,,
417251194,417251193,0,35600992,False,,residential,,61.817,"LINESTRING (-76.99460139999999 -12.107678, -76.99454830000001 -12.1071245)",Pietro Mascagni,,,,,
417251194,417251183,0,35601210,False,,residential,,150.692,"LINESTRING (-76.99460139999999 -12.107678, -76.9933384 -12.1082362)",Moreno Torroba,,,,,
417251195,417252704,0,35600992,False,,residential,,57.584,"LINESTRING (-76.9950145 -12.1086378, -76.994809 -12.1081605)",Pietro Mascagni,,,,,
