u,v,key,osmid,oneway,lanes,highway,maxspeed,length,geometry,name,bridge,ref,tunnel,junction,access
417251195,417251198,0,"[35600992, 426840138, 426683149]",False,,residential,,174.954,"LINESTRING (-76.9950145 -12.1086378, -76.9952358 -12.109121, -76.9952502 -12.1091798, -76.99525269999999 -12.1092417, -76.99523689999999 -12.1093032, -76.9952009 -12.1093584, -76.9950918 -12.1094829, -76.99498149999999 -12.1096094, -76.99466049999999 -12.1099491)",Pietro Mascagni,,,,,
417251195,417252705,0,35601212,False,,residential,,95.045,"LINESTRING (-76.9950145 -12.1086378, -76.9946289 -12.1088048, -76.9942152 -12.108984)",Jirón Alejandro Scarlatti,,,,,
417251198,417252705,0,35601213,False,,residential,,117.729,"LINESTRING (-76.99466049999999 -12.1099491, -76.9942152 -12.108984)",Tchaicovski,,,,,
417251198,417251186,0,426683149,False,,residential,,66.624,"LINESTRING (-76.99466049999999 -12.1099491, -76.9942803 -12.110419)",Pietro Mascagni,,,,,
417251198,417251195,0,"[35600992, 426840138, 426683149]",False,,residential,,174.954,"LINESTRING (-76.99466049999999 -12.1099491, -76.99498149999999 -12.1096094, -76.9950918 -12.1094829, -76.9952009 -12.1093584, -76.99523689999999 -12.1093032, -76.99525269999999 -12.1092417, -76.9952502 -12.1091798, -76.9952358 -12.109121, -76.9950145 -12.1086378)",Pietro Mascagni,,,,,
417251199,417251128,0,761868177,True,,residential,40,58.711,"LINESTRING (-76.99488580000001 -12.1049715, -76.9943815 -12.1051603)",Jirón Andrés Vesalio,,,,,
417251199,417251650,0,35601040,False,,residential,,67.26599999999999,"LINESTRING (-76.99488580000001 -12.1049715, -76.99487929999999 -12.1047951, -76.99490299999999 -12.1046827, -76.99493080000001 -12.1045858, -76.99501189999999 -12.1043881)",Maestro Chueca,,,,,
417251203,417251157,0,35601126,False,,residential,,181.945,"LINESTRING (-76.9971288 -12.1050134, -76.9974112 -12.1034006)",Argenta,,,,,
417251203,417250841,0,761868177,True,,residential,40,63.117,"LINESTRING (-76.9971288 -12.1050134, -76.9965509 -12.1049594)",Jirón Andrés Vesalio,,,,,
417251204,417251203,0,761868177,True,,residential,40,63.08,"LINESTRING (-76.9977074 -12.1050554, -76.9971288 -12.1050134)",Jirón Andrés Vesalio,,,,,
417251204,417251217,0,890500775,False,2,tertiary,,66.406,"LINESTRING (-76.9977074 -12.1050554, -76.99761890000001 -12.1056463)",Jirón Fray Luís de León,,,,,
417251204,417251158,0,890500775,False,2,tertiary,,188.976,"LINESTRING (-76.9977074 -12.1050554, -76.99803470000001 -12.1033863)",Jirón Fray Luís de León,,,,,
417251205,417252110,0,35601095,False,,residential,,68.621,"LINESTRING (-76.99835880000001 -12.1051096, -76.99845310000001 -12.1044994)",Jirón Camille Saint Saenz,,,,,
417251205,417252109,0,35601095,False,,residential,,63.714,"LINESTRING (-76.99835880000001 -12.1051096, -76.9982583 -12.1056741)",Jirón Camille Saint Saenz,,,,,
417251205,417251204,0,761868177,True,,residential,40,71.078,"LINESTRING (-76.99835880000001 -12.1051096, -76.9977074 -12.1050554)",Jirón Andrés Vesalio,,,,,
417251206,417252190,0,35601112,False,,residential,,65.823,"LINESTRING (-76.999713 -12.1052074, -76.9997888 -12.1046201)",Calle Pablo Casals,,,,,
417251206,417251205,0,761868177,True,,residential,40,147.633,"LINESTRING (-76.999713 -12.1052074, -76.99835880000001 -12.1051096)",Jirón Andrés Vesalio,,,,,
417251207,417251206,0,761868177,True,,residential,40,66.956,"LINESTRING (-77.00032880000001 -12.1052145, -76.999713 -12.1052074)",Jirón Andrés Vesalio,,,,,
417251207,417251162,0,35601117,False,,residential,,217.517,"LINESTRING (-77.00032880000001 -12.1052145, -77.00047069999999 -12.104193, -77.0006101 -12.1032778)",Jirón Johan Strauss,,,,,
417251208,417251165,0,314787097,True,2,primary,55,225.92199999999997,"LINESTRING (-77.00100260000001 -12.1052135, -77.0010171 -12.1051286, -77.0011526 -12.1042028, -77.0012691 -12.1033909, -77.0012821 -12.1033017, -77.0012966 -12.1032022)",Avenida Aviación,,,,,
417251208,417251207,0,761868177,True,,residential,40,73.258,"LINESTRING (-77.00100260000001 -12.1052135, -77.00093699999999 -12.1052145, -77.0007196 -12.1052145, -77.00032880000001 -12.1052145)",Jirón Andrés Vesalio,,,,,
417251217,417250842,0,35600999,False,,residential,,127.154,"LINESTRING (-76.99761890000001 -12.1056463, -76.9964542 -12.1055425)",Jirón Maestro Barbieri,,,,,
417251217,417251575,0,890500775,False,2,tertiary,,62.972,"LINESTRING (-76.99761890000001 -12.1056463, -76.9975397 -12.1062073)",Jirón Fray Luís de León,,,,,
417251217,417251204,0,890500775,False,2,tertiary,,66.406,"LINESTRING (-76.99761890000001 -12.1056463, -76.9977074 -12.1050554)",Jirón Fray Luís de León,,,,,
417251575,417250843,0,35601035,False,,residential,,130.699,"LINESTRING (-76.9975397 -12.1062073, -76.9963418 -12.1061087)",Jacinto Guerrero,,,,,
417251575,417252101,0,890500775,False,2,tertiary,,64.952,"LINESTRING (-76.9975397 -12.1062073, -76.9974607 -12.1067863)",Jirón Fray Luís de León,,,,,
417251575,417251217,0,890500775,False,2,tertiary,,62.972,"LINESTRING (-76.9975397 -12.1062073, -76.99761890000001 -12.1056463)",Jirón Fray Luís de León,,,,,
417251640,417251650,0,35601036,False,,residential,,31.5,"LINESTRING (-76.9952988 -12.1043486, -76.99501189999999 -12.1043881)",Andres Segovia,,,,,
417251640,417251664,0,35601037,False,,residential,,32.085,"LINESTRING (-76.9952988 -12.1043486, -76.9951915 -12.1040798)",,,,,,
417251640,417250840,0,35601036,False,,residential,,145.401,"LINESTRING (-76.9952988 -12.1043486, -76.99543370000001 -12.1043398, -76.9957454 -12.1043381, -76.9961359 -12.1043579, -76.9966326 -12.1044089)",Andres Segovia,,,,,
417251650,417251640,0,35601036,False,,residential,,31.5,"LINESTRING (-76.99501189999999 -12.1043881, -76.9952988 -12.1043486)",Andres Segovia,,,,,
417251650,417251664,0,35601040,False,,residential,,39.453,"LINESTRING (-76.99501189999999 -12.1043881, -76.9951915 -12.1040798)",Maestro Chueca,,,,,
417251650,417251199,0,35601040,False,,residential,,67.266,"LINESTRING (-76.99501189999999 -12.1043881, -76.99493080000001 -12.1045858, -76.99490299999999 -12.1046827, -76.99487929999999 -12.1047951, -76.99488580000001 -12.1049715)",Maestro Chueca,,,,,
417251664,417251640,0,35601037,False,,residential,,32.085,"LINESTRING (-76.9951915 -12.1040798, -76.9952988 -12.1043486)",,,,,,
417251664,417251650,0,35601040,False,,residential,,39.453,"LINESTRING (-76.9951915 -12.1040798, -76.99501189999999 -12.1043881)",Maestro Chueca,,,,,
417251664,417251156,0,35601040,False,,residential,,81.494,"LINESTRING (-76.9951915 -12.1040798, -76.9952171 -12.1040309, -76.99542219999999 -12.1036393, -76.9954812 -12.1034084)",Maestro Chueca,,,,,
417251728,417250837,0,35601041,False,,residential,,152.858,"LINESTRING (-76.99812900000001 -12.1028016, -76.9967231 -12.1028104)",Calle Joaquín Turina,,,,,
417251728,417251158,0,890500775,False,2,tertiary,,65.819,"LINESTRING (-76.99812900000001 -12.1028016, -76.99803470000001 -12.1033863)",Jirón Fray Luís de León,,,,,
417251728,417251733,0,890500775,False,2,tertiary,,64.824,"LINESTRING (-76.99812900000001 -12.1028016, -76.99823720000001 -12.1022283)",Jirón Fray Luís de León,,,,,
417251733,417251739,0,35601042,False,,residential,,66.637,"LINESTRING (-76.99823720000001 -12.1022283, -76.9988501 -12.1022283)",Jirón Gozzoli Norte,,,,,
417251733,417250836,0,35601042,False,,residential,,163.033,"LINESTRING (-76.99823720000001 -12.1022283, -76.9967377 -12.102234)",Jirón Gozzoli Norte,,,,,
417251733,417251728,0,890500775,False,2,tertiary,,64.824,"LINESTRING (-76.99823720000001 -12.1022283, -76.99812900000001 -12.1028016)",Jirón Fray Luís de León,,,,,
417251733,417251793,0,890500776,False,2,tertiary,,51.135,"LINESTRING (-76.99823720000001 -12.1022283, -76.9983216 -12.1017759)",Jirón Fray Luís de León,,,,,
417251739,417251746,0,35601042,False,,residential,,65.321,"LINESTRING (-76.9988501 -12.1022283, -76.9994509 -12.1022283)",Jirón Gozzoli Norte,,,,,
417251739,417251733,0,35601042,False,,residential,,66.637,"LINESTRING (-76.9988501 -12.1022283, -76.99823720000001 -12.1022283)",Jirón Gozzoli Norte,,,,,
417251739,391036742,0,35601095,False,,residential,,151.891,"LINESTRING (-76.9988501 -12.1022283, -76.9991557 -12.1008954)",Jirón Camille Saint Saenz,,,,,
417251739,417252111,0,35601095,False,,residential,,67.308,"LINESTRING (-76.9988501 -12.1022283, -76.99875350000001 -12.1028262)",Jirón Camille Saint Saenz,,,,,
417251746,417251739,0,35601042,False,,residential,,65.321,"LINESTRING (-76.9994509 -12.1022283, -76.9988501 -12.1022283)",Jirón Gozzoli Norte,,,,,
417251746,417252191,0,35601115,False,,residential,,70.804,"LINESTRING (-76.9994509 -12.1022283, -76.9995796 -12.1016041)",Calle Faure,,,,,
417251746,417251765,0,35601042,False,,residential,,145.724,"LINESTRING (-76.9994509 -12.1022283, -76.99992829999999 -12.1022126, -77.0003038 -12.1021496, -77.0007706 -12.1020335)",Jirón Gozzoli Norte,,,,,
417251765,417252196,0,35601117,False,,residential,,88.829,"LINESTRING (-77.0007706 -12.1020335, -77.0006607 -12.1028251)",Jirón Johan Strauss,,,,,
417251765,417252195,0,426868447,False,,residential,,48.589,"LINESTRING (-77.0007706 -12.1020335, -77.00083069999999 -12.1016005)",Jirón Johan Strauss,,,,,
417251765,417251778,0,35601042,False,,residential,,76.06800000000001,"LINESTRING (-77.0007706 -12.1020335, -77.0010465 -12.1020088, -77.001301 -12.1020037, -77.0014013 -12.1020063, -77.001469 -12.1020063)",Jirón Gozzoli Norte,,,,,
417251765,417251746,0,35601042,False,,residential,,145.724,"LINESTRING (-77.0007706 -12.1020335, -77.0003038 -12.1021496, -76.99992829999999 -12.1022126, -76.9994509 -12.1022283)",Jirón Gozzoli Norte,,,,,
417251778,412528299,0,35170444,False,,residential,40,19.387,"LINESTRING (-77.001469 -12.1020063, -77.0016473 -12.1020087)",Jirón Gozzoli Norte,,,,,
417251778,417251765,0,35601042,False,,residential,,76.068,"LINESTRING (-77.001469 -12.1020063, -77.0014013 -12.1020063, -77.001301 -12.1020037, -77.0010465 -12.1020088, -77.0007706 -12.1020335)",Jirón Gozzoli Norte,,,,,
417251778,391036770,0,314787097,True,2,primary,55,101.71300000000001,"LINESTRING (-77.001469 -12.1020063, -77.00148489999999 -12.1019111, -77.0015746 -12.1012822, -77.0015872 -12.1011897, -77.0016026 -12.101101)",Avenida Aviación,,,,,
417251793,417250835,0,35601043,False,,residential,,171.292,"LINESTRING (-76.9983216 -12.1017759, -76.9967467 -12.1017341)",Calle Otto Muller,,,,,
417251793,417251733,0,890500776,False,2,tertiary,,51.135,"LINESTRING (-76.9983216 -12.1017759, -76.99823720000001 -12.1022283)",Jirón Fray Luís de León,,,,,
417251793,417251806,0,890500776,False,2,tertiary,,51.797,"LINESTRING (-76.9983216 -12.1017759, -76.9984034 -12.101317)",Jirón Fray Luís de León,,,,,
417251806,417251793,0,890500776,False,2,tertiary,,51.797,"LINESTRING (-76.9984034 -12.101317, -76.9983216 -12.1017759)",Jirón Fray Luís de León,,,,,
417251806,417250834,0,35601044,False,,residential,,180.03499999999997,"LINESTRING (-76.9984034 -12.101317, -76.9976913 -12.1012107, -76.9969993 -12.1011477, -76.9967595 -12.1011293)",Jirón Moises Mendelssohn,,,,,
417251806,391036740,0,890500776,False,2,tertiary,,63.47,"LINESTRING (-76.9984034 -12.101317, -76.9984982 -12.1008668, -76.998521 -12.1007579)",Jirón Fray Luís de León,,,,,
417252101,417252107,0,488514163,True,2,tertiary,40,63.715,"LINESTRING (-76.9974607 -12.1067863, -76.9980456 -12.1068219)",Avenida Joaquín de la Madrid,,,,,
417252101,417251575,0,890500775,False,2,tertiary,,64.952,"LINESTRING (-76.9974607 -12.1067863, -76.9975397 -12.1062073)",Jirón Fray Luís de León,,,,,
417252102,3628181702,0,35601191,False,2,tertiary,50,64.035,"LINESTRING (-76.9970367 -12.1080249, -76.9967049 -12.1085007)",Avenida Geminis,,,,,
417252102,417252582,0,35601194,False,,residential,,62.071,"LINESTRING (-76.9970367 -12.1080249, -76.9970943 -12.1080289, -76.99760620000001 -12.1080642)",Calle Gamma,,,,,
417252102,417252104,0,1050682448,False,2,tertiary,,74.618,"LINESTRING (-76.9970367 -12.1080249, -76.9971415 -12.1078957, -76.99726010000001 -12.1077889, -76.9975407 -12.107574)",Avenida Geminis,,,,,
417252104,417252594,0,35601199,False,,residential,,85.352,"LINESTRING (-76.9975407 -12.107574, -76.9974216 -12.107487, -76.997331 -12.1074462, -76.99721409999999 -12.1074283, -76.9967966 -12.1074027)",Calle Toscanini,,,,,
417252104,417252106,0,1050682448,False,2,tertiary,,88.176,"LINESTRING (-76.9975407 -12.107574, -76.99778120000001 -12.1073702, -76.9979026 -12.1072609, -76.9979665 -12.1071589, -76.99801290000001 -12.1070415, -76.99802699999999 -12.1069678)",Avenida Geminis,,,,,
417252104,417252102,0,1050682448,False,2,tertiary,,74.618,"LINESTRING (-76.9975407 -12.107574, -76.99726010000001 -12.1077889, -76.9971415 -12.1078957, -76.9970367 -12.1080249)",Avenida Geminis,,,,,
417252106,6302766843,0,111936566,True,2,tertiary,40,147.81,"LINESTRING (-76.99802699999999 -12.1069678, -76.9966718 -12.1068619)",Avenida Joaquín de la Madrid,,,,,
417252106,417252107,0,1050682448,False,2,tertiary,,16.349,"LINESTRING (-76.99802699999999 -12.1069678, -76.9980298 -12.1069457, -76.99804330000001 -12.1068403, -76.9980456 -12.1068219)",Avenida Geminis,,,,,
417252106,417252104,0,1050682448,False,2,tertiary,,88.176,"LINESTRING (-76.99802699999999 -12.1069678, -76.99801290000001 -12.1070415, -76.9979665 -12.1071589, -76.9979026 -12.1072609, -76.99778120000001 -12.1073702, -76.9975407 -12.107574)",Avenida Geminis,,,,,
417252107,417252121,0,488514163,True,2,tertiary,40,67.951,"LINESTRING (-76.9980456 -12.1068219, -76.9986703 -12.1068408)",Avenida Joaquín de la Madrid,,,,,
417252107,417252109,0,35601095,False,,residential,,129.723,"LINESTRING (-76.9980456 -12.1068219, -76.9981835 -12.1061263, -76.9982583 -12.1056741)",Jirón Camille Saint Saenz,,,,,
417252107,417252106,0,1050682448,False,2,tertiary,,16.349,"LINESTRING (-76.9980456 -12.1068219, -76.99804330000001 -12.1068403, -76.9980298 -12.1069457, -76.99802699999999 -12.1069678)",Avenida Geminis,,,,,
417252109,417251205,0,35601095,False,,residential,,63.714,"LINESTRING (-76.9982583 -12.1056741, -76.99835880000001 -12.1051096)",Jirón Camille Saint Saenz,,,,,
417252109,417252107,0,35601095,False,,residential,,129.723,"LINESTRING (-76.9982583 -12.1056741, -76.9981835 -12.1061263, -76.9980456 -12.1068219)",Jirón Camille Saint Saenz,,,,,
417252109,3630203630,0,35601119,True,,residential,40,289.59700000000004,"LINESTRING (-76.9982583 -12.1056741, -76.9988925 -12.1057283, -76.9993247 -12.1057579, -76.99967220000001 -12.1057845, -77.00048289999999 -12.1057835, -77.0008126 -12.1057959, -77.00084699999999 -12.1057954, -77.000917 -12.1057999)",Jirón Stravinsky,,,,,
417252110,417251205,0,35601095,False,,residential,,68.621,"LINESTRING (-76.99845310000001 -12.1044994, -76.99835880000001 -12.1051096)",Jirón Camille Saint Saenz,,,,,
417252110,417251159,0,35601095,False,,residential,,126.37100000000001,"LINESTRING (-76.99845310000001 -12.1044994, -76.9985405 -12.1039614, -76.99863550000001 -12.103377)",Jirón Camille Saint Saenz,,,,,
417252110,417252190,0,35601113,False,,residential,,145.84,"LINESTRING (-76.99845310000001 -12.1044994, -76.9984841 -12.1045022, -76.9990612 -12.1045544, -76.9997888 -12.1046201)",Calle Maestro Arrieta,,,,,
417252111,417251739,0,35601095,False,,residential,,67.308,"LINESTRING (-76.99875350000001 -12.1028262, -76.9988501 -12.1022283)",Jirón Camille Saint Saenz,,,,,
417252111,417251159,0,35601095,False,,residential,,62.576,"LINESTRING (-76.99875350000001 -12.1028262, -76.99863550000001 -12.103377)",Jirón Camille Saint Saenz,,,,,
417252111,417252196,0,35601118,False,,residential,,207.358,"LINESTRING (-76.99875350000001 -12.1028262, -77.0006607 -12.1028251)",Calle Leo Delibes,,,,,
417252121,3630210491,0,357945331,False,,residential,,43.641,"LINESTRING (-76.9986703 -12.1068408, -76.9986878 -12.1064487)",Calle Heinrich Rudolph Hertz,,,,,
417252121,417252137,0,357945331,False,,residential,,17.446,"LINESTRING (-76.9986703 -12.1068408, -76.9986694 -12.1068578, -76.9986634 -12.1069741, -76.9986622 -12.1069975)",Calle Heinrich Rudolph Hertz,,,,,
417252121,4170789705,0,488514163,True,2,tertiary,40,96.066,"LINESTRING (-76.9986703 -12.1068408, -76.99922890000001 -12.1068692, -76.9994753 -12.1068818, -76.9995527 -12.1068857)",Avenida Joaquín de la Madrid,,,,,
417252124,417252214,0,35601128,False,,residential,,49.368,"LINESTRING (-76.9996829 -12.1068925, -76.999708 -12.1064769, -76.9997097 -12.1064493)",,,,,,
417252124,316069449,0,488514163,True,2,tertiary,40,116.085,"LINESTRING (-76.9996829 -12.1068925, -76.99970980000001 -12.1068934, -77.0001752 -12.1069196, -77.0006401 -12.1069457, -77.0007489 -12.1069518)",Avenida Joaquín de la Madrid,,,,,
417252135,316069449,0,314787097,True,2,primary,55,16.51,"LINESTRING (-77.0007275 -12.1070988, -77.0007489 -12.1069518)",Avenida Aviación,,,,,
417252135,417252136,0,111936566,True,2,tertiary,40,129.226,"LINESTRING (-77.0007275 -12.1070988, -77.0006197 -12.1070927, -77.0001618 -12.1070683, -76.99962960000001 -12.1070398, -76.9995407 -12.107035)",Avenida Joaquín de la Madrid,,,,,
417252136,3628169514,0,35601188,False,2,residential,,44.134,"LINESTRING (-76.9995407 -12.107035, -76.9995352 -12.1070832, -76.9995081 -12.1074306)",Calle Alfa,,,,,
417252136,417252137,0,111936566,True,2,tertiary,40,95.60400000000001,"LINESTRING (-76.9995407 -12.107035, -76.9994605 -12.1070312, -76.9992148 -12.1070208, -76.9986622 -12.1069975)",Avenida Joaquín de la Madrid,,,,,
417252136,4170789705,0,416304607,False,,residential,,16.653000000000002,"LINESTRING (-76.9995407 -12.107035, -76.9995421 -12.1070176, -76.99955129999999 -12.1069028, -76.9995527 -12.1068857)",Calle Alfa,,,,,
417252137,417252106,0,111936566,True,2,tertiary,40,69.139,"LINESTRING (-76.9986622 -12.1069975, -76.99802699999999 -12.1069678)",Avenida Joaquín de la Madrid,,,,,
417252137,417252121,0,357945331,False,,residential,,17.446,"LINESTRING (-76.9986622 -12.1069975, -76.9986634 -12.1069741, -76.9986694 -12.1068578, -76.9986703 -12.1068408)",Calle Heinrich Rudolph Hertz,,,,,
417252139,417252591,0,35601198,False,,residential,,61.164,"LINESTRING (-76.9958628 -12.1067957, -76.9958522 -12.1069637, -76.99588009999999 -12.1071725, -76.99592850000001 -12.107337)",Calle Bernstein,,,,,
417252139,417251136,0,111936566,True,2,tertiary,40,83.104,"LINESTRING (-76.9958628 -12.1067957, -76.99552749999999 -12.1067857, -76.99534970000001 -12.1068026, -76.9951164 -12.1068912)",Avenida Joaquín de la Madrid,,,,,
417252190,417251206,0,35601112,False,,residential,,65.823,"LINESTRING (-76.9997888 -12.1046201, -76.999713 -12.1052074)",Calle Pablo Casals,,,,,
417252190,417251161,0,35601112,False,,residential,,139.561,"LINESTRING (-76.9997888 -12.1046201, -76.9997932 -12.1045893, -76.9998844 -12.1039494, -76.9999569 -12.1034399, -76.99996590000001 -12.103377)",Calle Pablo Casals,,,,,
417252190,417252110,0,35601113,False,,residential,,145.83999999999997,"LINESTRING (-76.9997888 -12.1046201, -76.9990612 -12.1045544, -76.9984841 -12.1045022, -76.99845310000001 -12.1044994)",Calle Maestro Arrieta,,,,,
417252191,417252192,0,35601115,False,,residential,,68.735,"LINESTRING (-76.9995796 -12.1016041, -76.999697 -12.1009967)",Calle Faure,,,,,
