osmid,y,x,ref,highway,street_count,geometry
416660428,-12.0945492,-76.9930565,,,4,POINT (-76.99305649999999 -12.0945492)
416660429,-12.0932109,-76.9921982,,,4,POINT (-76.9921982 -12.0932109)
416660430,-12.0927067,-76.991903,,,3,POINT (-76.99190299999999 -12.0927067)
416660432,-12.0914859,-76.9913506,,,4,POINT (-76.9913506 -12.0914859)
416660435,-12.0909384,-76.9911676,,,4,POINT (-76.9911676 -12.0909384)
416660437,-12.0900487,-76.9909536,,,3,POINT (-76.9909536 -12.0900487)
416660438,-12.089396,-76.9908661,,,4,POINT (-76.99086610000001 -12.089396)
416660444,-12.0887321,-76.9908195,,,3,POINT (-76.9908195 -12.0887321)
416660446,-12.0878019,-76.9908208,,,4,POINT (-76.99082079999999 -12.0878019)
416660447,-12.0877826,-76.9895762,,,4,POINT (-76.9895762 -12.0877826)
416660448,-12.0883806,-76.9895643,,,3,POINT (-76.9895643 -12.0883806)
416660449,-12.0889523,-76.9895696,,,3,POINT (-76.9895696 -12.0889523)
416660450,-12.0896448,-76.989634,,,4,POINT (-76.989634 -12.0896448)
416660451,-12.090301,-76.9897294,,,3,POINT (-76.9897294 -12.090301)
416660452,-12.0913887,-76.9900035,,,4,POINT (-76.9900035 -12.0913887)
416660453,-12.0919331,-76.9902006,,,4,POINT (-76.99020059999999 -12.0919331)
416660454,-12.0927171,-76.9905091,,,3,POINT (-76.9905091 -12.0927171)
416660456,-12.0939459,-76.9911959,,,4,POINT (-76.99119589999999 -12.0939459)
416660458,-12.0923764,-76.9924631,,,3,POINT (-76.99246309999999 -12.0923764)
416660459,-12.0922205,-76.992793,,,3,POINT (-76.99279300000001 -12.0922205)
416660460,-12.0920223,-76.9933341,,,4,POINT (-76.9933341 -12.0920223)
416660461,-12.0918479,-76.9939094,,,3,POINT (-76.99390940000001 -12.0918479)
416660462,-12.0917161,-76.9945491,,,3,POINT (-76.9945491 -12.0917161)
416660463,-12.0926072,-76.9934963,,,4,POINT (-76.9934963 -12.0926072)
416660464,-12.0931743,-76.9937083,,,3,POINT (-76.99370829999999 -12.0931743)
416660465,-12.0875554,-76.9937787,,,4,POINT (-76.99377869999999 -12.0875554)
416660466,-12.0882064,-76.993684,,,3,POINT (-76.993684 -12.0882064)
416660467,-12.0888671,-76.9935916,,,4,POINT (-76.9935916 -12.0888671)
416660468,-12.0895096,-76.9934964,,,4,POINT (-76.9934964 -12.0895096)
416660469,-12.0901524,-76.9933902,,,3,POINT (-76.99339019999999 -12.0901524)
416660470,-12.0907343,-76.9933006,,,3,POINT (-76.9933006 -12.0907343)
416660474,-12.0912611,-76.992697,,,3,POINT (-76.99269700000001 -12.0912611)
416660475,-12.0907004,-76.9927198,,,3,POINT (-76.9927198 -12.0907004)
416660476,-12.0900749,-76.9928071,,,3,POINT (-76.99280709999999 -12.0900749)
416660477,-12.089435,-76.9929009,,,3,POINT (-76.9929009 -12.089435)
416660479,-12.091322,-76.9919878,,,3,POINT (-76.9919878 -12.091322)
416660480,-12.0916957,-76.9907337,,,3,POINT (-76.99073370000001 -12.0916957)
416660481,-12.0922911,-76.9896784,,,3,POINT (-76.9896784 -12.0922911)
416660482,-12.0926442,-76.9891727,,,4,POINT (-76.9891727 -12.0926442)
416660483,-12.0929756,-76.9886952,,,4,POINT (-76.9886952 -12.0929756)
416660485,-12.0937936,-76.9891147,,,4,POINT (-76.9891147 -12.0937936)
416660486,-12.0934332,-76.9895903,,,3,POINT (-76.9895903 -12.0934332)
416660487,-12.0930702,-76.9900654,,,3,POINT (-76.99006540000001 -12.0930702)
416660492,-12.0950264,-76.9897422,,,3,POINT (-76.98974219999999 -12.0950264)
416660496,-12.0935788,-76.9916389,,,3,POINT (-76.9916389 -12.0935788)
416660499,-12.0922974,-76.994583,,,3,POINT (-76.99458300000001 -12.0922974)
416660505,-12.0913139,-76.9875395,,,3,POINT (-76.9875395 -12.0913139)
416660506,-12.090996,-76.9880308,,,3,POINT (-76.9880308 -12.090996)
416660507,-12.0907188,-76.988549,,,3,POINT (-76.98854900000001 -12.0907188)
416660509,-12.0918522,-76.9893098,,,3,POINT (-76.9893098 -12.0918522)
416766207,-12.0921822,-76.9888624,,,3,POINT (-76.9888624 -12.0921822)
416766224,-12.0911521,-76.9905668,,,3,POINT (-76.9905668 -12.0911521)
416767485,-12.0907883,-76.9871503,,,4,POINT (-76.9871503 -12.0907883)
416767486,-12.0904558,-76.9876549,,,3,POINT (-76.9876549 -12.0904558)
416767491,-12.0895084,-76.9902187,,,4,POINT (-76.9902187 -12.0895084)
416767495,-12.0897756,-76.9954329,,,4,POINT (-76.9954329 -12.0897756)
416767496,-12.090922,-76.9946899,,,3,POINT (-76.9946899 -12.090922)
416767497,-12.0903414,-76.9947569,,,3,POINT (-76.9947569 -12.0903414)
416767498,-12.0908093,-76.9938665,,,3,POINT (-76.9938665 -12.0908093)
416951540,-12.0877283,-76.9901751,,,4,POINT (-76.9901751 -12.0877283)
416951543,-12.0865354,-76.9910028,,,3,POINT (-76.9910028 -12.0865354)
416951544,-12.0871712,-76.9909043,,,3,POINT (-76.9909043 -12.0871712)
416951546,-12.0864311,-76.9903178,,,3,POINT (-76.9903178 -12.0864311)
416951550,-12.0863499,-76.9897353,,,3,POINT (-76.98973530000001 -12.0863499)
416951552,-12.0870273,-76.9896394,,,3,POINT (-76.9896394 -12.0870273)
416952138,-12.0887686,-76.9930014,,,3,POINT (-76.9930014 -12.0887686)
416952142,-12.0891097,-76.9955295,,,3,POINT (-76.9955295 -12.0891097)
416952153,-12.0872149,-76.9958211,,,3,POINT (-76.9958211 -12.0872149)
416952156,-12.0878298,-76.9957157,,,3,POINT (-76.99571570000001 -12.0878298)
416952159,-12.0884855,-76.99561,,,4,POINT (-76.99561 -12.0884855)
416952163,-12.0904264,-76.9953417,,,3,POINT (-76.9953417 -12.0904264)
416952168,-12.0913347,-76.9952063,,,3,POINT (-76.99520630000001 -12.0913347)
416952170,-12.0928451,-76.9949878,,,3,POINT (-76.9949878 -12.0928451)
416953744,-12.0874719,-76.9931857,,,3,POINT (-76.9931857 -12.0874719)
416953748,-12.0881288,-76.9930961,,,3,POINT (-76.9930961 -12.0881288)
416953771,-12.0881183,-76.9884324,,,4,POINT (-76.98843239999999 -12.0881183)
416953775,-12.088182,-76.988256,,,3,POINT (-76.98825600000001 -12.088182)
416953778,-12.0883361,-76.9878503,,,3,POINT (-76.98785030000001 -12.0883361)
416953782,-12.0889722,-76.9866307,,,4,POINT (-76.98663070000001 -12.0889722)
416953793,-12.0879009,-76.9875426,,,4,POINT (-76.9875426 -12.0879009)
416953794,-12.0874154,-76.9871932,,,3,POINT (-76.98719319999999 -12.0874154)
416953798,-12.0867484,-76.9871411,,,5,POINT (-76.9871411 -12.0867484)
416953799,-12.0860794,-76.9872366,,,3,POINT (-76.9872366 -12.0860794)
416953806,-12.0886586,-76.9886255,,,3,POINT (-76.9886255 -12.0886586)
416953810,-12.0894526,-76.9869544,,,3,POINT (-76.9869544 -12.0894526)
416953815,-12.0899018,-76.9872897,,,3,POINT (-76.98728970000001 -12.0899018)
416958338,-12.0892881,-76.9861149,,,4,POINT (-76.9861149 -12.0892881)
416958343,-12.0881591,-76.9853826,,,3,POINT (-76.98538259999999 -12.0881591)
416958350,-12.0879479,-76.9859004,,,4,POINT (-76.98590040000001 -12.0879479)
416958370,-12.0874411,-76.9855593,,,4,POINT (-76.98555930000001 -12.0874411)
416958377,-12.0867226,-76.98512,,,3,POINT (-76.98511999999999 -12.0867226)
416958386,-12.0861059,-76.9848961,,,3,POINT (-76.9848961 -12.0861059)
416958404,-12.086986,-76.9892827,,,3,POINT (-76.9892827 -12.086986)
416958409,-12.0867998,-76.9876247,,,3,POINT (-76.9876247 -12.0867998)
416958418,-12.0869827,-76.986595,,,3,POINT (-76.98659499999999 -12.0869827)
416958441,-12.0869617,-76.9846826,,,3,POINT (-76.9846826 -12.0869617)
416958445,-12.0864101,-76.9843454,,,3,POINT (-76.9843454 -12.0864101)
416958463,-12.0866444,-76.9863241,,,3,POINT (-76.9863241 -12.0866444)
416960527,-12.0865041,-76.9842143,,,1,POINT (-76.9842143 -12.0865041)
416960534,-12.0869328,-76.993865,,,3,POINT (-76.993865 -12.0869328)
416960536,-12.088884,-76.982815,,,3,POINT (-76.982815 -12.088884)
416960537,-12.0886926,-76.9814732,,,3,POINT (-76.9814732 -12.0886926)
416960544,-12.0899476,-76.9826579,,,3,POINT (-76.98265790000001 -12.0899476)
416960549,-12.0906557,-76.9825614,,,3,POINT (-76.98256139999999 -12.0906557)
416960550,-12.0917106,-76.9824106,,,3,POINT (-76.98241059999999 -12.0917106)
416960553,-12.0900592,-76.9835507,,,3,POINT (-76.9835507 -12.0900592)
416960554,-12.0903948,-76.9835078,,,3,POINT (-76.9835078 -12.0903948)
416960555,-12.0907568,-76.9834542,,,3,POINT (-76.9834542 -12.0907568)
416960558,-12.0905163,-76.9843844,,,4,POINT (-76.9843844 -12.0905163)
416960560,-12.0905794,-76.9853232,,,3,POINT (-76.9853232 -12.0905794)
416965913,-12.0927771,-76.9833552,,,3,POINT (-76.98335520000001 -12.0927771)
416965919,-12.0929756,-76.9831377,,,3,POINT (-76.9831377 -12.0929756)
416965924,-12.0934183,-76.9826789,,,3,POINT (-76.9826789 -12.0934183)
416965934,-12.0939603,-76.9821054,,,3,POINT (-76.98210539999999 -12.0939603)
416965970,-12.0944125,-76.9812636,,,4,POINT (-76.98126360000001 -12.0944125)
416965982,-12.0926722,-76.9831782,,,3,POINT (-76.9831782 -12.0926722)
416966018,-12.09363,-76.9821441,,,3,POINT (-76.9821441 -12.09363)
416966029,-12.0887688,-76.9820582,,,3,POINT (-76.9820582 -12.0887688)
416966033,-12.0915992,-76.9816579,,,3,POINT (-76.9816579 -12.0915992)
416966042,-12.0956682,-76.9810882,,,3,POINT (-76.9810882 -12.0956682)
416966080,-12.096088,-76.9854814,,,3,POINT (-76.9854814 -12.096088)
416966084,-12.0954823,-76.9856766,,,3,POINT (-76.98567660000001 -12.0954823)
416966087,-12.0944395,-76.9855959,,,3,POINT (-76.98559590000001 -12.0944395)
416966089,-12.0928729,-76.9857048,,,4,POINT (-76.98570479999999 -12.0928729)
416966142,-12.0944475,-76.9857508,,,4,POINT (-76.98575080000001 -12.0944475)
416966165,-12.0954238,-76.9848258,,,3,POINT (-76.9848258 -12.0954238)
416966177,-12.0953118,-76.9835718,,,3,POINT (-76.98357180000001 -12.0953118)
416966183,-12.0952199,-76.9829262,,,3,POINT (-76.98292619999999 -12.0952199)
416966189,-12.0951575,-76.9823872,,,3,POINT (-76.98238720000001 -12.0951575)
416966212,-12.0959905,-76.9834789,,,4,POINT (-76.98347889999999 -12.0959905)
416966234,-12.0928275,-76.9849874,,,3,POINT (-76.98498739999999 -12.0928275)
416966263,-12.0939995,-76.9832034,,,4,POINT (-76.98320339999999 -12.0939995)
416981210,-12.0933034,-76.9849605,,,3,POINT (-76.9849605 -12.0933034)
416981215,-12.0937742,-76.9849349,,,3,POINT (-76.9849349 -12.0937742)
416981475,-12.0937519,-76.9844895,,,3,POINT (-76.9844895 -12.0937519)
416981481,-12.0944968,-76.9836688,,,3,POINT (-76.9836688 -12.0944968)
417247858,-12.0931545,-76.9865322,,,3,POINT (-76.9865322 -12.0931545)
417247859,-12.0931709,-76.9869446,,,3,POINT (-76.9869446 -12.0931709)
417247861,-12.0936417,-76.9864958,,,3,POINT (-76.9864958 -12.0936417)
417247863,-12.0940613,-76.9864797,,,3,POINT (-76.9864797 -12.0940613)
417247867,-12.0944862,-76.9864368,,,3,POINT (-76.98643680000001 -12.0944862)
417247881,-12.0939972,-76.9867896,,,3,POINT (-76.98678959999999 -12.0939972)
417247888,-12.0948725,-76.9873477,,,3,POINT (-76.9873477 -12.0948725)
417247889,-12.0963304,-76.9878668,,,3,POINT (-76.98786680000001 -12.0963304)
417248068,-12.0950528,-76.9933891,,,3,POINT (-76.9933891 -12.0950528)
417248074,-12.0961805,-76.9913721,,,4,POINT (-76.99137210000001 -12.0961805)
417248084,-12.0938778,-76.994875,,,3,POINT (-76.99487499999999 -12.0938778)
417248086,-12.0938096,-76.9963342,,,3,POINT (-76.99633420000001 -12.0938096)
417248087,-12.0938337,-76.9969199,,,4,POINT (-76.99691989999999 -12.0938337)
417248089,-12.0939303,-76.9974768,,,3,POINT (-76.9974768 -12.0939303)
417248090,-12.0943289,-76.9984477,,,3,POINT (-76.9984477 -12.0943289)
417248092,-12.0971561,-76.9898325,,,3,POINT (-76.98983250000001 -12.0971561)
417248093,-12.0970302,-76.9902294,,,3,POINT (-76.9902294 -12.0970302)
417248095,-12.096983,-76.9908088,,,3,POINT (-76.9908088 -12.096983)
417248098,-12.0966998,-76.9916403,,,4,POINT (-76.9916403 -12.0966998)
417248105,-12.0944807,-76.9947997,,,3,POINT (-76.9947997 -12.0944807)
417248106,-12.0954461,-76.994639,,,4,POINT (-76.99463900000001 -12.0954461)
417248107,-12.0962221,-76.9945581,,turning_circle,3,POINT (-76.99455810000001 -12.0962221)
417248114,-12.0973702,-76.9924266,,,3,POINT (-76.9924266 -12.0973702)
417248117,-12.0971981,-76.9918924,,,3,POINT (-76.9918924 -12.0971981)
417248118,-12.0956707,-76.9910822,,,3,POINT (-76.99108219999999 -12.0956707)
417248119,-12.0981702,-76.9924292,,,3,POINT (-76.9924292 -12.0981702)
417248130,-12.0954986,-76.9962483,,,3,POINT (-76.9962483 -12.0954986)
417248131,-12.0952521,-76.9968277,,,3,POINT (-76.9968277 -12.0952521)
417248132,-12.0950318,-76.9973748,,,4,POINT (-76.9973748 -12.0950318)
417248133,-12.0946122,-76.9984035,,,3,POINT (-76.99840349999999 -12.0946122)
417249890,-12.0977541,-76.9898325,,,3,POINT (-76.98983250000001 -12.0977541)
417249892,-12.0988528,-76.9897975,,,3,POINT (-76.98979749999999 -12.0988528)
417249895,-12.0995369,-76.9897803,,,3,POINT (-76.98978030000001 -12.0995369)
417249897,-12.099162,-76.9902306,,,3,POINT (-76.9902306 -12.099162)
417249899,-12.0986317,-76.9909684,,,3,POINT (-76.9909684 -12.0986317)
417249900,-12.0983489,-76.9915075,,,4,POINT (-76.9915075 -12.0983489)
417249902,-12.0981752,-76.9920482,,,3,POINT (-76.9920482 -12.0981752)
417249907,-12.0973554,-76.990664,,,3,POINT (-76.990664 -12.0973554)
417249908,-12.0987823,-76.9919245,,,3,POINT (-76.9919245 -12.0987823)
417249909,-12.0988556,-76.9920104,,,3,POINT (-76.9920104 -12.0988556)
417249910,-12.0988694,-76.9922087,,,3,POINT (-76.99220870000001 -12.0988694)
417249912,-12.0988608,-76.993373,,,4,POINT (-76.99337300000001 -12.0988608)
417249913,-12.0988612,-76.9956067,,,4,POINT (-76.9956067 -12.0988612)
417249914,-12.098857,-76.9962251,,,3,POINT (-76.9962251 -12.098857)
417249915,-12.0988509,-76.9968378,,,4,POINT (-76.99683779999999 -12.0988509)
417249916,-12.0988661,-76.9984638,,,3,POINT (-76.9984638 -12.0988661)
417249917,-12.0988254,-76.9987308,,,4,POINT (-76.9987308 -12.0988254)
417249921,-12.0981804,-76.9933544,,,2,POINT (-76.9933544 -12.0981804)
417249924,-12.0975443,-76.9943547,,,2,POINT (-76.9943547 -12.0975443)
417249925,-12.097543,-76.9950061,,,4,POINT (-76.9950061 -12.097543)
417250723,-12.0996056,-76.9905835,,,4,POINT (-76.9905835 -12.0996056)
417250726,-12.1005892,-76.9888184,,,3,POINT (-76.9888184 -12.1005892)
417250727,-12.10007,-76.9909899,,,4,POINT (-76.9909899 -12.10007)
417250728,-12.1004767,-76.9913476,,,4,POINT (-76.9913476 -12.1004767)
417250729,-12.1009364,-76.9917709,,,4,POINT (-76.99177090000001 -12.1009364)
417250731,-12.1018507,-76.9926005,,,3,POINT (-76.99260049999999 -12.1018507)
417250734,-12.1021156,-76.9936899,,,4,POINT (-76.99368990000001 -12.1021156)
417250735,-12.1008091,-76.9900699,,,3,POINT (-76.99006989999999 -12.1008091)
417250738,-12.0992424,-76.992343,,,4,POINT (-76.99234300000001 -12.0992424)
417250740,-12.0989905,-76.9930251,,,3,POINT (-76.9930251 -12.0989905)
417250741,-12.0990072,-76.9921356,,,3,POINT (-76.9921356 -12.0990072)
417250743,-12.0996726,-76.992684,,,4,POINT (-76.992684 -12.0996726)
417250745,-12.1002488,-76.9929319,,,4,POINT (-76.9929319 -12.1002488)
417250746,-12.1013658,-76.9902959,,,3,POINT (-76.99029590000001 -12.1013658)
417250755,-12.0993132,-76.9947496,,,3,POINT (-76.99474960000001 -12.0993132)
417250763,-12.1004149,-76.9892895,,,3,POINT (-76.9892895 -12.1004149)
417250831,-12.0998846,-76.9962135,,,3,POINT (-76.9962135 -12.0998846)
417250832,-12.0993264,-76.9968325,,,3,POINT (-76.9968325 -12.0993264)
417250833,-12.0998976,-76.9968091,,,4,POINT (-76.99680909999999 -12.0998976)
417250834,-12.1011293,-76.9967595,,,4,POINT (-76.9967595 -12.1011293)
417250835,-12.1017341,-76.9967467,,,4,POINT (-76.9967467 -12.1017341)
417250836,-12.102234,-76.9967377,,,4,POINT (-76.9967377 -12.102234)
417250837,-12.1028104,-76.9967231,,,4,POINT (-76.9967231 -12.1028104)
417250838,-12.1034053,-76.9967215,,,4,POINT (-76.99672150000001 -12.1034053)
417250840,-12.1044089,-76.9966326,,,3,POINT (-76.9966326 -12.1044089)
417250841,-12.1049594,-76.9965509,,,4,POINT (-76.9965509 -12.1049594)
417250842,-12.1055425,-76.9964542,,,4,POINT (-76.9964542 -12.1055425)
417250843,-12.1061087,-76.9963418,,,3,POINT (-76.9963418 -12.1061087)
417250845,-12.0994651,-76.9982092,,,3,POINT (-76.99820920000001 -12.0994651)
417250847,-12.1000425,-76.9980221,,,3,POINT (-76.9980221 -12.1000425)
417250848,-12.100148,-76.9986414,,,3,POINT (-76.9986414 -12.100148)
417250853,-12.0990264,-76.9985471,,,3,POINT (-76.9985471 -12.0990264)
417251118,-12.1023699,-76.9920158,,,3,POINT (-76.9920158 -12.1023699)
417251119,-12.1027528,-76.9915601,,,3,POINT (-76.9915601 -12.1027528)
417251120,-12.1030961,-76.991087,,,3,POINT (-76.99108699999999 -12.1030961)
417251124,-12.1040379,-76.9929546,,,4,POINT (-76.9929546 -12.1040379)
417251126,-12.1047579,-76.9941036,,,4,POINT (-76.9941036 -12.1047579)
417251128,-12.1051603,-76.9943815,,,3,POINT (-76.9943815 -12.1051603)
417251133,-12.1056849,-76.9946068,,,3,POINT (-76.9946068 -12.1056849)
417251134,-12.1062093,-76.9948268,,,3,POINT (-76.9948268 -12.1062093)
417251135,-12.1067548,-76.9950574,,,4,POINT (-76.99505739999999 -12.1067548)
417251136,-12.1068912,-76.9951164,,,4,POINT (-76.9951164 -12.1068912)
417251137,-12.1091996,-76.9961227,,,3,POINT (-76.9961227 -12.1091996)
417251141,-12.1045572,-76.9925952,,,3,POINT (-76.9925952 -12.1045572)
417251145,-12.1051131,-76.9922357,,,3,POINT (-76.99223569999999 -12.1051131)
417251152,-12.1006577,-76.9938339,,,3,POINT (-76.9938339 -12.1006577)
417251154,-12.1033559,-76.994875,,,4,POINT (-76.99487499999999 -12.1033559)
417251156,-12.1034084,-76.9954812,,,3,POINT (-76.9954812 -12.1034084)
417251157,-12.1034006,-76.9974112,,,3,POINT (-76.9974112 -12.1034006)
417251158,-12.1033863,-76.9980347,,,4,POINT (-76.99803470000001 -12.1033863)
417251159,-12.103377,-76.9986355,,,4,POINT (-76.99863550000001 -12.103377)
417251161,-12.103377,-76.9999659,,,3,POINT (-76.99996590000001 -12.103377)
417251162,-12.1032778,-77.0006101,,,4,POINT (-77.0006101 -12.1032778)
417251165,-12.1032022,-77.0012966,,,4,POINT (-77.0012966 -12.1032022)
417251166,-12.1011163,-76.9952827,,,3,POINT (-76.9952827 -12.1011163)
417251167,-12.1016985,-76.995213,,,3,POINT (-76.99521300000001 -12.1016985)
417251168,-12.1022387,-76.9951433,,,3,POINT (-76.9951433 -12.1022387)
417251169,-12.1028157,-76.9950574,,,3,POINT (-76.99505739999999 -12.1028157)
417251171,-12.1052161,-76.9937573,,,3,POINT (-76.9937573 -12.1052161)
417251172,-12.1054716,-76.9935842,,,3,POINT (-76.9935842 -12.1054716)
417251177,-12.1070834,-76.9928585,,,3,POINT (-76.9928585 -12.1070834)
417251179,-12.1076039,-76.9930584,,,4,POINT (-76.9930584 -12.1076039)
417251180,-12.1077432,-76.9931114,,,4,POINT (-76.9931114 -12.1077432)
417251183,-12.1082362,-76.9933384,,,3,POINT (-76.9933384 -12.1082362)
417251184,-12.1087008,-76.9935412,,,3,POINT (-76.9935412 -12.1087008)
417251185,-12.1091803,-76.9937504,,,4,POINT (-76.9937504 -12.1091803)
417251186,-12.110419,-76.9942803,,,3,POINT (-76.9942803 -12.110419)
417251188,-12.1109217,-76.9945737,,,3,POINT (-76.9945737 -12.1109217)
417251189,-12.106485,-76.9942923,,,3,POINT (-76.9942923 -12.106485)
417251190,-12.1054968,-76.9938671,,,3,POINT (-76.9938671 -12.1054968)
417251192,-12.1069752,-76.9945049,,,4,POINT (-76.9945049 -12.1069752)
417251193,-12.1071245,-76.9945483,,,4,POINT (-76.99454830000001 -12.1071245)
417251194,-12.107678,-76.9946014,,,3,POINT (-76.99460139999999 -12.107678)
417251195,-12.1086378,-76.9950145,,,3,POINT (-76.9950145 -12.1086378)
417251198,-12.1099491,-76.9946605,,,3,POINT (-76.99466049999999 -12.1099491)
417251199,-12.1049715,-76.9948858,,,3,POINT (-76.99488580000001 -12.1049715)
417251203,-12.1050134,-76.9971288,,,3,POINT (-76.9971288 -12.1050134)
417251204,-12.1050554,-76.9977074,,,4,POINT (-76.9977074 -12.1050554)
417251205,-12.1051096,-76.9983588,,,4,POINT (-76.99835880000001 -12.1051096)
417251206,-12.1052074,-76.999713,,,3,POINT (-76.999713 -12.1052074)
417251207,-12.1052145,-77.0003288,,,3,POINT (-77.00032880000001 -12.1052145)
417251208,-12.1052135,-77.0010026,,,4,POINT (-77.00100260000001 -12.1052135)
417251217,-12.1056463,-76.9976189,,,3,POINT (-76.99761890000001 -12.1056463)
417251575,-12.1062073,-76.9975397,,,3,POINT (-76.9975397 -12.1062073)
417251640,-12.1043486,-76.9952988,,,3,POINT (-76.9952988 -12.1043486)
417251650,-12.1043881,-76.9950119,,,3,POINT (-76.99501189999999 -12.1043881)
417251664,-12.1040798,-76.9951915,,,3,POINT (-76.9951915 -12.1040798)
417251728,-12.1028016,-76.998129,,,3,POINT (-76.99812900000001 -12.1028016)
417251733,-12.1022283,-76.9982372,,,4,POINT (-76.99823720000001 -12.1022283)
417251739,-12.1022283,-76.9988501,,,4,POINT (-76.9988501 -12.1022283)
417251746,-12.1022283,-76.9994509,,,3,POINT (-76.9994509 -12.1022283)
417251765,-12.1020335,-77.0007706,,,4,POINT (-77.0007706 -12.1020335)
417251778,-12.1020063,-77.001469,,,4,POINT (-77.001469 -12.1020063)
417251793,-12.1017759,-76.9983216,,,3,POINT (-76.9983216 -12.1017759)
417251806,-12.101317,-76.9984034,,,3,POINT (-76.9984034 -12.101317)
417252101,-12.1067863,-76.9974607,,,3,POINT (-76.9974607 -12.1067863)
417252102,-12.1080249,-76.9970367,,,3,POINT (-76.9970367 -12.1080249)
417252104,-12.107574,-76.9975407,,,3,POINT (-76.9975407 -12.107574)
417252106,-12.1069678,-76.998027,,,4,POINT (-76.99802699999999 -12.1069678)
417252107,-12.1068219,-76.9980456,,,4,POINT (-76.9980456 -12.1068219)
417252109,-12.1056741,-76.9982583,,,3,POINT (-76.9982583 -12.1056741)
417252110,-12.1044994,-76.9984531,,,3,POINT (-76.99845310000001 -12.1044994)
417252111,-12.1028262,-76.9987535,,,3,POINT (-76.99875350000001 -12.1028262)
417252121,-12.1068408,-76.9986703,,,4,POINT (-76.9986703 -12.1068408)
417252124,-12.1068925,-76.9996829,,,3,POINT (-76.9996829 -12.1068925)
417252135,-12.1070988,-77.0007275,,,3,POINT (-77.0007275 -12.1070988)
417252136,-12.107035,-76.9995407,,,4,POINT (-76.9995407 -12.107035)
417252137,-12.1069975,-76.9986622,,,3,POINT (-76.9986622 -12.1069975)
417252139,-12.1067957,-76.9958628,,,3,POINT (-76.9958628 -12.1067957)
417252190,-12.1046201,-76.9997888,,,3,POINT (-76.9997888 -12.1046201)
417252191,-12.1016041,-76.9995796,,,3,POINT (-76.9995796 -12.1016041)
417252192,-12.1009967,-76.999697,,,3,POINT (-76.999697 -12.1009967)
417252195,-12.1016005,-77.0008307,,,3,POINT (-77.00083069999999 -12.1016005)
417252196,-12.1028251,-77.0006607,,,3,POINT (-77.0006607 -12.1028251)
417252214,-12.1064493,-76.9997097,,,3,POINT (-76.9997097 -12.1064493)
417252565,-12.1081908,-76.9994421,,,3,POINT (-76.9994421 -12.1081908)
417252566,-12.1093153,-76.9993696,,,4,POINT (-76.99936959999999 -12.1093153)
417252567,-12.1099407,-76.9993228,,,3,POINT (-76.9993228 -12.1099407)
417252568,-12.1105482,-76.9992839,,,3,POINT (-76.99928389999999 -12.1105482)
417252569,-12.1114957,-76.9992291,,,3,POINT (-76.99922909999999 -12.1114957)
417252570,-12.1104886,-76.9983699,,,4,POINT (-76.9983699 -12.1104886)
417252571,-12.1104314,-76.99745,,,3,POINT (-76.99745 -12.1104314)
417252572,-12.1103692,-76.9965373,,,3,POINT (-76.9965373 -12.1103692)
417252574,-12.108633,-76.9965914,,,3,POINT (-76.9965914 -12.108633)
417252576,-12.110489,-76.9949627,,,3,POINT (-76.9949627 -12.110489)
417252577,-12.1108447,-76.9946439,,,3,POINT (-76.9946439 -12.1108447)
417252579,-12.1108833,-76.9948375,,,3,POINT (-76.9948375 -12.1108833)
417252581,-12.1081279,-76.9985304,,,3,POINT (-76.99853040000001 -12.1081279)
417252582,-12.1080642,-76.9976062,,,3,POINT (-76.99760620000001 -12.1080642)
417252586,-12.1086279,-76.9984995,,,3,POINT (-76.99849949999999 -12.1086279)
417252591,-12.107337,-76.9959285,,,3,POINT (-76.99592850000001 -12.107337)
417252592,-12.1081174,-76.9962632,,,3,POINT (-76.9962632 -12.1081174)
417252594,-12.1074027,-76.9967966,,,3,POINT (-76.9967966 -12.1074027)
417252704,-12.1081605,-76.994809,,,3,POINT (-76.994809 -12.1081605)
417252705,-12.108984,-76.9942152,,,3,POINT (-76.9942152 -12.108984)
417252706,-12.1093613,-77.0003974,,traffic_signals,4,POINT (-77.0003974 -12.1093613)
419481861,-12.095172,-77.0024837,,,4,POINT (-77.0024837 -12.095172)
419481862,-12.095116,-77.0017923,,,3,POINT (-77.00179230000001 -12.095116)
419481865,-12.094826,-77.0000409,,,4,POINT (-77.0000409 -12.094826)
419481866,-12.0946751,-76.9993919,,,3,POINT (-76.99939190000001 -12.0946751)
419481867,-12.0945669,-76.9990932,,,4,POINT (-76.9990932 -12.0945669)
419481869,-12.0960494,-77.0000168,,,3,POINT (-77.0000168 -12.0960494)
419481871,-12.0962705,-77.0016285,,,4,POINT (-77.0016285 -12.0962705)
419481873,-12.0963706,-77.002311,,,4,POINT (-77.00231100000001 -12.0963706)
419481874,-12.0957112,-77.0017079,,,3,POINT (-77.0017079 -12.0957112)
419481875,-12.0954776,-77.0000088,,,3,POINT (-77.0000088 -12.0954776)
419481876,-12.0968284,-77.0015494,,,3,POINT (-77.0015494 -12.0968284)
419481877,-12.0973251,-77.0014789,,,3,POINT (-77.0014789 -12.0973251)
419481879,-12.0978677,-77.0014019,,,4,POINT (-77.0014019 -12.0978677)
419481882,-12.1000544,-77.0010917,,,3,POINT (-77.0010917 -12.1000544)
419481883,-12.100649,-77.0010073,,,3,POINT (-77.0010073 -12.100649)
