index1;u;v;wazeinfo
389426;9998715269;5202650111;(0.15, 0.108)
125511;548734321;3023741338;(0.0, 0.0)
188860;1342138658;1342138366;(-1, -1)
48356;3016828199;1745661414;(-1, -1)
329019;1757279095;1757095428;(0.9666666666666667, 0.192)
125516;548736076;316802714;(0.0, 0.0)
389433;10039973381;10039973382;(0.0, 0.006)
329025;1757279100;1757279072;(0.11666666666666667, 0.053)
250329;2974860564;411852333;(0.0, 0.001)
125530;548738351;548738100;(0.1, 0.053)
389442;10040016303;11001317688;(0.05, 0.037)
329031;1757279109;1617053865;(0.23333333333333334, 0.062)
329033;1757279115;1757279045;(-1, -1)
125555;548742773;309581436;(0.15, 0.05)
389443;10040016303;10040056945;(0.5833333333333334, 0.24)
188864;1342138660;1342138227;(0.0, 0.003)
188867;1342138663;1979407310;(-1, -1)
48357;3016828199;3016828189;(-1, -1)
329034;1757279115;1757279237;(0.03333333333333333, 0.006)
125557;548744434;494493621;(4.25, 0.247)
48359;3016828207;5494640047;(-1, -1)
389445;10040016305;11001317681;(0.18333333333333332, 0.106)
329039;1757279117;1757279225;(0.2, 0.085)
125580;548772802;306319334;(0.0, 0.0)
125588;548807060;1175765831;(-1, -1)
389450;10040016310;10040016314;(0.05, 0.037)
389464;10040056941;11001317681;(-1, -1)
250330;2974860565;411934904;(0.0, 0.001)
389480;10040068711;10040080420;(0.0, 0.009)
250331;2974860565;411934844;(-1, -1)
48369;3036095588;3718874765;(0.0, 0.002)
329042;1757279119;1757279129;(0.2833333333333333, 0.041)
389482;10040080420;1814819773;(0.06666666666666667, 0.016)
250339;2978070746;1383676893;(0.0, 0.001)
250348;2978070749;2978070750;(-1, -1)
250352;2978070751;9257783862;(0.35, 0.063)
250359;2979465984;5017053446;(0.016666666666666666, 0.009)
188869;1342138664;4315098988;(0.0, 0.001)
389492;10040112723;1814820947;(0.0, 0.001)
125642;549107324;273349266;(0.016666666666666666, 0.031)
389496;10040112731;1814821140;(0.016666666666666666, 0.01)
48381;3048155835;1524458640;(0.0, 0.0)
125656;550856391;847686717;(-1, -1)
250363;2979465985;2979465988;(0.05, 0.017)
389497;10040112731;10040112732;(-1, -1)
48385;3048155838;3048155842;(0.0, 0.001)
389506;10040112736;10040112739;(0.21666666666666667, 0.116)
250364;2979465985;1571276127;(0.1, 0.04)
48395;3048155841;1273876489;(0.35, 0.104)
48400;3048155842;5494781143;(-1, -1)
329044;1757279121;1757279213;(0.16666666666666666, 0.051)
125710;563839256;257946636;(0.0, 0.001)
329046;1757279121;1756940724;(0.21666666666666667, 0.093)
48406;3054470713;1273875518;(0.1, 0.053)
250376;2979536521;1755030421;(0.0, 0.0)
125714;563839258;563839257;(0.0, 0.003)
250392;2979667922;2979667923;(-1, -1)
250405;2980070199;2534603176;(0.016666666666666666, 0.018)
250414;2980072805;1359114199;(0.06666666666666667, 0.027)
250419;2980077287;1381396012;(0.0, 0.0)
250434;2980267495;2795024433;(0.016666666666666666, 0.002)
188877;1342138668;10722433622;(0.0, 0.006)
389510;10040112737;10040112736;(0.4166666666666667, 0.209)
188881;1342138674;1342138940;(0.06666666666666667, 0.039)
188886;1342138680;1342138849;(0.16666666666666666, 0.038)
48408;3054470713;1752585678;(0.0, 0.0)
250437;2980275446;316633867;(0.0, 0.0)
329047;1757279122;1757279194;(0.15, 0.05)
48425;3054476050;3054476051;(0.0, 0.0)
48446;3063599629;1746075815;(-1, -1)
188910;1342138709;1342750019;(0.06666666666666667, 0.05)
188915;1342138720;1342138920;(0.08333333333333333, 0.031)
188919;1342138721;1342138658;(-1, -1)
188925;1342138725;1975410526;(0.0, 0.0)
250444;2980291204;1359114990;(0.18333333333333332, 0.064)
250449;2981980783;10836175489;(-1, -1)
250466;2985506543;3978868743;(0.0, 0.027)
389521;10040112745;10040112744;(0.016666666666666666, 0.014)
389541;10040112766;10040112762;(-1, -1)
125720;563843251;563843254;(0.8, 0.16)
250470;2986053103;1343053218;(4.716666666666667, 2.498)
125818;568970467;568970468;(0.31666666666666665, 0.107)
48465;3063599740;3063599741;(0.15, 0.079)
125841;568970497;568970468;(0.0, 0.002)
125842;568970497;306072695;(-1, -1)
48475;3063599744;4286607564;(0.016666666666666666, 0.005)
329064;1757279142;1757279315;(0.4, 0.154)
250473;2986134221;1273450213;(0.0, 0.0)
329066;1757279148;1757279068;(0.26666666666666666, 0.113)
188929;1342138729;1342138578;(0.0, 0.0)
250477;2986134226;4395576101;(-1, -1)
125870;582805023;912508024;(0.0, 0.002)
250478;2986134226;1273645045;(0.016666666666666666, 0.005)
188943;1342138757;1342138304;(0.016666666666666666, 0.003)
125885;582805033;4397682623;(0.0, 0.004)
188946;1342138768;1342138401;(-1, -1)
250482;2986134338;1273625420;(-1, -1)
125890;582805039;888357995;(-1, -1)
250484;2986134343;4235881157;(0.0, 0.0)
125897;589642569;589642572;(-1, -1)
125898;589642569;2722622167;(-1, -1)
125899;589642572;650001634;(0.0, 0.007)
389552;10040112780;10040112766;(0.0, 0.0)
329079;1757279157;1757279071;(0.26666666666666666, 0.133)
250489;2986134349;1273609780;(1.1166666666666667, 0.114)
48479;3063599745;1746921119;(0.0, 0.0)
250501;2987037508;416635664;(0.11666666666666667, 0.023)
125902;589642608;589642569;(-1, -1)
250506;2990005030;2833725838;(-1, -1)
188949;1342138774;1342138346;(0.0, 0.003)
250510;2990005231;1753892022;(-1, -1)
125904;589642628;650001532;(1.0166666666666666, 0.07)
188962;1342138793;1979407170;(0.16666666666666666, 0.054)
125934;590623740;590623973;(-1, -1)
389595;10040121789;10904528811;(0.2833333333333333, 0.192)
188965;1342138799;1342138980;(0.0, 0.0)
389599;10040123848;1814820061;(0.0, 0.002)
329080;1757279157;1757279222;(0.13333333333333333, 0.04)
188973;1342138814;1342138650;(0.08333333333333333, 0.038)
329081;1757279175;1757279085;(0.03333333333333333, 0.011)
48494;3081095196;2910190235;(0.0, 0.002)
250525;2990081476;1753892089;(0.0, 0.0)
250535;2990124458;411307550;(0.0, 0.0)
250545;2990185989;10864180817;(0.5666666666666667, 0.249)
125959;593898339;607235639;(0.0, 0.001)
188995;1342138832;824243282;(0.0, 0.0)
188998;1342138833;1342138668;(0.11666666666666667, 0.034)
48505;3106070356;5079950541;(0.016666666666666666, 0.025)
329085;1757279180;1757279201;(0.08333333333333333, 0.039)
189000;1342138833;4054000240;(-1, -1)
48516;3106070363;5079950531;(0.3333333333333333, 0.05)
389600;10040123848;1814820019;(0.35, 0.089)
189001;1342138835;1342138597;(-1, -1)
48526;3106070367;5079950534;(-1, -1)
250547;2990212248;5463180066;(0.5333333333333333, 0.135)
125966;593898345;593898363;(0.0, 0.002)
48534;3107395002;3107394994;(0.13333333333333333, 0.097)
250549;2990330535;4331776150;(-1, -1)
48542;3107395014;3107395015;(-1, -1)
250573;2991846353;1063807328;(0.48333333333333334, 0.098)
48552;3107395018;3107812890;(-1, -1)
250583;2998697291;2998697290;(0.16666666666666666, 0.051)
48554;3107395021;3107395018;(-1, -1)
329100;1757279207;1757279240;(0.25, 0.065)
48562;3107395026;3107812626;(0.0, 0.0)
189006;1342138837;1342138670;(0.0, 0.0)
329105;1757279213;1757279277;(0.25, 0.085)
189007;1342138840;1342138408;(0.0, 0.0)
250610;3016813160;2931337830;(0.16666666666666666, 0.053)
389602;10040123849;1814820457;(0.13333333333333333, 0.052)
125969;593898346;4041852019;(0.03333333333333333, 0.021)
125970;593898347;4331493647;(0.0, 0.002)
48575;3107395038;3107395040;(0.36666666666666664, 0.098)
48577;3107395038;3107395036;(-1, -1)
125980;593898366;2726174142;(1.15, 0.161)
126002;593898382;548734808;(-1, -1)
189035;1342138865;1342749873;(0.0, 0.001)
126011;593898399;5818344733;(1.0833333333333333, 0.172)
126015;593898417;4041852033;(0.03333333333333333, 0.046)
126033;593974684;593974691;(0.0, 0.002)
389610;10040123855;1814820886;(0.0, 0.0)
389648;10040436774;7012786054;(0.75, 0.157)
250613;3016813161;3016813159;(0.31666666666666665, 0.211)
329110;1757279221;1757279198;(0.18333333333333332, 0.077)
48587;3107395065;3107395053;(0.05, 0.034)
389673;10056852440;10904210707;(0.5, 0.21)
48588;3107395067;3107395065;(0.05, 0.028)
189044;1342138873;1342750048;(0.0, 0.002)
189049;1342138876;9115924908;(-1, -1)
389696;10087426198;3918957463;(0.06666666666666667, 0.024)
126034;593974684;593974683;(-1, -1)
126044;593974689;912507979;(0.0, 0.0)
329131;1757279235;1757279207;(0.15, 0.056)
126055;599281187;1381308667;(-1, -1)
250641;3016828165;838231854;(0.016666666666666666, 0.008)
126065;599281347;599281346;(0.23333333333333334, 0.194)
48592;3107395069;3107395071;(0.16666666666666666, 0.047)
48604;3107395082;3107814240;(0.05, 0.03)
126090;599284508;4336193223;(0.06666666666666667, 0.011)
126111;599287162;1316929283;(0.0, 0.001)
389700;10087476854;10087476855;(0.0, 0.001)
389709;10087532762;1756285302;(0.65, 0.159)
189059;1342138892;1342138665;(0.06666666666666667, 0.037)
48610;3107395084;3107395082;(0.0, 0.002)
329139;1757279240;1757279257;(0.06666666666666667, 0.026)
48613;3107395085;3107813985;(0.11666666666666667, 0.088)
329150;1757279255;1757279220;(-1, -1)
126123;599287281;4332836777;(0.0, 0.002)
126125;599287283;3737948885;(-1, -1)
329167;1757279264;1757279255;(0.0, 0.002)
250643;3016832542;1256325859;(0.0, 0.0)
389713;10087560190;10087560191;(0.06666666666666667, 0.008)
189084;1342138919;1979407206;(0.0, 0.0)
48617;3107395086;3107814339;(0.08333333333333333, 0.028)
189098;1342138937;1342912438;(0.0, 0.001)
48631;3107395121;3107395117;(-1, -1)
329171;1757279265;1757279227;(0.016666666666666666, 0.006)
48636;3107395122;3107975233;(0.0, 0.005)
329183;1757279268;1757279359;(0.08333333333333333, 0.028)
329187;1757279272;1757279190;(0.21666666666666667, 0.089)
329189;1757279272;1757279256;(0.03333333333333333, 0.018)
389714;10087560190;273353463;(0.06666666666666667, 0.111)
189099;1342138939;1342138539;(0.6166666666666667, 0.116)
250644;3016832542;1241378441;(0.15, 0.035)
126166;599288800;4368692794;(0.0, 0.0)
329192;1757279275;1757279227;(0.0, 0.001)
48649;3107395127;3107395232;(0.26666666666666666, 0.121)
126167;599288800;599288801;(0.1, 0.051)
329194;1757279277;1757279297;(0.3, 0.104)
126181;599289764;599289765;(-1, -1)
48665;3107812485;3107395008;(0.05, 0.047)
250651;3017296021;3017296021;(0.0, 0.0)
126186;599289767;848387271;(-1, -1)
389721;10088186510;10088186511;(0.0, 0.001)
389722;10088186510;1759542491;(0.13333333333333333, 0.024)
189100;1342138939;1342138793;(0.0, 0.001)
389723;10088186510;5057325960;(-1, -1)
329195;1757279277;1757279213;(0.0, 0.0)
48669;3107812503;3107812535;(0.15, 0.099)
48675;3107812563;3107395018;(-1, -1)
329202;1757279282;10996582356;(0.0, 0.007)
329205;1757279283;1757095554;(0.38333333333333336, 0.157)
189103;1342138940;3396901446;(0.1, 0.041)
389725;10088186511;1759542795;(0.7166666666666667, 0.601)
250655;3021475228;632179384;(0.0, 0.001)
126223;603757900;847513953;(0.0, 0.001)
389735;10090986404;10090986405;(0.6, 0.158)
126236;603757919;603757906;(0.3333333333333333, 0.085)
389745;10090986407;10090986403;(0.5666666666666667, 0.173)
126286;605041167;606182728;(-1, -1)
250661;3021491915;4341864681;(0.0, 0.002)
389761;10107635041;8126708285;(0.25, 0.129)
126298;605041188;605041187;(1.5, 0.225)
250667;3021602696;3021602699;(0.0, 0.002)
250668;3021602696;4396322739;(-1, -1)
189105;1342138941;1342138381;(0.0, 0.002)
329206;1757279284;8451892255;(0.31666666666666665, 0.105)
329212;1757279285;1757279264;(-1, -1)
48701;3107812905;3107812924;(0.11666666666666667, 0.091)
126326;605041323;548745148;(0.11666666666666667, 0.009)
126340;605673340;605673847;(0.0, 0.001)
189107;1342138941;1342138371;(0.0, 0.002)
126346;605673355;606937333;(-1, -1)
250673;3022712753;3022712756;(0.06666666666666667, 0.028)
389764;10107635041;10107635040;(0.0, 0.0)
48703;3107812905;3107395035;(0.05, 0.041)
329214;1757279288;1757279336;(0.0, 0.003)
329217;1757279291;1757279285;(0.0, 0.0)
126380;605673529;605673613;(0.0, 0.002)
250674;3022712756;4408360796;(0.06666666666666667, 0.02)
329230;1757279297;1757279277;(-1, -1)
48705;3107812924;3107813153;(0.13333333333333333, 0.098)
329236;1757279300;1757279321;(0.25, 0.076)
329239;1757279305;1757279347;(-1, -1)
329242;1757279308;1758293277;(-1, -1)
250675;3022712756;3022712753;(0.0, 0.0)
189110;1342138948;1342138309;(0.05, 0.024)
48712;3107813175;3107813153;(0.05, 0.039)
48718;3107813765;3107813817;(-1, -1)
48740;3107975265;3107975013;(-1, -1)
189122;1342138959;1342139171;(0.03333333333333333, 0.007)
126412;605673704;605675014;(0.4666666666666667, 0.039)
126429;605673864;605673847;(0.35, 0.118)
329243;1757279308;1757279284;(0.0, 0.001)
126430;605673864;605673345;(-1, -1)
126530;606182732;606182782;(0.3333333333333333, 0.11)
389780;10107635045;10107635044;(0.08333333333333333, 0.025)
126562;606182808;605673311;(0.0, 0.003)
389788;10107635047;10107635046;(-1, -1)
389789;10107635048;8462826748;(0.26666666666666666, 0.139)
189125;1342138960;824253414;(0.0, 0.001)
189128;1342138965;1342139068;(0.0, 0.001)
48750;3107975365;8239536978;(0.9666666666666667, 0.391)
189129;1342138965;4351779144;(1.05, 0.157)
250680;3023386390;4137699169;(0.0, 0.0)
250683;3023386393;7185511955;(-1, -1)
48756;3107975381;3107975415;(0.0, 0.005)
389800;10107635051;8126708276;(0.25, 0.129)
126571;606182822;10705247420;(0.016666666666666666, 0.003)
250687;3023386397;486243992;(0.13333333333333333, 0.009)
389801;10107635051;8126706279;(0.11666666666666667, 0.129)
250688;3023386397;10722544722;(0.0, 0.001)
329266;1757279324;1757279364;(0.15, 0.047)
250692;3023386405;3023386408;(-1, -1)
389839;10115396716;2489958553;(0.0, 0.004)
126575;606182859;10964552479;(0.08333333333333333, 0.028)
48775;3107975410;3107975634;(0.5333333333333333, 0.204)
329281;1757279332;1757279347;(0.0, 0.0)
189135;1342138987;1342138642;(0.0, 0.0)
189141;1342138991;1342749871;(0.1, 0.052)
126583;606182866;606182863;(0.0, 0.002)
189150;1342139002;1342139062;(0.0, 0.002)
189160;1342139012;4110157877;(0.0, 0.001)
126591;606936956;606936957;(0.36666666666666664, 0.135)
389843;10115692062;10115692061;(0.0, 0.005)
189171;1342139021;1342138993;(0.23333333333333334, 0.052)
189172;1342139021;1342138366;(-1, -1)
126661;606937043;606937048;(0.0, 0.0)
250695;3023386411;486231088;(0.016666666666666666, 0.01)
48779;3107975415;3107975381;(0.05, 0.037)
389847;10115692065;5027428006;(0.016666666666666666, 0.01)
48780;3107975419;3107975396;(0.18333333333333332, 0.066)
389850;10115692068;10115692073;(0.06666666666666667, 0.037)
389853;10115692069;5027428074;(-1, -1)
48796;3107975639;8239536996;(0.016666666666666666, 0.022)
126679;606937050;606937051;(0.0, 0.0)
389878;10115692079;10115692069;(-1, -1)
48799;3107975649;8239536986;(0.4166666666666667, 0.279)
48806;3107975655;3107975419;(0.5166666666666667, 0.224)
189183;1342139024;4319956606;(0.5166666666666667, 0.151)
329287;1757279336;8797151746;(0.2, 0.069)
48808;3107975666;3107975639;(0.016666666666666666, 0.016)
126680;606937051;380936070;(0.0, 0.0)
189187;1342139026;1342138992;(0.48333333333333334, 0.248)
48810;3107975666;8239536988;(0.0, 0.0)
189196;1342139031;1342138313;(0.016666666666666666, 0.036)
189214;1342139049;1342139026;(-1, -1)
48813;3107975675;3107975654;(0.35, 0.235)
389881;10115692080;10115692081;(0.06666666666666667, 0.04)
250713;3023734530;257943482;(0.0, 0.001)
126684;606937053;606937035;(0.21666666666666667, 0.046)
189217;1342139051;1342138980;(0.08333333333333333, 0.037)
189234;1342139069;1342750003;(0.0, 0.001)
389896;10115692102;10115692107;(0.4, 0.282)
329303;1757279345;1757279393;(0.21666666666666667, 0.047)
389907;10115713549;5027405124;(0.0, 0.0)
389911;10115713701;5483426548;(1.1, 0.091)
48820;3107975689;3107975688;(0.4166666666666667, 0.289)
250716;3023740122;3023740130;(0.0, 0.001)
126754;606937114;606937115;(0.2, 0.062)
189242;1342139080;4356558647;(0.0, 0.001)
126787;606937253;606937318;(-1, -1)
189248;1342139091;1342139031;(0.0, 0.0)
126809;606937316;606937339;(0.3, 0.157)
48836;3165354636;5058602838;(0.16666666666666666, 0.044)
48850;3170851412;3170851448;(-1, -1)
48853;3170851413;2145114482;(-1, -1)
329304;1757279345;1757279330;(0.0, 0.0)
389912;10115713702;11002567775;(0.35, 0.178)
329306;1757279345;1757279281;(0.0, 0.001)
189262;1342139104;1342138823;(0.23333333333333334, 0.096)
250721;3023740130;4331215850;(0.03333333333333333, 0.033)
250752;3035076856;3063501882;(0.0, 0.0)
189263;1342139110;824237687;(0.18333333333333332, 0.032)
189274;1342139124;824237821;(-1, -1)
250754;3035076857;3035076856;(1.2166666666666666, 0.111)
189275;1342139130;1342139143;(-1, -1)
250757;3035076863;821398709;(0.21666666666666667, 0.054)
189276;1342139130;10059818234;(0.0, 0.0)
189286;1342139138;1342138827;(-1, -1)
48854;3170851414;3170851418;(0.21666666666666667, 0.047)
329311;1757279348;1757279312;(0.0, 0.0)
329315;1757279349;1757279375;(0.0, 0.0)
126850;606937336;606937337;(0.0, 0.0)
189288;1342139141;1343053429;(0.0, 0.0)
126856;606937338;639103465;(0.13333333333333333, 0.054)
126857;606937339;606937106;(0.0, 0.001)
126860;606937339;606937326;(0.4166666666666667, 0.042)
48867;3170851418;3170851414;(0.0, 0.005)
126868;606937343;606937345;(-1, -1)
126880;606937347;606937335;(-1, -1)
126918;607232993;607232989;(-1, -1)
126923;607233015;607233032;(0.0, 0.0)
389933;10115713748;5120654368;(0.35, 0.234)
189297;1342139148;1343053458;(0.0, 0.003)
250764;3035972001;3035972002;(0.0, 0.0)
250773;3036360882;5835210955;(0.7166666666666667, 0.453)
389937;10115713751;10115713752;(0.35, 0.244)
389945;10115713753;10115713751;(1.6333333333333333, 0.645)
48874;3170851420;3170857981;(0.23333333333333334, 0.118)
48895;3170851443;3170857976;(0.0, 0.0)
389946;10115713876;4288636874;(0.5833333333333334, 0.089)
126944;607233104;607233094;(0.0, 0.0)
329318;1757279350;5145552821;(0.03333333333333333, 0.018)
126951;607233114;607233109;(0.2, 0.061)
250779;3038365363;4784711934;(0.016666666666666666, 0.012)
126952;607233114;607233091;(-1, -1)
250783;3038365396;1754948576;(0.0, 0.0)
48901;3170851448;3170851412;(0.016666666666666666, 0.004)
126954;607233118;607233114;(-1, -1)
250792;3042136182;9993760455;(-1, -1)
189319;1342139167;1273696920;(0.5166666666666667, 0.189)
389951;10164786768;10164786770;(0.03333333333333333, 0.025)
389952;10164786770;2489958517;(0.03333333333333333, 0.03)
389957;10164786774;2489958364;(-1, -1)
126961;607233153;607233335;(0.0, 0.003)
250795;3042136183;3042136180;(0.0, 0.0)
126962;607233153;607233401;(0.08333333333333333, 0.046)
189321;1342139168;1342138586;(0.21666666666666667, 0.049)
126969;607233168;607233309;(-1, -1)
126987;607233273;607233176;(0.0, 0.0)
329320;1757279352;1757279358;(0.0, 0.002)
48911;3170856707;3170856710;(0.0, 0.004)
250798;3042136184;2728252150;(0.0, 0.0)
389964;10164786778;11000935932;(0.1, 0.052)
329326;1757279354;1757279368;(0.0, 0.004)
389977;10164786782;2724333901;(0.08333333333333333, 0.048)
389978;10164786782;10164786781;(-1, -1)
329329;1757279355;1757279369;(0.38333333333333336, 0.048)
250802;3042146033;317337076;(0.13333333333333333, 0.071)
389980;10164786783;2489958618;(-1, -1)
329365;1757279369;1757279355;(-1, -1)
389984;10164786788;2724333901;(-1, -1)
329366;1757279369;1757279386;(-1, -1)
389987;10164786789;10164786790;(0.0, 0.002)
126999;607233321;10938677012;(0.13333333333333333, 0.046)
389990;10164786790;2489958613;(0.016666666666666666, 0.025)
189324;1342139171;1342138833;(0.5666666666666667, 0.105)
189329;1342749820;1342749961;(0.21666666666666667, 0.051)
189332;1342749822;1975411135;(0.0, 0.001)
389996;10164786791;10164786772;(0.1, 0.099)
329378;1757279378;1757279361;(0.1, 0.056)
390007;10164786798;10164786797;(0.11666666666666667, 0.105)
390013;10164786799;2488566193;(0.08333333333333333, 0.047)
390018;10164786801;10164786800;(-1, -1)
390019;10164867769;7357001847;(-1, -1)
48923;3170856712;3170856714;(0.15, 0.045)
390033;10164867782;2453195653;(0.06666666666666667, 0.052)
250828;3052959430;3265187279;(0.25, 0.038)
250831;3052963560;4395594482;(0.11666666666666667, 0.037)
329396;1757279387;1757279367;(0.31666666666666665, 0.064)
48945;3170857965;3170851457;(0.1, 0.035)
48949;3170857971;7058722036;(0.016666666666666666, 0.003)
48953;3170857976;3170851444;(0.016666666666666666, 0.005)
48960;3170857981;3170857980;(-1, -1)
127014;607233405;605041266;(0.5, 0.056)
189337;1342749823;1342749980;(0.0, 0.0)
48970;3222001509;1746022155;(0.45, 0.187)
189339;1342749824;1342749874;(-1, -1)
48978;3222001511;1273631338;(0.5, 0.058)
189353;1342749831;1342750002;(0.4166666666666667, 0.117)
250833;3054465074;472203351;(0.016666666666666666, 0.001)
189355;1342749833;1342749886;(-1, -1)
250837;3063479185;2887217911;(-1, -1)
189356;1342749833;1342749986;(-1, -1)
250847;3063500475;5489434851;(-1, -1)
189359;1342749835;1342138678;(0.23333333333333334, 0.122)
250859;3063501880;3063501881;(0.43333333333333335, 0.065)
250884;3063501889;3063501890;(-1, -1)
329407;1757279393;1757279504;(0.4666666666666667, 0.128)
390044;10164867788;10164867789;(0.0, 0.004)
329420;1757279397;5735039171;(0.0, 0.004)
390072;10164867803;5042009235;(-1, -1)
329430;1757279403;5735039643;(-1, -1)
48986;3222001522;11028931475;(1.2, 0.263)
329432;1757279407;1757279448;(0.18333333333333332, 0.096)
250885;3063501890;3063501893;(0.0, 0.0)
189361;1342749838;1342750054;(0.18333333333333332, 0.052)
127027;607233477;607232862;(0.3333333333333333, 0.138)
329433;1757279407;1757279455;(0.0, 0.002)
127065;607233846;592287414;(0.0, 0.0)
390082;10164906046;9888594633;(6.583333333333333, 2.557)
127084;607233956;607233687;(-1, -1)
329438;1757279410;1757279367;(-1, -1)
390087;10164906049;10164906055;(-1, -1)
329439;1757279410;1757279444;(-1, -1)
390092;10164906065;10164867803;(0.0, 0.003)
329448;1757279414;1757279382;(0.25, 0.046)
390103;10221881135;10221881140;(2.1, 0.742)
390108;10221881139;10221881135;(-1, -1)
329450;1757279414;1617053910;(0.36666666666666664, 0.115)
48990;3222001524;3222001526;(0.0, 0.0)
48992;3222001526;3222001531;(-1, -1)
390112;10221881140;10221881135;(1.75, 0.754)
48999;3222001528;1752556127;(-1, -1)
49008;3222001531;1746054510;(-1, -1)
49022;3222001542;3222001541;(0.03333333333333333, 0.03)
250892;3063501892;4083062357;(0.03333333333333333, 0.003)
390122;10221881146;10221881145;(0.0, 0.003)
189384;1342749849;1342750007;(0.23333333333333334, 0.035)
390127;10221881147;5120653945;(0.11666666666666667, 0.056)
189397;1342749854;1975411206;(1.05, 0.212)
250898;3063501896;3063501902;(0.6666666666666666, 0.075)
390129;10221881148;5120653943;(-1, -1)
390134;10221881159;10221881161;(0.08333333333333333, 0.041)
390137;10221881161;10221881159;(-1, -1)
49026;3222001553;3222001558;(0.0, 0.002)
127127;607234357;607234353;(0.0, 0.0)
49036;3222001556;2974719138;(0.0, 0.0)
189398;1342749855;1342750070;(0.0, 0.0)
329462;1757279422;1757279402;(0.016666666666666666, 0.005)
250900;3063501896;3063501898;(0.0, 0.001)
329479;1757279432;5072151216;(0.0, 0.0)
250935;3063501917;1487316162;(-1, -1)
329483;1757279434;1757279421;(0.0, 0.004)
189408;1342749859;1342750032;(0.08333333333333333, 0.034)
329484;1757279435;1757279411;(-1, -1)
189427;1342749868;1342749934;(0.0, 0.004)
329489;1757279438;1757279439;(-1, -1)
329499;1757279442;1757279434;(-1, -1)
250939;3063530033;5742761781;(0.21666666666666667, 0.111)
250948;3063530044;1755091084;(-1, -1)
390145;10221881196;10221881202;(0.016666666666666666, 0.007)
49048;3222004361;3222004367;(0.0, 0.0)
127134;607234384;607234357;(0.0, 0.0)
390149;10221881201;10221881204;(0.06666666666666667, 0.036)
49049;3222004365;3222004366;(0.08333333333333333, 0.055)
49050;3222004365;3222004369;(-1, -1)
189431;1342749869;1342749842;(0.13333333333333333, 0.034)
390152;10221881202;10221881208;(0.016666666666666666, 0.007)
250953;3063530045;4285036089;(0.7333333333333333, 0.111)
127186;607235317;607235008;(0.31666666666666665, 0.121)
250956;3063530046;4285036091;(0.0, 0.0)
127206;607235479;607235493;(0.0, 0.003)
127232;607235646;4331445424;(-1, -1)
127239;607235986;593898366;(-1, -1)
189443;1342749873;1342750077;(0.0, 0.0)
329507;1757279446;1757279412;(0.0, 0.002)
329508;1757279446;1757279482;(0.15, 0.082)
329512;1757279448;1757279407;(0.0, 0.001)
329518;1757279450;1757279459;(0.15, 0.047)
49057;3222004367;3222004372;(0.0, 0.002)
189447;1342749874;1342749824;(0.06666666666666667, 0.04)
127243;607236026;607236032;(1.6833333333333333, 0.195)
189452;1342749877;1342750059;(0.0, 0.001)
189453;1342749877;1342750027;(-1, -1)
390162;10221881206;10221881207;(0.0, 0.009)
250957;3063530048;1755091096;(0.0, 0.0)
250958;3063530048;1755091110;(0.2, 0.057)
250981;3063628831;1273835345;(0.0, 0.0)
250991;3063638280;273412517;(0.25, 0.096)
127247;607236032;607236334;(0.0, 0.0)
189456;1342749879;1342750038;(0.26666666666666666, 0.055)
127248;607236032;607236328;(-1, -1)
329525;1757279452;1758293374;(0.06666666666666667, 0.052)
189461;1342749885;1342749901;(-1, -1)
250997;3063648302;6014081965;(0.1, 0.011)
49058;3222004369;3222004370;(0.08333333333333333, 0.026)
329534;1757279457;10996582351;(0.0, 0.0)
250998;3063663176;4356685703;(0.0, 0.0)
251011;3081180668;1273836383;(-1, -1)
127250;607236043;317338180;(0.0, 0.002)
127259;607236061;607236114;(0.0, 0.003)
127264;607236072;607236067;(-1, -1)
127275;607236328;607236032;(0.0, 0.0)
390182;10221881217;10221881213;(0.016666666666666666, 0.008)
390183;10221881217;10221881210;(0.4, 0.047)
390185;10221881217;10221881215;(0.35, 0.127)
189471;1342749888;1342749963;(0.0, 0.0)
189474;1342749890;1342749932;(-1, -1)
189506;1342749903;1342749945;(0.11666666666666667, 0.042)
189513;1342749905;1342750005;(-1, -1)
251012;3081188977;1302813069;(0.21666666666666667, 0.038)
49065;3222004371;3222004372;(0.15, 0.046)
49094;3258899654;1570775314;(-1, -1)
390196;10234461371;10234461372;(0.26666666666666666, 0.104)
390219;10245786855;3272460621;(0.03333333333333333, 0.018)
189514;1342749907;1342750042;(0.15, 0.035)
127295;608330178;608330265;(0.0, 0.0)
127314;608340082;608345995;(0.0, 0.0)
329547;1757279462;10917745297;(0.45, 0.139)
251018;3102649435;108183456;(0.0, 0.002)
251020;3102649439;108183453;(0.016666666666666666, 0.002)
251024;3102649447;3102649442;(-1, -1)
251035;3102660641;140342734;(0.0, 0.0)
251039;3102738014;885930836;(-1, -1)
189515;1342749907;1342749999;(0.16666666666666666, 0.035)
251045;3104396894;263392066;(0.0, 0.002)
189516;1342749907;1342749899;(-1, -1)
251047;3107394696;2381104253;(-1, -1)
251052;3107394713;3107394716;(-1, -1)
189519;1342749910;1342139074;(0.0, 0.0)
189527;1342749917;1342750070;(-1, -1)
251053;3107394725;3107394713;(-1, -1)
189540;1342749926;1979407335;(0.23333333333333334, 0.091)
390222;10247609808;1831121665;(0.25, 0.128)
189553;1342749934;1342749992;(0.0, 0.0)
189563;1342749941;1342749883;(-1, -1)
189567;1342749945;1342750046;(-1, -1)
