osmid,y,x,highway,street_count,ref,geometry,bank_amenity,bank_node,bank_dist,courthouse_amenity,courthouse_node,courthouse_dist,hospital_amenity,hospital_node,hospital_dist,marketplace_amenity,marketplace_node,marketplace_dist,police_amenity,police_node,police_dist,school_amenity,school_node,school_dist,university_amenity,university_node,university_dist
5718484978,-12.0894602,-76.9072531,,1,,POINT (-76.90725310000001 -12.0894602),437671565,4354635923,2573.27,3949420739,1024451887,9927.807999999999,835415398,1574755800,8056.727000000002,375577643,1574303605,2627.0739999999996,319119324,1273954349,4122.223,360057352,4053998978,1778.7880000000005,623543488,4368442303,2460.5170000000003
5718484979,-12.0897183,-76.9066911,,3,,POINT (-76.9066911 -12.0897183),437671565,4354635923,2505.7599999999998,3949420739,1024451887,9860.298,835415398,1574755800,7989.217000000002,375577643,1574303605,2559.5639999999994,375577638,4354635953,2617.4239999999995,360057352,4053998978,1711.2780000000002,623543488,4368442303,2393.007
5718484991,-12.0907275,-76.9069964,,3,,POINT (-76.9069964 -12.0907275),437671565,4354635923,2394.154,3949420739,1024451887,9748.692,835415398,1574755800,7877.611000000002,375577643,1574303605,2447.9579999999996,375577638,4354635953,2505.8179999999998,5596882254,5718484941,370.522,623543488,4368442303,2281.4010000000003
5718484992,-12.0902721,-76.9083261,,1,,POINT (-76.9083261 -12.0902721),4354534606,4354530252,4102.6810000000005,3949420739,1024451887,9902.342,835415398,1574755800,8031.261000000002,375577643,1574303605,2601.6079999999997,319119324,1273954349,4096.7570000000005,5596884683,440219649,2326.5240000000003,623543488,4368442303,2435.0510000000004
5718485016,-12.0833333,-76.927669,,3,,POINT (-76.92766899999999 -12.0833333),4551279491,5718485019,82.321,3949420739,1024451887,5275.022999999998,835415398,1574755800,3403.9419999999996,617902202,6838497431,4073.1979999999994,319119324,1273954349,1531.1830000000002,5597063593,804478636,207.75899999999996,474927406,430555056,2700.988
5718485017,-12.0833747,-76.9277739,,3,,POINT (-76.92777390000001 -12.0833747),4551279491,5718485019,94.621,3949420739,1024451887,5287.3229999999985,835415398,1574755800,3416.2419999999997,617902202,6838497431,4085.4979999999987,319119324,1273954349,1543.4830000000002,5597063593,804478636,195.45899999999997,474927406,430555056,2713.288
5718485018,-12.0827624,-76.9278895,,3,,POINT (-76.92788950000001 -12.0827624),4551279491,5718485019,14.463,3949420739,1024451887,5207.164999999998,835415398,1574755800,3336.0839999999994,617902202,6838497431,4005.3399999999992,319119324,1273954349,1463.3250000000003,5597063593,804478636,277.30499999999995,474927406,430555056,2633.1299999999997
5718485019,-12.0828149,-76.9280112,,3,,POINT (-76.9280112 -12.0828149),4551279491,5718485019,0.0,3949420739,1024451887,5221.627999999998,835415398,1574755800,3350.5469999999996,617902202,6838497431,4019.802999999999,319119324,1273954349,1477.7880000000002,5597063593,804478636,262.842,474927406,430555056,2647.5930000000003
5718485020,-12.0827653,-76.9312761,,3,,POINT (-76.93127610000001 -12.0827653),4368630377,3789484199,352.226,3949420739,1024451887,5089.958999999998,835415398,1574755800,3218.8779999999997,617902202,6838497431,3549.1719999999996,319119324,1273954349,1742.8770000000002,5597063593,804478636,471.936,474927406,430555056,2176.9620000000004
5718485021,-12.0828753,-76.9312783,,3,,POINT (-76.9312783 -12.0828753),4368630377,3789484199,339.99199999999996,3949420739,1024451887,5102.192999999998,835415398,1574755800,3231.1119999999996,617902202,6838497431,3561.406,319119324,1273954349,1730.643,5597063593,804478636,459.702,474927406,430555056,2189.1960000000004
