osmid,highway,street_count,ref,geometry,NN,NN_dist
108191739,,4,,POINT (-77.0259423 -12.1250987),108191739,0.0
108191740,traffic_signals,4,,POINT (-77.0244399 -12.1253462),108191740,0.0
108191741,traffic_signals,4,,POINT (-77.0238773 -12.12544),108191741,0.0
108191742,,3,,POINT (-77.0236512 -12.1254744),108191741,0.00022870192390178024
108191743,,4,,POINT (-77.02195020000001 -12.1257449),108191743,0.0
108191744,,4,,POINT (-77.02108010000001 -12.1258713),108191744,0.0
108191745,,4,,POINT (-77.0202573 -12.1260021),108191745,0.0
108191746,,4,,POINT (-77.0189541 -12.1262041),108191746,0.0
108191747,traffic_signals,4,,POINT (-77.0180886 -12.1263325),108191747,0.0
108193635,traffic_signals,4,,POINT (-77.0313429 -12.1224665),108193635,0.0
108193650,,3,,POINT (-77.03619620000001 -12.1275706),197656644,0.0008887425330234735
108201860,,3,,POINT (-77.03306310000001 -12.1313912),108183448,0.0031756642454826697
108235129,,3,,POINT (-77.03764459999999 -12.111242),262570744,0.0009008846374463403
108236192,,3,,POINT (-77.0370954 -12.1106816),262570985,0.0002840654326074112
108236195,,3,,POINT (-77.0369635 -12.1107177),262570985,0.00015173242897111307
108237805,,3,,POINT (-77.04265669999999 -12.1187153),108237805,0.0
108237806,,4,,POINT (-77.0423 -12.1178951),108237806,0.0
108237807,traffic_signals,5,,POINT (-77.0419527 -12.117077),108237807,0.0
108237808,,4,,POINT (-77.04154 -12.1161913),108237808,0.0
108237811,,3,,POINT (-77.04069869999999 -12.1151402),108237811,0.0
108237813,,4,,POINT (-77.0391178 -12.1131619),4266659697,0.001267319920142364
108237815,,4,,POINT (-77.038386 -12.112207),262570986,0.0016269552329434825
108238958,,3,,POINT (-77.04040980000001 -12.1189467),108238984,0.00017373396328961555
108238959,,3,,POINT (-77.0404059 -12.1190839),108238984,0.0003000289319359027
108238967,,3,,POINT (-77.0401177 -12.1193225),108238967,0.0
108238968,,3,,POINT (-77.03986380000001 -12.1192334),108238968,0.0
108238969,,3,,POINT (-77.0397871 -12.1190901),108238969,0.0
108238979,,3,,POINT (-77.04006680000001 -12.1186953),108238979,0.0
108238984,,3,,POINT (-77.04032530000001 -12.1187949),108238984,0.0
108240021,,3,,POINT (-77.0430877 -12.1189514),108240021,0.0
108240035,,3,,POINT (-77.042979 -12.1187455),3725508823,8.09139048577748e-05
114612758,,4,,POINT (-77.0238842 -12.1198672),114612758,0.0
114612786,,4,,POINT (-77.0229085 -12.1207291),4347446851,0.00013796209624351746
114612787,,4,,POINT (-77.0241243 -12.1198898),114612787,0.0
114612789,traffic_signals,4,,POINT (-77.0244505 -12.1196699),114612789,0.0
114612794,traffic_signals,4,,POINT (-77.02671549999999 -12.1191886),114612794,0.0
114612795,,3,,POINT (-77.0281999 -12.1191676),114612795,0.0
114612819,traffic_signals,3,,POINT (-77.0289092 -12.1190339),114612819,0.0
114612820,,4,,POINT (-77.02744610000001 -12.1190526),114612820,0.0
114612821,traffic_signals,4,,POINT (-77.02671309999999 -12.1190616),114612821,0.0
114613813,,3,,POINT (-77.03042670000001 -12.1226766),108193635,0.0009399810902274276
114615158,,3,,POINT (-77.0285148 -12.1337394),133915458,0.0009392882518093563
114615160,,3,,POINT (-77.0282715 -12.1338638),133915458,0.0008511919936174792
114615165,,3,,POINT (-77.0275108 -12.1348366),263642745,0.001207897893035617
114615166,,3,,POINT (-77.0274421 -12.1348968),263642745,0.0012102031441044421
114615167,,4,,POINT (-77.0268173 -12.135388),140342734,0.0012091177155285867
114615168,,3,,POINT (-77.0262967 -12.1357696),140342734,0.0013419016394658077
114615800,,3,,POINT (-77.027665 -12.1363991),140342734,0.00252848303336013
114615803,,3,,POINT (-77.0279175 -12.135806),263642745,0.0022277153431264404
133915457,,4,,POINT (-77.0284451 -12.1326694),133915458,0.0008629000231729498
133915458,,3,,POINT (-77.02775490000001 -12.1331873),133915458,0.0
133915459,,4,,POINT (-77.0276975 -12.1332325),133915459,0.0
133915461,,4,,POINT (-77.02676750000001 -12.1340251),263642745,0.00010798342465674144
133915462,,4,,POINT (-77.0261247 -12.1345327),140342734,0.00010857716149881974
133917817,,3,,POINT (-77.02444010000001 -12.1298991),3707030301,0.0008606633720672188
133917819,,3,,POINT (-77.02517090000001 -12.1306542),3707030301,0.0016732087765823848
133917821,,3,,POINT (-77.02518929999999 -12.1306724),3707030301,0.0016967639346688347
133917823,traffic_signals,4,,POINT (-77.0259696 -12.1314785),133915459,0.0024621442707567862
133917825,,4,,POINT (-77.0265576 -12.1320555),133915459,0.0016385057247372138
133918636,,3,,POINT (-77.0386891 -12.1235693),197656648,0.0029197405706600237
133918637,,3,,POINT (-77.0379918 -12.1239637),197656648,0.002148686680271035
133918641,,3,,POINT (-77.0371701 -12.124987),197656647,0.001284209893273052
133918643,,3,,POINT (-77.03695159999999 -12.1255516),197656646,0.0011456963035646182
133918645,,3,,POINT (-77.036706 -12.12601),197656646,0.0008033038901946628
133922975,,4,,POINT (-77.0326767 -12.1265317),133922977,0.0008576981345411533
133922977,,4,,POINT (-77.0323439 -12.1257412),133922977,0.0
133922980,,4,,POINT (-77.03173769999999 -12.1259895),133922980,0.0
133922981,,4,,POINT (-77.03143470000001 -12.1251748),133922980,0.0008692209672987881
133922983,,4,,POINT (-77.0305278 -12.1255409),133924286,0.0008666852773649321
133923278,,4,,POINT (-77.0320794 -12.1267725),133922980,0.0008543113542527067
133923937,,4,,POINT (-77.0320226 -12.124945),4407490067,0.0007950615384987508
133924286,,4,,POINT (-77.0307719 -12.1263725),133924286,0.0
133924945,,3,,POINT (-77.03096429999999 -12.1225533),108193635,0.00038842270788875
133925753,traffic_signals,4,,POINT (-77.0291778 -12.1229387),133925753,0.0
133926635,,4,,POINT (-77.0318652 -12.1300335),108183454,0.002079476866909055
133926637,,4,,POINT (-77.03173959999999 -12.1295972),108183455,0.0019937876717425595
133926638,,4,,POINT (-77.0315895 -12.1290726),108183456,0.001970740137603605
133926640,,4,,POINT (-77.0312914 -12.1280797),108183456,0.0017487492244415291
133926641,,4,,POINT (-77.0310126 -12.1272001),133924286,0.0008618922496430389
133927069,,4,,POINT (-77.033873 -12.1294593),263612200,0.001608159771287693
133927071,,4,,POINT (-77.03341210000001 -12.1283367),4073777906,0.0012912491393996094
133927073,,4,,POINT (-77.0330249 -12.1274273),263612203,0.0012596406670204018
133928355,,3,,POINT (-77.03309400000001 -12.1292077),263612200,0.0019819185881257435
133928358,,4,,POINT (-77.0324353 -12.127647),133922980,0.00179831921805172
133928867,,3,,POINT (-77.03362970000001 -12.1271997),263612203,0.0006134463057185479
133929689,,4,,POINT (-77.03399779999999 -12.1281013),4073777906,0.0006601268438834399
133929690,,4,,POINT (-77.0328334 -12.1285657),4073777906,0.001913597327030615
133929693,,4,,POINT (-77.0289839 -12.1301212),108183454,0.0008059555446758422
133929694,,4,,POINT (-77.0282715 -12.1304317),108183454,0.0015429508384850947
133929695,,4,,POINT (-77.0275489 -12.1307119),108183453,0.0022891334277468614
133929697,,4,,POINT (-77.026979 -12.1309345),133915458,0.0023826725855660247
133930107,,4,,POINT (-77.0269596 -12.1319122),133915458,0.0015027914359647702
133930108,,4,,POINT (-77.02763590000001 -12.1316413),133915458,0.0015505731198487888
133930110,,4,,POINT (-77.02832290000001 -12.131375),108183448,0.0015650233608426871
133930111,,4,,POINT (-77.0290518 -12.1310876),108183453,0.0008342638491513971
133930363,,3,,POINT (-77.033699 -12.1290176),263612200,0.0013849010433911403
133933005,,3,,POINT (-77.0247572 -12.1219562),133933005,0.0
133933007,,4,,POINT (-77.0239222 -12.1217685),133933005,0.000855836602390659
133933009,,4,,POINT (-77.0230385 -12.1215475),386837779,0.000803184785715922
133933273,traffic_signals,4,,POINT (-77.0247222 -12.1220882),133933273,0.0
133933274,,4,,POINT (-77.0238858 -12.1219093),133933273,0.0008553187534453123
133935048,,4,,POINT (-77.02250650000001 -12.1222795),386837777,0.0007921334231103209
133935052,,4,,POINT (-77.02349700000001 -12.1235255),133935053,0.0008529746127456968
133935053,traffic_signals,4,,POINT (-77.0243282 -12.123717),133935053,0.0
133935054,traffic_signals,4,,POINT (-77.02480300000001 -12.123683),133935054,0.0
133935055,,4,,POINT (-77.02589330000001 -12.1235023),133935056,0.0009657578371372542
133935056,,4,,POINT (-77.0268451 -12.1233387),133935056,0.0
133935057,,4,,POINT (-77.02781830000001 -12.1231762),133935056,0.0009866734464898947
133935657,,4,,POINT (-77.0280466 -12.1265595),9143958389,0.0008549677947193085
133935659,,4,,POINT (-77.0269728 -12.1269958),133936090,0.0008904148359052225
133935661,,3,,POINT (-77.02566109999999 -12.1275288),1839448882,0.0008297820014939117
133935662,,3,,POINT (-77.025159 -12.1277329),1839448882,0.0010433443966367283
133935665,,3,,POINT (-77.0240642 -12.1281777),4337293907,0.0004583908921435392
133936088,,4,,POINT (-77.02809329999999 -12.1274446),133936088,0.0
133936090,traffic_signals,4,,POINT (-77.0269871 -12.1278861),133936090,0.0
133936466,,4,,POINT (-77.0281427 -12.1283724),133936088,0.000929114201807242
133936467,,4,,POINT (-77.02670550000001 -12.1289694),1839448882,0.0009612057688188143
133936468,,4,,POINT (-77.0260651 -12.1292354),1839448882,0.0009802042899321997
133938965,,3,,POINT (-77.0288638 -12.1290052),108183456,0.0008493261328922287
133938967,,4,,POINT (-77.0282078 -12.1292521),108183456,0.0015502226711034265
133938969,,3,,POINT (-77.027439 -12.1295422),133936090,0.0017166481351754224
133938971,,4,,POINT (-77.02660710000001 -12.129887),1839448882,0.0017203741598878276
133938973,,4,,POINT (-77.026411 -12.1299618),1839448882,0.0017418797317838761
133938975,,4,,POINT (-77.0260743 -12.1300793),1839448882,0.0018241401316788555
134381515,,3,,POINT (-77.0408585 -12.1114422),4332504767,0.001597649013392923
134381516,,4,,POINT (-77.03995159999999 -12.1106255),134380226,0.002384197781225887
134381517,,4,,POINT (-77.03927539999999 -12.1113302),262571733,0.002395722665493526
134381519,,4,,POINT (-77.0383716 -12.1104912),262571733,0.0011625559126340007
134381826,,4,,POINT (-77.0422439 -12.1100465),4266659700,0.0012487253220798532
134381827,crossing,4,,POINT (-77.0415485 -12.1107557),262571584,0.0012425642880681067
134381829,,4,,POINT (-77.0401233 -12.1121696),4332504767,0.0012646423249240886
134384555,,4,,POINT (-77.03977879999999 -12.1090549),134380224,0.0011550293719200728
138851015,,4,,POINT (-77.0368477 -12.1148349),138851015,0.0
138851017,,4,,POINT (-77.0357806 -12.1148362),138851017,0.0
138851019,,4,,POINT (-77.0347362 -12.1148526),262574500,0.0009524071870800784
138851020,,4,,POINT (-77.03349 -12.114857),262574499,0.0010164472342426728
138851022,,4,,POINT (-77.0323947 -12.1148633),262574498,0.0010652461734269268
138851437,,4,,POINT (-77.0302964 -12.1043466),138851437,0.0
138851441,,4,,POINT (-77.0301254 -12.1054156),138851441,0.0
138851445,traffic_signals,4,,POINT (-77.029948 -12.1064802),138851445,0.0
138851450,,3,,POINT (-77.0298619 -12.1069956),138851445,0.0005225422183901617
138851451,traffic_signals,4,,POINT (-77.02976099999999 -12.1075649),138851451,0.0
138851455,,4,,POINT (-77.0295934 -12.1086233),138851455,0.0
138851457,traffic_signals,4,,POINT (-77.0294851 -12.1092301),138851457,0.0
138851460,traffic_signals,4,,POINT (-77.0294401 -12.1094918),138851460,0.0
138851462,,4,,POINT (-77.029265 -12.1104953),138851462,0.0
138851464,,4,,POINT (-77.029084 -12.111535),138851464,0.0
138851465,,4,,POINT (-77.0289044 -12.11258),138851465,0.0
138851466,traffic_signals,4,,POINT (-77.0287403 -12.1136383),138851466,0.0
138851467,traffic_signals,4,,POINT (-77.0287246 -12.1137352),138851467,0.0
138851468,,4,,POINT (-77.02859220000001 -12.1144761),138851468,0.0
138851469,,4,,POINT (-77.02818569999999 -12.1169511),138851469,0.0
138851471,traffic_signals,4,,POINT (-77.02816610000001 -12.1172141),138851471,0.0
138851473,,3,,POINT (-77.0278046 -12.1169504),138851473,0.0
138851475,,4,,POINT (-77.03135519999999 -12.1169466),138851475,0.0
138851476,traffic_signals,4,,POINT (-77.0324368 -12.1169469),138851476,0.0
138851478,,4,,POINT (-77.03349849999999 -12.116932),138851478,0.0
138851479,,4,,POINT (-77.0347428 -12.1169195),138851479,0.0
138851481,traffic_signals,4,,POINT (-77.0358107 -12.1169014),138851481,0.0
138851483,traffic_signals,4,,POINT (-77.03686620000001 -12.1168878),138851483,0.0
138851485,,4,,POINT (-77.0368579 -12.1158549),138851485,0.0
138852135,traffic_signals,4,,POINT (-77.03706029999999 -12.1190927),138852135,0.0
138852136,traffic_signals,4,,POINT (-77.0368958 -12.1191001),138852136,0.0
138852138,traffic_signals,4,,POINT (-77.0358286 -12.1191136),138852138,0.0
138852139,traffic_signals,4,,POINT (-77.0347644 -12.1191236),138852139,0.0
138852140,,3,,POINT (-77.03373860000001 -12.1191362),138852139,0.0010258773805806138
138852223,traffic_signals,3,,POINT (-77.03702939999999 -12.1168904),138851483,0.00016322070945904663
138852224,,3,,POINT (-77.0370357 -12.1171269),138852224,0.0
138853230,,3,,POINT (-77.0370027 -12.115517),138851485,0.00036761862031218167
138853234,,3,,POINT (-77.0370223 -12.1162149),138851485,0.00039576174650923177
138853239,,4,,POINT (-77.0370862 -12.120142),138853239,0.0
138853789,,4,,POINT (-77.02819289999999 -12.1190434),138853789,0.0
138853793,,4,,POINT (-77.0281837 -12.1182817),138853793,0.0
138854662,traffic_signals,4,,POINT (-77.02906400000001 -12.117889),138854662,0.0
138854730,,4,,POINT (-77.03809320000001 -12.1179139),138854730,0.0
138854732,traffic_signals,4,,POINT (-77.037043 -12.1179329),138854732,0.0
138854733,traffic_signals,4,,POINT (-77.0368766 -12.117934),138854733,0.0
138854734,,4,,POINT (-77.0358177 -12.1179404),138854734,0.0
138854735,,4,,POINT (-77.0347527 -12.1179468),138854735,0.0
138854736,,4,,POINT (-77.0335054 -12.1179642),138854736,0.0
138854737,,4,,POINT (-77.03244840000001 -12.1179607),138854737,0.0
138854739,,4,,POINT (-77.0313858 -12.1179672),138854739,0.0
138854740,traffic_signals,4,,POINT (-77.030317 -12.1179724),138854740,0.0
138950640,,4,,POINT (-77.02797820000001 -12.1256855),108191737,0.0009071760689077367
138986048,,4,,POINT (-77.0257165 -12.1323881),263642745,0.0018376021386577969
140342034,,4,,POINT (-77.02615779999999 -12.1332525),263642745,0.0008762784089605033
140342732,,3,,POINT (-77.0254959 -12.1337456),140342734,0.0008988961285979687
140342734,,4,,POINT (-77.0260547 -12.1344497),140342734,0.0
140343487,,3,,POINT (-77.025423 -12.1334526),140342734,0.0011803615124181543
140343534,,3,,POINT (-77.02349340000001 -12.1329456),4384632876,0.000265731669175718
140343535,,3,,POINT (-77.02420960000001 -12.1331227),4384632876,0.0008803927135161555
140343536,,3,,POINT (-77.024581 -12.1332296),4384632876,0.0012534219560852702
140344731,,3,,POINT (-77.022391 -12.1313943),263625297,0.0015782284055262637
140344732,,3,,POINT (-77.02342849999999 -12.1316707),263622420,0.0010178615721206609
140344734,,3,,POINT (-77.0235758 -12.1318432),263622420,0.0008698340071556184
140344737,,3,,POINT (-77.0245154 -12.1320729),263622420,0.0013062360008859323
140346734,,3,,POINT (-77.0249743 -12.1315488),263622420,0.0019730687190293974
140346737,,3,,POINT (-77.02487960000001 -12.1321767),263622420,0.0016007176047121278
140346740,,3,,POINT (-77.0243107 -12.1338689),263621041,0.0008761762436831316
140346743,,3,,POINT (-77.02392089999999 -12.1347089),140347256,0.0005539283076263106
140346745,,4,,POINT (-77.0249472 -12.1350224),140346745,0.0
140347256,,3,,POINT (-77.0234348 -12.1344433),140347256,0.0
140351881,,3,,POINT (-77.025188 -12.1359431),316756910,0.0008161475356837676
140351885,,3,,POINT (-77.0265285 -12.1375176),3102660641,0.002835577382117303
140355727,,3,,POINT (-77.0285344 -12.1366692),263642745,0.003287996654497704
140355743,,3,,POINT (-77.0346165 -12.1305476),263612200,0.0024450870434392156
140355751,,3,,POINT (-77.037283 -12.126901),197656644,0.0013704998248834576
197647900,traffic_signals,4,,POINT (-77.02997619999999 -12.1126416),108180348,0.0010631091994717774
197649398,,4,,POINT (-77.02887149999999 -12.1074136),138851451,0.0009022759777359579
197654143,motorway_junction,3,8,POINT (-77.02591750000001 -12.1196111),262573321,0.000456940006998186
197654176,motorway_junction,3,10,POINT (-77.0214596 -12.1330875),4384632876,0.0018714177219414274
197654198,,3,,POINT (-77.02556970000001 -12.1361601),3102660641,0.0011843122730078508
197656057,,4,,POINT (-77.0369482 -12.1243685),197656648,0.0010651285603066607
197656200,,4,,POINT (-77.0369499 -12.1249544),197656647,0.0010640173165796449
197656584,,3,,POINT (-77.03586970000001 -12.1229069),1934706304,0.0006348061751435354
197656586,,4,,POINT (-77.0369451 -12.1232984),1934706304,0.0014885586753594846
197656644,,3,,POINT (-77.0359239 -12.1267246),197656644,0.0
197656646,,4,,POINT (-77.03590269999999 -12.1260125),197656646,0.0
197656647,,4,,POINT (-77.035886 -12.1249702),197656647,0.0
197656648,,4,,POINT (-77.03588310000001 -12.1243763),197656648,0.0
197657720,,3,,POINT (-77.0349286 -12.126376),263612203,0.0009439298331930492
197657722,,4,,POINT (-77.0348987 -12.1249848),197656647,0.0009874079450819765
197657723,,4,,POINT (-77.0348724 -12.1243834),197656648,0.0010107249378630337
197658041,,4,,POINT (-77.03485240000001 -12.1233277),1934706304,0.0014640702203087162
197658042,,3,,POINT (-77.03379099999999 -12.1233315),7247946026,0.0014468680658541828
197658044,,3,,POINT (-77.033835 -12.1238469),7247946026,0.0012651273611758542
197658046,,3,,POINT (-77.0337394 -12.1238434),7247946026,0.0011739182296942405
197658047,,3,,POINT (-77.0331255 -12.1243455),4407490067,0.0004716149806720683
197658843,,4,,POINT (-77.0348238 -12.1222851),1934706304,0.0010431810053908382
197658844,,4,,POINT (-77.03481789999999 -12.121223),197658844,0.0
197658845,,4,,POINT (-77.0347716 -12.1201702),138852139,0.0010466247656160882
197659537,,3,,POINT (-77.03368039999999 -12.1222965),197667414,0.0008367218235405294
197659539,,4,,POINT (-77.0369422 -12.1222601),197660046,0.001061032728053589
197659540,,4,,POINT (-77.0379949 -12.1222483),197660046,0.0015076042053503596
197659541,,4,,POINT (-77.0390337 -12.1222572),197668241,0.00214276048591566
197659543,,4,,POINT (-77.0396957 -12.1222923),197668241,0.00228092798001229
197660042,,4,,POINT (-77.0401154 -12.1211768),197668241,0.0015276276149722373
197660043,,4,,POINT (-77.0390256 -12.1211935),197668241,0.0010790296566831152
197660045,,4,,POINT (-77.0379947 -12.1212093),197660046,0.001082844347070406
197660046,,3,,POINT (-77.03691190000001 -12.1211995),197660046,0.0
197660048,,4,,POINT (-77.0358524 -12.1212111),197660048,0.0
197660075,,3,,POINT (-77.04011559999999 -12.1217104),197668241,0.0019371372718517523
197660496,,3,,POINT (-77.0339007 -12.1243908),4407490067,0.0011708527661484277
197661433,,3,,POINT (-77.0322109 -12.1232832),197667417,0.0005423444016499
197667413,,4,,POINT (-77.0336999 -12.1212376),197667413,0.0
197667414,,4,,POINT (-77.0329258 -12.121935),197667414,0.0
197667415,,4,,POINT (-77.03236219999999 -12.122433),197667415,0.0
197667417,traffic_signals,4,,POINT (-77.03180279999999 -12.122926),197667417,0.0
197667892,,3,,POINT (-77.03900470000001 -12.1190911),108238969,0.0007824006390504572
197667893,,4,,POINT (-77.0381089 -12.1190931),197667893,0.0
197668241,,6,,POINT (-77.03901759999999 -12.1201145),197668241,0.0
197668242,,3,,POINT (-77.0389958 -12.1189484),262577855,0.000783302068179422
197668243,,5,,POINT (-77.03894320000001 -12.1179138),197668243,0.0
197668686,,4,,POINT (-77.03904110000001 -12.123236),197660046,0.0029463239621600732
197669377,,4,,POINT (-77.04063499999999 -12.1211689),108238967,0.0019174963494092297
197669379,,6,,POINT (-77.0416977 -12.1200889),459308542,0.0012788483764745139
197672455,,3,,POINT (-77.04251499999999 -12.1190577),197672455,0.0
197672456,,3,,POINT (-77.04168129999999 -12.1190557),197672455,0.0008337023989421722
197672457,,3,,POINT (-77.0411141 -12.1190636),108238984,0.0008333097443286074
197675227,,3,,POINT (-77.0516981 -12.1100679),197675227,0.0
197675229,,3,,POINT (-77.05145520000001 -12.1117138),197675229,0.0
197675237,,3,,POINT (-77.049081 -12.1135898),197675237,0.0
197675239,,3,,POINT (-77.0488112 -12.1148733),197675237,0.0013115503383392558
197675240,,3,,POINT (-77.0480908 -12.1156185),262724151,0.0014689590770324181
197675242,,3,,POINT (-77.0474024 -12.1163115),262724330,0.0013880199710298113
197675245,,3,,POINT (-77.04618600000001 -12.1170956),257943347,0.0011438494525096191
197675249,,4,,POINT (-77.0457134 -12.1174776),262724148,0.0010685305798177405
197675261,,3,,POINT (-77.0441845 -12.1185111),262724334,0.0006677003893989854
197675276,,3,,POINT (-77.04346390000001 -12.1201436),262726159,0.0010750789040816391
197675278,,3,,POINT (-77.0432194 -12.1206305),262726159,0.0014273710414591458
197675281,,3,,POINT (-77.0429896 -12.1211507),262726159,0.0019083146622070992
197675289,,3,,POINT (-77.041704 -12.1220813),459308542,0.003027611659380453
197675303,,3,,POINT (-77.0402495 -12.12267),197668241,0.002836927538732225
252115302,,4,,POINT (-77.0269138 -12.1258479),108191738,0.000909440663264468
252115303,,4,,POINT (-77.026799 -12.1222441),252115303,0.0
252115304,,4,,POINT (-77.0267836 -12.1214232),252115304,0.0
252115305,,4,,POINT (-77.0267557 -12.1203992),252115305,0.0
252115306,,4,,POINT (-77.0267407 -12.1199108),252115306,0.0
252115368,,3,,POINT (-77.0276653 -12.1203958),252115305,0.0009096063544192677
252115369,,4,,POINT (-77.0277303 -12.1214952),252115304,0.000949433984013666
252115370,,4,,POINT (-77.02777210000001 -12.1223569),252115303,0.000979615970684334
252115496,,3,,POINT (-77.02564719999999 -12.1326333),263642745,0.0016787860048303861
257943345,,4,,POINT (-77.02604479999999 -12.1273729),1839448882,0.0008824715576160699
257943346,,3,,POINT (-77.0261363 -12.130923),1839448882,0.002668828891105114
257943347,,4,,POINT (-77.0456846 -12.1160675),257943347,0.0
257943348,,3,,POINT (-77.0527019 -12.1090642),4343202104,0.00041185339624390715
257946205,,3,,POINT (-77.04540489999999 -12.1204549),4318917301,0.0027253564188836794
257946707,,4,,POINT (-77.0347333 -12.113958),262574500,5.7805536067431994e-05
257946713,,4,,POINT (-77.0334773 -12.1139092),262574499,6.865427881701196e-05
257946723,,4,,POINT (-77.03132770000001 -12.1116268),4332775647,0.0021316966599402762
257946726,,4,,POINT (-77.03141460000001 -12.1106045),138851462,0.0021523719009600827
257946751,,3,,POINT (-77.0323877 -12.1106273),138851462,0.003125488648201501
258374854,,3,,POINT (-77.0211651 -12.120053),258374857,0.00039853805338965596
258374857,,4,,POINT (-77.02121579999999 -12.1196577),258374857,0.0
258374867,traffic_signals,4,,POINT (-77.0302976 -12.1191726),258374867,0.0
259996513,,3,,POINT (-77.0411091 -12.117954),6381464842,6.218552886296032e-05
259996514,,4,,POINT (-77.042873 -12.1161503),259996514,0.0
259996515,,4,,POINT (-77.0435597 -12.1154235),259996515,0.0
259996516,,4,,POINT (-77.0449776 -12.1139927),259996516,0.0
