latitud,longitud,direccion,ruta
-13.518795,-71.97854,s,Batman
-13.518793,-71.97854,s,Batman
-13.518798,-71.97854,s,Batman
-13.518798,-71.97853,s,Batman
-13.518797,-71.97853,s,Batman
-13.518798,-71.97853,s,Batman
-13.518791,-71.97853,s,Batman
-13.5188,-71.97852,s,Batman
-13.518805,-71.978546,s,Batman
-13.518813,-71.97856,s,Batman
-13.518825,-71.97858,s,Batman
-13.518831,-71.97859,s,Batman
-13.518842,-71.9786,s,Batman
-13.518855,-71.97861,s,Batman
-13.51887,-71.978615,s,Batman
-13.51888,-71.978645,s,Batman
-13.518875,-71.97867,s,Batman
-13.518873,-71.97868,s,Batman
-13.518873,-71.97869,s,Batman
-13.518873,-71.97871,s,Batman
-13.518871,-71.978714,s,Batman
-13.518871,-71.97872,s,Batman
-13.518868,-71.978714,s,Batman
-13.51886,-71.97874,s,Batman
-13.51885,-71.97877,s,Batman
-13.5188465,-71.97877,s,Batman
-13.5188465,-71.97878,s,Batman
-13.518844,-71.9788,s,Batman
-13.518855,-71.97881,s,Batman
-13.518868,-71.97883,s,Batman
-13.518904,-71.97885,s,Batman
-13.518935,-71.97887,s,Batman
-13.518945,-71.97888,s,Batman
-13.518962,-71.97888,s,Batman
-13.51898,-71.97889,s,Batman
-13.518995,-71.9789,s,Batman
-13.519007,-71.978905,s,Batman
-13.519025,-71.97891,s,Batman
-13.519062,-71.97891,s,Batman
-13.5190935,-71.978935,s,Batman
-13.519118,-71.978935,s,Batman
-13.519143,-71.978935,s,Batman
-13.519172,-71.97894,s,Batman
-13.51919,-71.97894,s,Batman
-13.519198,-71.97895,s,Batman
-13.519207,-71.97896,s,Batman
-13.519232,-71.97898,s,Batman
-13.519268,-71.97901,s,Batman
-13.519292,-71.97903,s,Batman
-13.519335,-71.979065,s,Batman
-13.519352,-71.97909,s,Batman
-13.519368,-71.97911,s,Batman
-13.519388,-71.97913,s,Batman
-13.519433,-71.97917,s,Batman
-13.51948,-71.97921,s,Batman
-13.5195,-71.979225,s,Batman
-13.51952,-71.97923,s,Batman
-13.519531,-71.97924,s,Batman
-13.519542,-71.97923,s,Batman
-13.519544,-71.979225,s,Batman
-13.519545,-71.97922,s,Batman
-13.519544,-71.97921,s,Batman
-13.5195465,-71.9792,s,Batman
-13.519548,-71.979195,s,Batman
-13.5195465,-71.9792,s,Batman
-13.5195465,-71.979195,s,Batman
-13.5195465,-71.979195,s,Batman
-13.5195465,-71.979195,s,Batman
-13.5195465,-71.979195,s,Batman
-13.519564,-71.97921,s,Batman
-13.519605,-71.979256,s,Batman
-13.519631,-71.97928,s,Batman
-13.519676,-71.979324,s,Batman
-13.5197,-71.97935,s,Batman
-13.519722,-71.97937,s,Batman
-13.519742,-71.97939,s,Batman
-13.51978,-71.97945,s,Batman
-13.519827,-71.979485,s,Batman
-13.519848,-71.97951,s,Batman
-13.519868,-71.97954,s,Batman
-13.519885,-71.97957,s,Batman
-13.5199,-71.97961,s,Batman
-13.519918,-71.979645,s,Batman
-13.519937,-71.97968,s,Batman
-13.519977,-71.97976,s,Batman
-13.520028,-71.97981,s,Batman
-13.520046,-71.97984,s,Batman
-13.52006,-71.97988,s,Batman
-13.5200815,-71.9799,s,Batman
-13.520102,-71.97991,s,Batman
-13.520108,-71.97991,s,Batman
-13.520099,-71.97992,s,Batman
-13.520093,-71.97992,s,Batman
-13.520102,-71.97992,s,Batman
-13.520095,-71.97993,s,Batman
-13.520085,-71.979935,s,Batman
-13.520079,-71.97994,s,Batman
-13.520077,-71.97994,s,Batman
-13.52009,-71.979935,s,Batman
-13.5201,-71.97993,s,Batman
-13.5201,-71.97993,s,Batman
-13.5201,-71.97993,s,Batman
-13.5201,-71.97993,s,Batman
-13.5201,-71.97993,s,Batman
-13.5201,-71.97993,s,Batman
-13.5201,-71.97993,s,Batman
-13.5201,-71.97993,s,Batman
-13.520177,-71.979904,s,Batman
-13.520215,-71.97992,s,Batman
-13.52023,-71.97995,s,Batman
-13.520284,-71.98002,s,Batman
-13.52031,-71.98005,s,Batman
-13.520338,-71.98008,s,Batman
-13.520373,-71.98012,s,Batman
-13.520442,-71.98021,s,Batman
-13.520529,-71.98031,s,Batman
-13.520568,-71.980354,s,Batman
-13.520607,-71.9804,s,Batman
-13.520641,-71.98042,s,Batman
-13.520667,-71.98045,s,Batman
-13.520683,-71.98048,s,Batman
-13.520699,-71.98049,s,Batman
-13.52072,-71.98048,s,Batman
-13.520725,-71.9805,s,Batman
-13.520735,-71.980515,s,Batman
-13.520752,-71.98054,s,Batman
-13.52077,-71.98056,s,Batman
-13.520822,-71.980644,s,Batman
-13.52082,-71.980705,s,Batman
-13.520748,-71.98083,s,Batman
-13.52072,-71.98088,s,Batman
-13.52069,-71.98093,s,Batman
-13.520657,-71.98097,s,Batman
-13.520621,-71.98101,s,Batman
-13.520581,-71.98104,s,Batman
-13.520495,-71.9811,s,Batman
-13.520315,-71.98128,s,Batman
-13.520311,-71.98127,s,Batman
-13.520313,-71.98127,s,Batman
-13.5203085,-71.98127,s,Batman
-13.520295,-71.98127,s,Batman
-13.520282,-71.98127,s,Batman
-13.520273,-71.98127,s,Batman
-13.520271,-71.98127,s,Batman
-13.520262,-71.98127,s,Batman
-13.520262,-71.98127,s,Batman
-13.520268,-71.98127,s,Batman
-13.520271,-71.98127,s,Batman
-13.520277,-71.98127,s,Batman
-13.520278,-71.98127,s,Batman
-13.52027,-71.98127,s,Batman
-13.52027,-71.98127,s,Batman
-13.52027,-71.98127,s,Batman
-13.52027,-71.98127,s,Batman
-13.52027,-71.98127,s,Batman
-13.52027,-71.98127,s,Batman
-13.52027,-71.98127,s,Batman
-13.52027,-71.98127,s,Batman
-13.52027,-71.98127,s,Batman
-13.52027,-71.98127,s,Batman
-13.52027,-71.98127,s,Batman
-13.52027,-71.98127,s,Batman
-13.52027,-71.98127,s,Batman
-13.52027,-71.98127,s,Batman
-13.52027,-71.98127,s,Batman
-13.52027,-71.98127,s,Batman
-13.52027,-71.98127,s,Batman
-13.52027,-71.98127,s,Batman
-13.52027,-71.98127,s,Batman
-13.52027,-71.98127,s,Batman
-13.52027,-71.98127,s,Batman
-13.52027,-71.98127,s,Batman
-13.520278,-71.98127,s,Batman
-13.520257,-71.981285,s,Batman
-13.520228,-71.9813,s,Batman
-13.520179,-71.98133,s,Batman
-13.52015,-71.98135,s,Batman
-13.520137,-71.98137,s,Batman
-13.520119,-71.98138,s,Batman
-13.52009,-71.98139,s,Batman
-13.520079,-71.9814,s,Batman
-13.52007,-71.98141,s,Batman
-13.520041,-71.98141,s,Batman
-13.520037,-71.98141,s,Batman
-13.520014,-71.981415,s,Batman
-13.520008,-71.98142,s,Batman
-13.52,-71.98142,s,Batman
-13.519987,-71.98143,s,Batman
-13.519983,-71.98142,s,Batman
-13.519987,-71.98143,s,Batman
-13.519995,-71.98143,s,Batman
-13.519992,-71.98142,s,Batman
-13.519995,-71.98143,s,Batman
-13.519999,-71.98144,s,Batman
-13.52,-71.98144,s,Batman
-13.519999,-71.98144,s,Batman
-13.520001,-71.981445,s,Batman
-13.520001,-71.981445,s,Batman
-13.520001,-71.981445,s,Batman
-13.520001,-71.981445,s,Batman
-13.519994,-71.981476,s,Batman
-13.519983,-71.98149,s,Batman
-13.519983,-71.9815,s,Batman
-13.519985,-71.9815,s,Batman
-13.519988,-71.9815,s,Batman
-13.519987,-71.9815,s,Batman
-13.519963,-71.98148,s,Batman
-13.519963,-71.981476,s,Batman
-13.519957,-71.98147,s,Batman
-13.51995,-71.98146,s,Batman
-13.519945,-71.98145,s,Batman
-13.51995,-71.981445,s,Batman
-13.519952,-71.98145,s,Batman
-13.51995,-71.981445,s,Batman
-13.519948,-71.981445,s,Batman
-13.519948,-71.981445,s,Batman
-13.519948,-71.981445,s,Batman
-13.519948,-71.981445,s,Batman
-13.519948,-71.981445,s,Batman
-13.519948,-71.981445,s,Batman
-13.519957,-71.981445,s,Batman
-13.5199585,-71.981445,s,Batman
-13.519957,-71.981445,s,Batman
-13.51995,-71.981445,s,Batman
-13.51995,-71.981445,s,Batman
-13.519934,-71.98147,s,Batman
-13.519894,-71.9815,s,Batman
-13.51988,-71.98151,s,Batman
-13.519867,-71.98152,s,Batman
-13.519852,-71.98154,s,Batman
-13.519834,-71.98155,s,Batman
-13.519802,-71.981575,s,Batman
-13.51977,-71.9816,s,Batman
-13.519752,-71.981606,s,Batman
-13.5197315,-71.98162,s,Batman
-13.5197115,-71.98163,s,Batman
-13.519696,-71.981636,s,Batman
-13.519691,-71.98164,s,Batman
-13.51969,-71.98164,s,Batman
-13.519689,-71.98164,s,Batman
-13.519691,-71.98164,s,Batman
-13.519693,-71.981636,s,Batman
-13.519695,-71.981636,s,Batman
-13.519693,-71.981636,s,Batman
-13.519695,-71.981636,s,Batman
-13.519695,-71.981636,s,Batman
-13.519696,-71.981636,s,Batman
-13.519696,-71.981636,s,Batman
-13.519696,-71.981636,s,Batman
-13.519696,-71.981636,s,Batman
-13.519696,-71.981636,s,Batman
-13.519691,-71.98164,s,Batman
-13.519689,-71.98165,s,Batman
-13.519687,-71.98165,s,Batman
-13.519687,-71.98164,s,Batman
-13.519687,-71.98164,s,Batman
-13.519687,-71.98164,s,Batman
-13.519687,-71.98164,s,Batman
-13.519687,-71.98164,s,Batman
-13.519687,-71.98164,s,Batman
-13.519687,-71.98164,s,Batman
-13.519687,-71.98164,s,Batman
-13.519687,-71.98164,s,Batman
-13.519687,-71.98164,s,Batman
-13.519687,-71.98164,s,Batman
-13.519687,-71.98168,s,Batman
-13.519691,-71.98169,s,Batman
-13.519695,-71.9817,s,Batman
-13.519696,-71.9817,s,Batman
-13.519696,-71.9817,s,Batman
-13.519696,-71.9817,s,Batman
-13.519696,-71.9817,s,Batman
-13.519696,-71.9817,s,Batman
-13.519696,-71.9817,s,Batman
-13.519696,-71.9817,s,Batman
-13.519696,-71.9817,s,Batman
-13.519696,-71.9817,s,Batman
-13.519696,-71.9817,s,Batman
-13.519696,-71.9817,s,Batman
-13.519696,-71.9817,s,Batman
-13.519685,-71.9817,s,Batman
-13.519663,-71.981705,s,Batman
-13.51964,-71.98171,s,Batman
-13.519617,-71.98173,s,Batman
-13.519604,-71.98174,s,Batman
-13.519582,-71.98176,s,Batman
-13.519548,-71.98174,s,Batman
-13.519459,-71.98165,s,Batman
-13.51944,-71.98161,s,Batman
-13.519417,-71.98158,s,Batman
-13.519405,-71.981544,s,Batman
-13.519383,-71.981514,s,Batman
-13.519363,-71.98147,s,Batman
-13.519332,-71.98144,s,Batman
-13.51928,-71.98135,s,Batman
-13.519203,-71.981285,s,Batman
-13.519175,-71.98125,s,Batman
-13.51915,-71.98121,s,Batman
-13.519125,-71.98117,s,Batman
-13.5191,-71.98114,s,Batman
-13.51907,-71.9811,s,Batman
-13.519038,-71.98106,s,Batman
-13.51898,-71.980965,s,Batman
-13.518937,-71.98089,s,Batman
-13.51891,-71.980865,s,Batman
-13.51888,-71.98085,s,Batman
-13.5188465,-71.98084,s,Batman
-13.518817,-71.98085,s,Batman
-13.518759,-71.980865,s,Batman
-13.518715,-71.98089,s,Batman
-13.518682,-71.9809,s,Batman
-13.518673,-71.9809,s,Batman
-13.518665,-71.98091,s,Batman
-13.518665,-71.98091,s,Batman
-13.518665,-71.98091,s,Batman
-13.518666,-71.98091,s,Batman
-13.518663,-71.98091,s,Batman
-13.51866,-71.98092,s,Batman
-13.5186615,-71.98092,s,Batman
-13.518663,-71.98092,s,Batman
-13.518663,-71.98092,s,Batman
-13.518663,-71.98092,s,Batman
-13.518663,-71.98092,s,Batman
-13.518625,-71.98094,s,Batman
-13.518594,-71.98096,s,Batman
-13.51852,-71.98101,s,Batman
-13.518436,-71.98105,s,Batman
-13.518398,-71.98107,s,Batman
-13.51836,-71.981094,s,Batman
-13.518315,-71.981125,s,Batman
-13.518263,-71.98115,s,Batman
-13.518213,-71.98116,s,Batman
-13.518162,-71.98119,s,Batman
-13.518068,-71.98123,s,Batman
-13.517982,-71.98128,s,Batman
-13.517939,-71.9813,s,Batman
-13.517894,-71.981316,s,Batman
-13.517845,-71.98134,s,Batman
-13.5177965,-71.98136,s,Batman
-13.51775,-71.981384,s,Batman
-13.517705,-71.98141,s,Batman
-13.51763,-71.98145,s,Batman
-13.517598,-71.98147,s,Batman
-13.517598,-71.98147,s,Batman
-13.517602,-71.98148,s,Batman
-13.517596,-71.9815,s,Batman
-13.517583,-71.98152,s,Batman
-13.517567,-71.98154,s,Batman
-13.517549,-71.98155,s,Batman
-13.5175,-71.98159,s,Batman
-13.517438,-71.98162,s,Batman
-13.517411,-71.98164,s,Batman
-13.517388,-71.98165,s,Batman
-13.517368,-71.98167,s,Batman
-13.517357,-71.98167,s,Batman
-13.517348,-71.98167,s,Batman
-13.5173435,-71.98167,s,Batman
-13.517342,-71.98167,s,Batman
-13.517339,-71.981674,s,Batman
-13.517337,-71.981674,s,Batman
-13.517335,-71.981674,s,Batman
-13.517337,-71.981674,s,Batman
-13.517337,-71.981674,s,Batman
-13.517335,-71.981674,s,Batman
-13.517335,-71.981674,s,Batman
-13.517335,-71.981674,s,Batman
-13.517335,-71.981674,s,Batman
-13.517335,-71.981674,s,Batman
-13.517335,-71.981674,s,Batman
-13.517335,-71.981674,s,Batman
-13.517335,-71.981674,s,Batman
-13.517335,-71.981674,s,Batman
-13.517335,-71.981674,s,Batman
-13.517335,-71.981674,s,Batman
-13.517335,-71.981674,s,Batman
-13.517335,-71.981674,s,Batman
-13.517335,-71.981674,s,Batman
-13.517335,-71.981674,s,Batman
-13.517335,-71.981674,s,Batman
-13.517335,-71.981674,s,Batman
-13.517335,-71.981674,s,Batman
-13.517335,-71.981674,s,Batman
-13.517283,-71.98168,s,Batman
-13.51726,-71.9817,s,Batman
-13.517228,-71.98172,s,Batman
-13.517199,-71.98174,s,Batman
-13.517167,-71.981766,s,Batman
-13.517123,-71.98179,s,Batman
-13.517078,-71.98182,s,Batman
-13.516976,-71.98189,s,Batman
-13.516885,-71.98196,s,Batman
-13.51685,-71.98199,s,Batman
-13.516802,-71.98203,s,Batman
-13.516682,-71.9821,s,Batman
-13.516617,-71.982124,s,Batman
-13.5165615,-71.982155,s,Batman
-13.516468,-71.9822,s,Batman
-13.5164,-71.98223,s,Batman
-13.516327,-71.98229,s,Batman
-13.516316,-71.982315,s,Batman
-13.51631,-71.98233,s,Batman
-13.51631,-71.98235,s,Batman
-13.516334,-71.98239,s,Batman
-13.516381,-71.98246,s,Batman
-13.51641,-71.9825,s,Batman
-13.5164385,-71.98254,s,Batman
-13.516461,-71.982574,s,Batman
-13.516483,-71.98261,s,Batman
-13.516506,-71.98264,s,Batman
-13.516525,-71.98267,s,Batman
-13.516553,-71.982735,s,Batman
-13.51656,-71.98274,s,Batman
-13.516559,-71.98274,s,Batman
-13.51656,-71.982735,s,Batman
-13.51656,-71.982735,s,Batman
-13.51656,-71.982735,s,Batman
-13.51656,-71.982735,s,Batman
-13.51656,-71.982735,s,Batman
-13.51656,-71.982735,s,Batman
-13.516575,-71.98275,s,Batman
-13.516585,-71.98277,s,Batman
-13.516608,-71.9828,s,Batman
-13.516637,-71.982834,s,Batman
-13.516666,-71.982864,s,Batman
-13.516697,-71.982895,s,Batman
-13.516728,-71.982925,s,Batman
-13.516785,-71.982994,s,Batman
-13.516833,-71.98308,s,Batman
-13.51686,-71.98313,s,Batman
-13.516889,-71.98318,s,Batman
-13.516918,-71.98324,s,Batman
-13.516952,-71.98331,s,Batman
-13.516985,-71.98336,s,Batman
-13.517016,-71.98341,s,Batman
-13.517074,-71.98351,s,Batman
-13.517125,-71.98359,s,Batman
-13.517143,-71.98361,s,Batman
-13.517154,-71.983635,s,Batman
-13.517163,-71.98364,s,Batman
-13.517177,-71.98365,s,Batman
-13.51719,-71.983665,s,Batman
-13.5172,-71.98369,s,Batman
-13.517223,-71.983765,s,Batman
-13.517259,-71.98385,s,Batman
-13.517275,-71.983894,s,Batman
-13.517297,-71.98395,s,Batman
-13.5173235,-71.984,s,Batman
-13.517345,-71.984055,s,Batman
-13.517366,-71.984116,s,Batman
-13.51739,-71.98417,s,Batman
-13.517433,-71.98428,s,Batman
-13.517504,-71.98439,s,Batman
-13.51754,-71.98445,s,Batman
-13.517573,-71.98451,s,Batman
-13.517618,-71.98457,s,Batman
-13.517667,-71.98463,s,Batman
-13.517712,-71.98469,s,Batman
-13.517748,-71.98474,s,Batman
-13.51781,-71.984856,s,Batman
-13.51787,-71.98494,s,Batman
-13.517892,-71.98497,s,Batman
-13.517912,-71.98499,s,Batman
-13.517939,-71.985016,s,Batman
-13.517945,-71.98503,s,Batman
-13.517953,-71.98505,s,Batman
-13.51798,-71.98511,s,Batman
-13.51802,-71.98519,s,Batman
-13.51805,-71.98523,s,Batman
-13.518073,-71.985275,s,Batman
-13.518098,-71.98531,s,Batman
-13.518124,-71.98535,s,Batman
-13.518148,-71.9854,s,Batman
-13.518175,-71.98544,s,Batman
-13.518227,-71.98554,s,Batman
-13.518305,-71.98565,s,Batman
-13.518338,-71.98571,s,Batman
-13.518372,-71.98576,s,Batman
-13.51841,-71.98582,s,Batman
-13.51845,-71.98587,s,Batman
-13.51848,-71.98593,s,Batman
-13.518514,-71.985985,s,Batman
-13.51858,-71.9861,s,Batman
-13.518637,-71.98621,s,Batman
-13.5186615,-71.98627,s,Batman
-13.51869,-71.986305,s,Batman
-13.518719,-71.98635,s,Batman
-13.518748,-71.98638,s,Batman
-13.518772,-71.986404,s,Batman
-13.518782,-71.98642,s,Batman
-13.518802,-71.98647,s,Batman
-13.5188265,-71.986565,s,Batman
-13.518838,-71.98662,s,Batman
-13.51884,-71.986664,s,Batman
-13.518833,-71.98671,s,Batman
-13.51882,-71.98674,s,Batman
-13.518808,-71.986755,s,Batman
-13.518804,-71.98676,s,Batman
-13.518802,-71.986755,s,Batman
-13.518802,-71.986755,s,Batman
-13.518802,-71.986755,s,Batman
-13.518768,-71.986786,s,Batman
-13.518746,-71.98681,s,Batman
-13.51871,-71.98685,s,Batman
-13.51867,-71.98688,s,Batman
-13.518625,-71.98691,s,Batman
-13.518514,-71.98696,s,Batman
-13.5183735,-71.98703,s,Batman
-13.518298,-71.98706,s,Batman
-13.518222,-71.98709,s,Batman
-13.5181465,-71.98712,s,Batman
-13.518072,-71.98715,s,Batman
-13.517997,-71.98719,s,Batman
-13.517921,-71.98723,s,Batman
-13.517768,-71.98726,s,Batman
-13.517615,-71.98724,s,Batman
-13.51754,-71.98722,s,Batman
-13.517462,-71.987206,s,Batman
-13.517388,-71.98718,s,Batman
-13.517317,-71.98716,s,Batman
-13.517246,-71.98714,s,Batman
-13.517181,-71.98711,s,Batman
-13.51705,-71.98707,s,Batman
-13.516918,-71.98708,s,Batman
-13.516855,-71.987114,s,Batman
-13.516793,-71.98715,s,Batman
-13.516733,-71.98719,s,Batman
-13.516679,-71.98723,s,Batman
-13.516633,-71.98726,s,Batman
-13.516602,-71.98728,s,Batman
-13.516577,-71.98729,s,Batman
-13.516579,-71.98728,s,Batman
-13.516579,-71.98728,s,Batman
-13.516579,-71.98728,s,Batman
-13.516579,-71.98728,s,Batman
-13.516579,-71.98728,s,Batman
-13.516579,-71.98728,s,Batman
-13.516579,-71.98728,s,Batman
-13.516579,-71.98728,s,Batman
-13.516579,-71.98728,s,Batman
-13.516579,-71.98728,s,Batman
-13.516579,-71.98728,s,Batman
-13.516579,-71.98728,s,Batman
-13.516579,-71.98728,s,Batman
-13.516579,-71.98728,s,Batman
-13.516579,-71.98728,s,Batman
-13.516579,-71.98728,s,Batman
-13.516579,-71.98728,s,Batman
-13.516579,-71.98728,s,Batman
-13.516579,-71.98728,s,Batman
-13.516579,-71.98728,s,Batman
-13.516579,-71.98728,s,Batman
-13.516579,-71.98728,s,Batman
-13.516579,-71.98728,s,Batman
-13.516579,-71.98728,s,Batman
-13.516579,-71.98728,s,Batman
-13.516579,-71.98728,s,Batman
-13.516579,-71.98728,s,Batman
-13.516579,-71.98728,s,Batman
-13.516579,-71.98728,s,Batman
-13.516579,-71.98728,s,Batman
-13.516579,-71.98728,s,Batman
-13.516579,-71.98728,s,Batman
-13.516579,-71.98728,s,Batman
-13.516579,-71.98728,s,Batman
-13.516579,-71.98728,s,Batman
-13.516579,-71.98728,s,Batman
-13.516579,-71.98728,s,Batman
-13.516579,-71.98728,s,Batman
-13.516577,-71.98728,s,Batman
-13.516506,-71.98733,s,Batman
-13.51641,-71.98734,s,Batman
-13.51636,-71.98735,s,Batman
-13.516312,-71.98737,s,Batman
-13.51627,-71.9874,s,Batman
-13.516233,-71.987434,s,Batman
-13.516195,-71.98747,s,Batman
-13.51615,-71.98751,s,Batman
-13.516058,-71.987564,s,Batman
-13.515965,-71.987595,s,Batman
-13.515922,-71.9876,s,Batman
-13.515888,-71.98761,s,Batman
-13.515872,-71.98761,s,Batman
-13.515868,-71.98762,s,Batman
-13.51587,-71.987625,s,Batman
-13.515873,-71.98763,s,Batman
-13.515873,-71.98763,s,Batman
-13.515873,-71.98763,s,Batman
-13.515873,-71.98763,s,Batman
-13.515873,-71.98763,s,Batman
-13.515873,-71.98763,s,Batman
-13.515873,-71.98763,s,Batman
-13.515859,-71.987656,s,Batman
-13.515828,-71.98766,s,Batman
-13.515754,-71.98768,s,Batman
-13.515658,-71.98769,s,Batman
-13.515607,-71.98769,s,Batman
-13.515556,-71.98768,s,Batman
-13.515513,-71.98766,s,Batman
-13.515469,-71.98764,s,Batman
-13.515435,-71.98761,s,Batman
-13.515405,-71.98759,s,Batman
-13.515355,-71.987526,s,Batman
-13.515313,-71.98744,s,Batman
-13.515322,-71.98737,s,Batman
-13.515348,-71.987305,s,Batman
-13.515378,-71.98725,s,Batman
-13.515424,-71.9872,s,Batman
-13.515456,-71.98714,s,Batman
-13.515489,-71.9871,s,Batman
-13.515555,-71.98701,s,Batman
-13.5156,-71.986885,s,Batman
-13.515628,-71.98684,s,Batman
-13.515656,-71.986786,s,Batman
-13.515672,-71.98674,s,Batman
-13.515678,-71.98668,s,Batman
-13.515674,-71.98662,s,Batman
-13.515655,-71.986565,s,Batman
-13.51559,-71.986465,s,Batman
-13.515498,-71.9864,s,Batman
-13.51544,-71.986374,s,Batman
-13.515384,-71.98636,s,Batman
-13.515324,-71.98636,s,Batman
-13.515257,-71.98636,s,Batman
-13.515188,-71.98636,s,Batman
-13.515128,-71.98636,s,Batman
-13.515027,-71.98634,s,Batman
-13.514943,-71.98627,s,Batman
-13.514927,-71.98621,s,Batman
-13.514925,-71.98614,s,Batman
-13.514945,-71.98607,s,Batman
-13.515,-71.986,s,Batman
-13.515065,-71.98595,s,Batman
-13.51512,-71.98591,s,Batman
-13.515228,-71.98583,s,Batman
-13.515305,-71.985756,s,Batman
-13.515318,-71.98571,s,Batman
-13.515322,-71.98565,s,Batman
-13.515313,-71.98559,s,Batman
-13.515297,-71.985535,s,Batman
-13.515268,-71.9855,s,Batman
-13.515237,-71.98546,s,Batman
-13.515175,-71.98539,s,Batman
-13.515112,-71.985306,s,Batman
-13.515077,-71.98527,s,Batman
-13.51504,-71.98523,s,Batman
-13.515003,-71.98519,s,Batman
-13.514958,-71.98516,s,Batman
-13.514914,-71.98514,s,Batman
-13.514862,-71.98513,s,Batman
-13.51476,-71.985146,s,Batman
-13.51467,-71.98519,s,Batman
-13.51463,-71.98522,s,Batman
-13.514591,-71.98526,s,Batman
-13.514557,-71.9853,s,Batman
-13.514522,-71.985344,s,Batman
-13.514488,-71.98538,s,Batman
-13.514453,-71.98542,s,Batman
-13.514394,-71.9855,s,Batman
-13.514337,-71.98558,s,Batman
-13.514308,-71.98562,s,Batman
-13.514283,-71.98566,s,Batman
-13.514261,-71.9857,s,Batman
-13.514238,-71.98574,s,Batman
-13.514214,-71.98579,s,Batman
-13.514189,-71.985825,s,Batman
-13.514158,-71.98588,s,Batman
-13.514136,-71.98589,s,Batman
-13.514122,-71.98591,s,Batman
-13.51411,-71.98593,s,Batman
-13.5140915,-71.985954,s,Batman
-13.514073,-71.98598,s,Batman
-13.514055,-71.986,s,Batman
-13.514031,-71.98601,s,Batman
-13.514002,-71.98599,s,Batman
-13.513997,-71.985985,s,Batman
-13.513997,-71.985985,s,Batman
-13.513997,-71.985985,s,Batman
-13.513997,-71.985985,s,Batman
-13.513997,-71.985985,s,Batman
-13.513997,-71.985985,s,Batman
-13.513997,-71.985985,s,Batman
-13.513997,-71.985985,s,Batman
-13.513997,-71.985985,s,Batman
-13.513997,-71.985985,s,Batman
-13.513997,-71.985985,s,Batman
-13.513997,-71.985985,s,Batman
-13.513997,-71.985985,s,Batman
-13.513997,-71.985985,s,Batman
-13.513997,-71.985985,s,Batman
-13.513997,-71.985985,s,Batman
-13.513997,-71.985985,s,Batman
-13.513997,-71.985985,s,Batman
-13.5139265,-71.986,s,Batman
-13.513902,-71.98598,s,Batman
-13.51387,-71.985954,s,Batman
-13.513835,-71.98593,s,Batman
-13.513795,-71.98591,s,Batman
-13.513708,-71.98588,s,Batman
-13.513518,-71.98579,s,Batman
-13.513482,-71.98578,s,Batman
-13.51345,-71.98577,s,Batman
-13.513416,-71.985756,s,Batman
-13.513335,-71.98573,s,Batman
-13.513255,-71.98574,s,Batman
-13.513208,-71.985756,s,Batman
-13.513128,-71.98577,s,Batman
-13.513093,-71.985794,s,Batman
-13.51306,-71.98582,s,Batman
-13.513035,-71.98585,s,Batman
-13.512993,-71.985916,s,Batman
-13.512957,-71.98597,s,Batman
-13.512943,-71.985985,s,Batman
-13.512935,-71.98599,s,Batman
-13.512932,-71.986,s,Batman
-13.51293,-71.986,s,Batman
-13.51293,-71.986,s,Batman
-13.51293,-71.986,s,Batman
-13.51293,-71.986,s,Batman
-13.51293,-71.986,s,Batman
-13.512897,-71.98605,s,Batman
-13.512887,-71.98609,s,Batman
-13.51288,-71.98612,s,Batman
-13.512872,-71.986145,s,Batman
-13.5128565,-71.98616,s,Batman
-13.51285,-71.98618,s,Batman
-13.512848,-71.9862,s,Batman
-13.512843,-71.986206,s,Batman
-13.512843,-71.986206,s,Batman
-13.512818,-71.98625,s,Batman
-13.512807,-71.986275,s,Batman
-13.512796,-71.9863,s,Batman
-13.512789,-71.98631,s,Batman
-13.512775,-71.98634,s,Batman
-13.512749,-71.986404,s,Batman
-13.512716,-71.986465,s,Batman
-13.5127,-71.9865,s,Batman
-13.512685,-71.98653,s,Batman
-13.512669,-71.98656,s,Batman
-13.512647,-71.986595,s,Batman
-13.512627,-71.986626,s,Batman
-13.512604,-71.98666,s,Batman
-13.51256,-71.98673,s,Batman
-13.512511,-71.98681,s,Batman
-13.512486,-71.98684,s,Batman
-13.512465,-71.98688,s,Batman
-13.512445,-71.98691,s,Batman
-13.5124235,-71.986946,s,Batman
-13.512402,-71.98698,s,Batman
-13.512379,-71.98701,s,Batman
-13.51232,-71.987076,s,Batman
-13.512261,-71.98715,s,Batman
-13.512234,-71.98718,s,Batman
-13.512207,-71.98721,s,Batman
-13.512183,-71.98725,s,Batman
-13.512155,-71.9873,s,Batman
-13.512127,-71.98733,s,Batman
-13.512095,-71.98735,s,Batman
-13.512009,-71.98737,s,Batman
-13.511925,-71.98736,s,Batman
-13.511887,-71.98733,s,Batman
-13.511851,-71.9873,s,Batman
-13.511818,-71.98725,s,Batman
-13.511797,-71.98721,s,Batman
-13.511784,-71.98716,s,Batman
-13.51178,-71.9871,s,Batman
-13.511773,-71.98698,s,Batman
-13.51177,-71.98685,s,Batman
-13.511775,-71.98679,s,Batman
-13.511773,-71.98674,s,Batman
-13.511768,-71.9867,s,Batman
-13.51177,-71.98667,s,Batman
-13.511773,-71.98666,s,Batman
-13.511773,-71.98666,s,Batman
-13.511773,-71.98666,s,Batman
-13.511773,-71.98666,s,Batman
-13.511773,-71.98666,s,Batman
