osmid,highway,street_count,ref,geometry,NN,NN_dist
262727965,traffic_signals,4,,POINT (-77.0538482 -12.1076967),262727965,0.0
262727967,traffic_signals,4,,POINT (-77.0543965 -12.1070995),262727967,0.0
262727968,,3,,POINT (-77.05514100000001 -12.1063073),262727968,0.0
262727969,,3,,POINT (-77.0552271 -12.1062047),262727968,0.00013394017320537174
262727970,,3,,POINT (-77.0552878 -12.1061245),262727968,0.00023444845915159522
262727971,,3,,POINT (-77.0557149 -12.1056534),262727972,0.0004215210552284764
262727972,,4,,POINT (-77.0560069 -12.1053494),262727972,0.0
262727973,,3,,POINT (-77.0564571 -12.1048799),262727973,0.0
262727974,,3,,POINT (-77.0567181 -12.1045738),262727973,0.0004022663421129916
262727975,,4,,POINT (-77.0574788 -12.1037776),262727975,0.0
262727976,,4,,POINT (-77.05823359999999 -12.1029232),262727976,0.0
262727977,,4,,POINT (-77.0583767 -12.1027814),262727977,0.0
262727979,,3,,POINT (-77.05912360000001 -12.1019724),4343012535,0.0003829707038416651
262727981,,3,,POINT (-77.05954749999999 -12.1015812),262727981,0.0
262727983,,3,,POINT (-77.0600194 -12.1012935),262727983,0.0
262728015,,3,,POINT (-77.05026789999999 -12.1076811),262726084,0.002373683938520831
262728017,,4,,POINT (-77.0523977 -12.1063036),262727965,0.0020111384487426923
262728018,,4,,POINT (-77.05248349999999 -12.1062533),262727965,0.001986406214757477
262728019,,4,,POINT (-77.0531336 -12.1058229),262727967,0.0017957238011461036
262728020,,4,,POINT (-77.0532302 -12.1057498),262727967,0.0017838009361999024
262728021,,3,,POINT (-77.05443390000001 -12.1049453),262727968,0.0015346121366636822
262728027,,4,,POINT (-77.04974660000001 -12.1066055),262727504,0.0021131216576433963
262728029,,4,,POINT (-77.04932290000001 -12.1055008),4343202119,0.0018046012883784822
262728031,,4,,POINT (-77.0490121 -12.1041846),4343202121,0.0011119810250180505
262728035,,3,,POINT (-77.0541953 -12.1038575),262728314,0.0021032919388449317
262728036,,4,,POINT (-77.0526947 -12.1043636),262728314,0.0015345286475011684
262728037,,4,,POINT (-77.052566 -12.104407),262728314,0.0015526906324190397
262728038,,4,,POINT (-77.05183 -12.1046553),262728226,0.0016806039063366812
262728039,,4,,POINT (-77.0517093 -12.104696),262728119,0.0017054919114437238
262728040,,4,,POINT (-77.0508523 -12.104985),262728119,0.002053396079666742
262728046,,3,,POINT (-77.05046419999999 -12.1039763),1432407605,0.0011467759502158121
262728049,,4,,POINT (-77.0515479 -12.103979),262728119,0.0009725440966872459
262728052,,3,,POINT (-77.0516854 -12.103981),262728226,0.0009923076236718958
262728119,traffic_signals,4,,POINT (-77.0514278 -12.1030139),262728119,0.0
262728225,traffic_signals,4,,POINT (-77.05154090000001 -12.1028964),262728226,0.00010190117761702124
262728226,traffic_signals,4,,POINT (-77.0515565 -12.1029971),262728226,0.0
262728245,,3,,POINT (-77.051385 -12.1015782),262728226,0.0014292268749222666
262728246,,4,,POINT (-77.05120460000001 -12.1004458),262728226,0.0025754543870937945
262728248,traffic_signals,5,,POINT (-77.05114500000001 -12.0989695),262728226,0.004048566908177393
262728310,traffic_signals,4,,POINT (-77.0574233 -12.1013374),262728310,0.0
262728311,,3,,POINT (-77.0564832 -12.1018138),262728323,0.0010497221441896057
262728312,,4,,POINT (-77.05540379999999 -12.1023022),262728323,0.0022299151060163665
262728313,,3,,POINT (-77.05401740000001 -12.1025715),262728314,0.001706325915532199
262728314,,3,,POINT (-77.0523376 -12.1028712),262728314,0.0
262728319,,3,,POINT (-77.0526471 -12.1027196),262728314,0.0003446343134392641
262728320,,3,,POINT (-77.05401449999999 -12.102484),262728314,0.0017210222107729995
262728321,,4,,POINT (-77.0553888 -12.1022264),262728323,0.00220908453889852
262728322,,3,,POINT (-77.0564317 -12.1017299),262728323,0.001054091931473849
262728323,traffic_signals,4,,POINT (-77.0573765 -12.1012625),262728323,0.0
